TCGA-BL-A13J-11A-13R-A10U-07	TCGA-BT-A20N-11A-11R-A14Y-07	TCGA-BT-A20Q-11A-11R-A14Y-07	TCGA-BT-A20R-11A-11R-A16R-07	TCGA-BT-A20U-11A-11R-A14Y-07	TCGA-BT-A20W-11A-11R-A14Y-07	TCGA-BT-A2LA-11A-11R-A18C-07	TCGA-BT-A2LB-11A-11R-A18C-07	TCGA-CU-A0YN-11A-11R-A10U-07	TCGA-CU-A0YR-11A-13R-A10U-07	TCGA-GC-A3BM-11A-11R-A22U-07	TCGA-GC-A3WC-11A-11R-A22U-07	TCGA-GC-A6I3-11A-11R-A31N-07	TCGA-GD-A2C5-11A-11R-A180-07	TCGA-GD-A3OP-11A-11R-A220-07	TCGA-GD-A3OQ-11A-21R-A220-07	TCGA-K4-A3WV-11A-21R-A22U-07	TCGA-K4-A54R-11A-11R-A26T-07	TCGA-K4-A5RI-11A-11R-A28M-07
LRPAP1|4043	2128.711	2133.8583	2142.2261	2293.2331	2032.5581	2286.5753	6018.1435	1985.1577	2535.4559	2660.5882	2830.9314	2675.8017	4154.0505	4188.9952	3242.3513	2459.9758	2943.2773	3310.6332	3666.7374
LRPPRC|10128	3420.9847	3514.4357	3504.417	4167.7879	2523.2558	3343.0137	2519.4093	2807.5139	3164.9783	3474.1176	2437.4626	3014.5773	2962.8154	2274.3222	3024.0633	3442.6998	3462.7101	2229.3907	1977.3657
LRRC10B|390205	9.5888	6.9991	6.1837	67.6692	6.2016	46.5753	25.7384	38.0334	12.301	41.7647	18.5237	22.7405	87.6494	13.9553	12.3754	7.3313	5.7773	33.4528	24.6025
LRRC10|376132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRC14B|389257	0	0	0	0	0	0	0	0.4638	13.7482	0	0	0	1.992	0	0	0	0	0	0
LRRC14|9684	526.2032	634.8381	644.1873	547.9778	532.9225	440.0219	638.4304	403.038	612.2069	610.2235	614.8972	544.4373	888.2138	718.5766	650.5672	707.1914	786.3183	646.0335	986.7822
LRRC15|131578	46.4687	27.1216	6.1837	74.3965	3.1008	77.8082	19.8312	25.5102	22.4313	163.5294	7.0262	58.8921	27.2244	21.1324	52.5954	24.6597	3.6765	29.8686	84.4203
LRRC16A|55604	314.2172	219.5976	200.53	169.3708	637.2093	399.4521	497.4684	948.9796	209.1172	342.3529	530.1609	359.7668	167.3307	1141.1483	666.5521	443.8753	480.042	558.5424	338.6462
LRRC16B|90668	2.2128	1.7498	0	1.9786	24.031	10.9589	5.4852	7.885	1.4472	2.9412	11.4975	3.4985	17.2643	14.3541	12.0316	12.6631	7.3529	5.9737	10.1304
LRRC17|10234	76.7103	72.6159	169.6113	127.8195	18.6047	188.4932	93.6709	28.757	371.2012	255.2941	77.2885	246.6472	55.7769	96.89	134.7542	124.9649	87.7101	54.9582	137.967
LRRC18|474354	0	0	1.7668	0	0	10.9589	2.1097	0	2.1708	5.2941	12.775	6.9971	0	9.5694	3.7814	21.3273	2.1008	1.7921	1.4472
LRRC19|64922	2.2128	0.8749	0	1.1872	3.1008	0	2.5316	0.4638	0.7236	2.3529	1.9162	1.7493	6.6401	0.7974	0.6875	0.9997	1.0504	1.7921	0.4824
LRRC1|55227	239.7197	119.86	119.258	178.4725	1086.0465	685.4795	829.9578	857.1429	92.6194	405.8824	914.6872	535.277	617.5299	1021.5311	973.8742	588.5014	1196.9538	1000	591.9072
LRRC20|55222	448.4603	279.0901	755.3004	297.5861	398.4496	276.1644	119.4093	1111.7811	735.1664	410.5882	201.8444	511.3703	218.4595	160.2871	116.5349	262.9262	133.4034	53.1661	164.0167
LRRC23|10233	150.4702	125.9843	175.7951	148.0016	65.8915	167.6712	151.8987	89.5176	146.165	168.2353	212.7031	215.1603	233.7317	117.2249	152.9735	145.959	226.8908	170.8483	148.0974
LRRC24|441381	2.6554	8.2065	13.9399	11.1832	6.6124	2.1699	11.3586	3.2699	2.1201	11.5412	11.0759	8.3324	48.0412	25.8413	10.8285	12.2732	14.1019	6.2963	17.5787
LRRC25|126364	165.2222	153.1059	63.6042	52.2359	28.6822	119.4521	33.3333	63.0798	131.6932	65.8824	26.1887	81.0496	190.571	71.3716	68.4084	81.3105	54.0966	22.1027	342.023
LRRC26|389816	0	0	0	0	10.8527	1.0959	0	2.3191	0	0	0	1.7493	11.2882	6.3796	1.7188	0	0.5252	0	1.9296
LRRC27|80313	186.6126	125.9843	184.629	87.4555	77.5194	99.726	113.3333	41.2801	120.8394	119.4118	128.3884	191.2536	120.8499	61.8022	191.8185	170.6188	202.7311	59.7372	121.0829
LRRC28|123355	213.9037	196.8504	250	183.6169	208.5271	201.0959	278.903	214.2857	206.9465	187.0588	221.6456	245.481	218.4595	291.4673	217.9443	188.9469	238.4454	219.2354	176.5591
LRRC29|26231	36.1424	29.7463	23.8516	25.7222	37.2093	43.2877	78.0591	23.1911	36.1795	35.8824	72.8173	54.8105	61.089	45.0558	47.7827	72.6463	84.5588	36.4397	73.8075
LRRC2|79442	479.4394	245.8443	278.2686	488.3261	31.7829	221.9178	24.4726	38.961	157.0188	250.5882	106.6709	240.2332	19.9203	79.3461	39.8762	142.9599	12.0798	114.6953	171.2527
LRRC30|339291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRC31|79782	0	0	0	1.1872	0	1.0959	0	0.4638	0	0.5882	0	4.0816	0	1.5949	0.6875	1.6662	0	0	0
LRRC32|2615	1329.8912	2025.3718	1408.1272	4083.1025	339.5349	2173.1507	308.4388	1411.41	1432.7062	4110	1233.4225	1738.1924	1768.2603	613.6364	990.0309	788.112	502.1008	866.1888	2283.691
LRRC33|375387	250.7837	213.4733	194.3463	39.5726	48.062	245.4795	46.8354	91.8367	264.8336	231.7647	113.0584	279.8834	203.1873	134.37	98.3156	142.9599	50.9454	22.1027	280.2755
LRRC34|151827	59.7455	40.245	85.689	44.7171	27.907	43.2877	24.4726	18.0891	47.7569	68.8235	44.7124	52.4781	29.8805	86.9219	27.1571	50.6524	35.7143	23.2975	47.7578
LRRC36|55282	0	0	0	0.3957	0	1.0959	0.4219	0.4638	1.4472	1.7647	2.555	1.1662	19.9203	2.7911	1.0313	1.333	1.5756	3.5842	2.8944
LRRC37A2|474170	176.1313	118.1102	153.6131	96.1852	111.3333	140.7068	75.4937	120.8673	132.1852	160.6353	142.0129	162.6181	37.1846	115.8413	64.5308	344.4466	85.084	93.4409	73.3251
LRRC37A3|374819	44.9935	31.4961	51.2367	36.8025	61.2403	44.9315	81.8565	29.6846	18.0897	51.7647	41.5186	88.0466	25.8964	86.1244	54.3142	74.9789	66.1765	23.2975	38.1098
LRRC37A4|55073	285.4509	357.8303	229.682	332.3783	510.2248	188.926	141.2658	196.1456	279.3054	200	318.5564	271.0787	112.8818	457.4203	304.572	366.0339	332.3897	112.3059	102.7516
LRRC37A|9884	342.9836	266.8416	333.0389	212.1092	310.8527	298.0822	251.0549	220.3154	413.8929	325.8824	399.8563	363.2653	104.2497	438.1978	343.0732	594.4997	335.084	289.7252	155.8158
LRRC37B2|147172	440.3467	361.3298	545.053	345.8647	313.1783	347.9452	257.384	211.5028	505.0651	406.4706	313.6253	381.9242	262.2842	421.8501	273.9773	385.2251	309.3487	156.5114	269.1803
LRRC37B|114659	79.6607	61.2423	79.5053	45.5085	85.2713	68.4932	39.2405	51.4842	73.0825	104.1176	112.4197	104.9563	29.2165	138.3573	87.3152	127.9641	118.6975	52.5687	98.8924
LRRC39|127495	3.0758	4.4182	5.424	4.539	0	3.2329	1.2996	0.4824	3.7554	7.3412	5.1611	1.7843	3.6919	4.1707	5.3249	5.7584	9.0966	5.5257	11.6548
LRRC3B|116135	8.8512	17.4978	7.0671	16.2248	39.5349	280	242.616	7.885	38.3502	51.1765	325.1228	67.0554	0	119.2185	6.5315	373.2285	11.5546	50.7766	18.3313
LRRC3|81543	94.4127	98.8626	75.9717	36.0111	9.3023	31.7808	86.4979	18.0891	100.5789	71.1765	77.9273	64.1399	9.2961	38.2775	25.4383	134.9621	107.1429	102.7479	47.2754
LRRC40|55631	313.4796	353.4558	299.47	472.1013	308.5271	414.2466	259.9156	379.4063	343.7048	295.2941	298.2953	324.1983	89.6414	393.5407	231.0072	294.2507	264.7059	290.92	260.9795
LRRC41|10489	2158.215	1991.2511	2078.6219	2187.9699	2094.5736	1785.2055	2143.4599	2184.6011	2206.2229	2449.4118	2338.4566	1941.1079	1227.0916	2162.2807	2150.911	2048.0915	2510.5042	3382.3178	2102.7902
LRRC42|115353	388.7147	454.9431	408.1272	502.1765	534.8837	538.0822	828.692	757.885	536.1795	468.8235	588.9257	531.1953	837.3174	887.9585	717.7724	432.8784	526.2605	770.6093	687.4228
LRRC43|254050	4.4256	1.7498	2.6502	6.7273	1.5504	1.6438	0.4219	0	2.8944	2.9412	0.6387	2.3324	6.6401	9.1707	2.7501	2.3327	4.2017	0	1.9296
LRRC45|201255	134.243	136.4829	146.6431	128.611	331.7829	361.0959	385.654	289.8887	252.5326	130.5882	235.698	215.1603	1539.8406	603.6683	386.0433	281.2543	372.3739	106.9295	271.5923
LRRC46|90506	0.7376	2.6247	2.6502	4.353	7.7519	9.3151	7.5949	8.8126	8.6831	5.8824	4.4712	5.2478	23.9044	13.9553	4.8127	1.333	3.1513	1.7921	4.3416
LRRC47|57470	1873.5018	1509.1864	1998.2332	1189.1571	1168.2171	1547.9452	2148.9451	1264.3785	1549.9276	1939.4118	1140.1653	1451.895	1460.8234	1279.9043	1498.1093	1335.9582	1727.9412	966.5472	1396.5537
LRRC48|83450	9.5888	15.748	25.6184	26.7076	7.7519	31.2329	9.2827	12.0594	18.0897	37.0588	14.6912	25.0729	26.5604	7.9745	9.2815	18.6614	16.8067	17.6404	18.8137
LRRC49|54839	210.9533	154.8556	237.6325	222.3981	68.9922	195.0685	306.3291	96.9388	209.1172	240	294.4629	310.7872	93.6255	190.5901	174.2867	299.9158	380.7773	299.2832	230.5881
LRRC4B|94030	16.2272	307.9615	367.4912	54.6102	134.1085	255.3425	101.6878	31.5399	173.6614	289.4118	185.8757	281.6327	117.5299	73.3652	79.4087	240.5991	57.7731	109.319	186.6896
LRRC4C|57689	11.064	19.2476	4.417	23.3478	6.2016	46.0274	27.4262	12.5232	13.7482	30.5882	58.1261	14.5773	4.6481	8.3732	6.8752	42.9879	30.4622	29.8686	25.5673
LRRC4|64101	64.9087	50.7437	22.9682	55.4017	961.2403	56.9863	40.0844	1198.0519	72.3589	57.6471	40.2411	43.7318	20.5843	124.8006	139.5669	16.9952	25.2101	109.319	45.3458
LRRC50|123872	1.4752	0.8749	1.7668	2.3744	1.5504	6.0274	0	6.4935	0.7236	1.7647	0.6387	2.3324	252.324	1.9936	0	0.3332	1.0504	0	50.6522
LRRC52|440699	0.7376	2.6247	0.8834	0.3957	0	0	0	0	0	0.5882	0	0	0	0	0	0	0	0	0
LRRC55|219527	0	2.6247	0	3.1658	0.7752	15.3425	2.1097	1.3915	2.8944	4.1176	5.7487	1.7493	4.6481	1.9936	1.7188	10.3304	10.5042	1.7921	4.824
LRRC56|115399	2.2128	5.2493	3.5336	5.1444	114.7287	18.0822	93.2489	84.4156	2.1708	10.5882	125.8334	30.9038	135.4582	57.0175	129.5978	108.6362	76.1555	51.374	53.0642
LRRC57|255252	222.0173	176.7279	206.7138	166.6007	289.1473	232.3288	242.616	239.7959	212.0116	214.1176	291.2691	210.4956	98.9376	423.445	231.0072	299.2493	330.3571	241.3381	222.8697
LRRC58|116064	1404.3887	1260.7174	1428.4452	1675.1088	959.6899	1196.7123	281.0127	730.5195	1501.4472	1247.0588	594.6744	853.6443	355.9097	958.5327	507.7346	1014.0486	546.7437	380.5257	642.077
LRRC59|55379	1409.5003	1887.1304	1901.8816	2738.5081	3499.5581	3213.6986	2975.789	4350.3989	2187.9233	1515.0941	2462.7059	1389.172	2883.7849	4108.3174	2831.0553	1766.004	1528.666	4736.4636	2601.8929
LRRC61|65999	59.0079	69.9913	115.7244	85.8726	375.1938	139.1781	240.0844	108.5343	116.4978	145.2941	154.577	152.1866	452.1912	397.1292	196.2874	227.2695	290.4412	147.5508	252.2962
LRRC66|339977	15.4896	2.6247	22.0848	3.9573	2.3256	3.2877	3.3755	2.3191	12.301	7.0588	5.11	11.0787	2.656	3.9872	4.1251	14.3293	6.3025	2.9869	4.824
LRRC67|286187	1.4752	0	0	0	0	0	0.4219	0.4638	0.7236	0	0	0	0	0	0	0	0	0	0
LRRC69|100130742	2.9504	0.8749	1.7668	0.3957	0.7752	14.2466	15.6118	0.9276	0.7236	0.5882	1.2775	5.2478	3.9841	3.1898	4.4689	12.9964	2.1008	0	2.8944
LRRC6|23639	25.0784	29.7463	13.2509	13.059	20.155	34.5205	21.9409	10.2041	36.1795	17.0588	29.3824	41.3994	4.6481	73.764	39.8762	46.3203	32.563	3.5842	16.4017
LRRC70|100130733	101.8403	54.2432	55.6537	123.8702	45.7364	101.9836	45.4895	107.8015	62.2287	224.3235	146.5033	106.7055	124.8141	64.4976	90.5225	32.9707	45.1681	50.4182	118.4345
LRRC7|57554	9.5888	111.1111	26.5018	126.6324	26.3566	11.5068	13.9241	7.4212	10.8538	41.1765	1.2775	66.4723	0	3.9872	1.7188	8.6642	11.0294	2.9869	14.4721
LRRC8A|56262	2204.6838	2091.8635	2722.6148	2778.7891	4436.4341	3004.9315	4824.0506	7695.269	2321.9971	2273.5294	4861.5114	2579.5918	976.0956	2101.2759	3841.8701	3372.7195	1771.0084	5116.4875	2159.7136
LRRC8B|23507	103.2639	131.2336	60.0707	259.9921	466.6667	490.411	384.3882	471.7069	66.5702	185.2941	517.3859	219.242	166.0027	755.1834	276.7274	427.5466	325.105	773.5962	306.8077
LRRC8C|84230	303.1532	271.2161	212.0141	739.6122	129.4574	1021.9178	389.4515	525.5102	375.5427	490	501.4172	396.5015	395.0863	489.2344	261.6019	305.5808	171.2185	537.6344	594.3192
LRRC8D|55144	363.6364	380.5774	303.8869	301.1476	522.4806	640.5479	331.6456	246.2894	462.3734	464.7059	299.5728	380.758	264.9402	751.1962	259.1956	483.1976	456.9328	130.8244	441.3978
LRRC8E|80131	5.1632	0.8749	3.5336	7.5188	248.062	154.5205	576.7932	1400.2783	5.0651	35.2941	371.7514	92.7114	94.2895	599.2823	348.2296	332.24	424.895	707.8853	235.8946
LRRCC1|85444	489.0282	496.063	464.6643	474.0799	282.1705	415.8904	389.8734	237.013	701.8813	300	385.8038	376.0933	106.9057	348.0861	314.1973	517.1881	406.5126	149.3429	285.0996
LRRFIP1|9208	8805.4582	8010.4987	11425.7951	9617.3328	5186.8217	3706.3014	5079.7468	6963.8219	6436.3242	5669.4118	7018.5636	5499.1254	1521.2483	3618.4211	4495.3592	4665.3565	4174.3697	9596.7742	4803.7589
LRRFIP2|9209	1081.3203	1093.6133	1246.4664	929.165	1931.0078	866.8493	602.9536	3180.8905	1039.7974	921.7647	521.8572	1104.9563	884.4622	598.8836	810.5878	568.507	585.084	1007.7658	851.9219
LRRIQ1|84125	5.1632	4.3745	4.417	5.9359	2.3256	8.7671	0.4219	0.9276	11.5774	1.7647	5.7487	8.7464	0	7.177	2.0626	5.9983	7.8782	0.5974	1.9296
LRRIQ3|127255	0.7376	4.3745	0.8834	1.9786	0.7752	3.2877	8.4388	1.8553	0	4.7059	1.2775	2.3324	4.6481	3.1898	0.3438	2.6659	6.3025	0	5.3064
LRRIQ4|344657	0.7376	0.8749	0	0.7915	7.7519	0.5479	0	0.9276	2.8944	0.5882	0.6387	1.7493	1.992	12.7592	0.6875	0.9997	0.5252	0	0.4824
LRRK1|79705	582.7033	350.8311	507.9505	795.4096	398.4496	575.3425	265.8228	461.039	504.3415	695.2941	495.6685	530.6122	232.4037	290.6699	587.8309	860.425	274.1597	408.6022	455.8699
LRRK2|120892	812.0966	672.7909	674.9117	887.218	105.4264	520	105.4852	514.3785	652.6773	670	385.1651	730.6122	98.2736	185.008	113.7848	414.8835	76.6807	264.6356	315.0085
LRRN1|57633	29.504	27.9965	8.8339	38.3854	17.8295	287.1233	167.0886	12.987	92.6194	31.7647	148.8283	103.7901	108.8977	383.1738	88.3465	59.9832	136.0294	48.3871	43.4162
LRRN2|10446	96.6255	117.2353	131.6254	111.1991	148.062	79.4521	55.2743	420.2226	199.7106	213.5294	40.2411	154.519	35.8566	31.8979	503.9532	129.6303	40.9664	17.3238	102.7516
LRRN3|54674	19.1776	31.4961	32.6855	21.7649	15.5039	78.3562	15.1899	16.6976	83.9363	88.2353	67.0685	45.481	5.3121	61.0048	55.0017	59.6499	25.2101	23.2975	52.5818
LRRN4CL|221091	418.9563	378.8276	457.5972	522.7543	79.845	716.7123	258.2278	81.6327	621.563	505.2941	488.0035	480.4665	324.0372	260.3668	146.7858	495.1943	99.2647	270.0119	642.077
LRRN4|164312	0	0	0	0.3957	0.7752	5.4795	0.8439	0	0	2.3529	1.2775	0	0	0	0	0.6665	0	0.5974	0
LRRTM1|347730	14.752	27.9965	21.2014	21.7649	16.2791	26.8493	6.7511	6.9573	22.4313	27.6471	14.6912	11.0787	19.2563	26.3158	3.7814	21.3273	6.8277	7.7658	20.2609
LRRTM2|26045	2.9504	4.3745	2.6502	7.5188	3.1008	35.6164	5.4852	3.7106	3.6179	18.8235	16.6074	21.5743	3.9841	4.386	4.8127	16.3287	1.5756	14.3369	12.5425
LRRTM3|347731	1.4752	3.4996	1.7668	2.3744	0	6.5753	2.9536	0.4638	0.7236	5.2941	4.4712	0.5831	3.3201	1.5949	2.0626	4.9986	12.605	0	0.4824
LRRTM4|80059	9.5888	4.3745	0	7.5188	1.5504	25.2055	28.27	0	8.6831	12.9412	65.1523	3.4985	1.328	6.3796	3.4376	51.6522	9.979	13.7395	0.4824
LRSAM1|90678	857.0902	913.3858	1037.9859	854.7685	1072.093	457.5342	704.2194	523.1911	723.589	874.7059	500.7785	836.7347	635.4582	397.5279	700.9282	619.1595	734.2437	537.6344	585.636
LRTM1|57408	0	0	0	0	0	3.2877	2.9536	0	0	0	0	0	324.0372	1.1962	1.375	1.9994	1.0504	0.5974	0
LRTM2|654429	0	0	0	0	0	0	0	1.3915	0	0	0	0	0	0	0.3438	0.3332	0	0	0
LRTOMT|220074	180.5348	119.685	155.2297	104.535	114.6047	153.8301	189.4895	87.3609	149.4356	150.6412	141.6871	158.6764	134.4821	221.4753	146.3011	207.9216	262.8571	106.7085	103.2196
LRWD1|222229	177.7614	226.5967	227.9152	180.8469	290.6977	326.0274	325.3165	326.9944	250.3618	204.1176	340.4527	243.1487	682.6029	371.6108	282.9151	218.6053	236.3445	413.3811	289.9236
LSAMP|4045	60.4831	82.2397	19.4346	99.723	13.1783	277.8082	78.903	72.82	130.246	156.4706	242.7243	125.9475	122.178	116.4274	58.4393	132.2962	94.5378	110.5137	221.9049
LSG1|55341	624.0089	738.4077	818.0212	1075.9794	791.4729	952.3288	811.8143	880.7978	620.8394	812.3529	850.1737	681.6327	1094.2895	959.7289	1023.3757	976.7257	1183.8235	1224.6117	801.7521
LSM10|84967	568.6889	619.4226	648.4099	521.1713	433.3333	449.863	485.654	321.8924	549.2041	580	300.8503	535.277	1160.0266	557.4163	441.3888	360.8986	366.5966	244.325	719.7437
LSM11|134353	2719.5279	950.1312	1283.5689	2017.0162	266.6667	221.9178	108.0169	147.0315	971.0564	984.7059	143.7183	964.4315	77.6892	121.2121	131.6604	281.5876	167.542	146.356	315.0085
LSM12|124801	674.1656	839.895	762.3675	609.814	1417.8295	989.0411	1296.6245	1369.2022	751.809	657.0588	917.2422	818.0758	835.3254	1206.5391	1081.1275	709.8007	890.2311	1223.417	941.6487
LSM14A|26065	3859.8562	3468.0665	3906.3604	3268.6981	2706.9767	3406.0274	2688.1857	2393.7848	3050.6512	3610.5882	2171.7434	3081.6327	1752.988	3407.8947	2125.4727	2372.0005	2475.3151	1531.6607	2228.6971
LSM14B|149986	877.0053	762.0297	1056.5371	622.4772	1259.6899	1037.2603	768.3544	866.4193	908.1042	964.1176	843.1474	881.6327	492.0319	1359.2504	869.7147	926.4065	1108.7185	557.3477	637.253
LSM1|27257	587.1289	573.9283	712.0141	482.3902	580.6202	551.2329	668.7764	654.4527	488.4226	509.4118	358.3377	460.6414	1678.6189	666.2679	585.0808	399.5545	545.6933	457.5866	655.1019
LSM2|57819	471.3258	433.9458	574.2049	527.1072	580.6202	700.8219	948.5232	502.3191	531.8379	652.9412	443.2911	651.895	1185.923	834.9282	486.4215	388.5575	560.3992	252.6882	625.193
LSM3|27258	606.3065	609.7988	667.8445	771.2703	796.124	917.2603	1409.2827	793.5993	736.6136	708.2353	693.6804	626.8222	1873.838	870.8134	908.2159	677.8096	952.2059	552.5687	889.0668
LSM4|25804	639.4984	745.4068	800.3534	629.6003	1727.1318	1639.4521	2216.8776	1253.7106	1061.5051	907.0588	858.4774	866.4723	4669.3227	2059.0112	1513.2348	931.4051	1710.6092	863.2019	1432.2515
LSM5|23658	353.31	390.2012	408.1272	459.0423	604.6512	717.8082	699.5781	468.4601	454.4139	482.9412	393.4688	427.4052	949.5352	663.8756	447.5765	388.5575	590.3361	322.5806	576.9528
LSM6|11157	193.9886	185.4768	138.6926	238.6229	221.7054	286.5753	485.2321	224.9536	141.0999	258.2353	301.4891	240.8163	352.5896	380.3828	281.54	277.5887	390.2311	204.3011	355.5303
LSM7|51690	154.8958	324.5844	250.8834	368.0253	679.0698	608.7671	1063.7131	503.2468	297.3951	347.6471	532.7159	324.7813	3334.6614	1019.1388	756.2736	396.5553	588.7605	462.963	728.427
LSMD1|84316	501.5674	564.3045	602.4735	572.6157	750.3876	530.411	909.2827	585.3432	738.0608	657.6471	495.0297	611.0787	1683.9309	468.8995	572.9598	444.2086	553.5714	313.0227	751.5823
LSP1|4046	989.858	1922.1347	1519.4346	3245.7459	2862.0155	4111.2329	1547.2574	2083.4879	1452.9667	2597.0588	2915.2461	2298.5423	7053.7849	6566.5869	2752.836	3682.6325	484.2437	1748.5066	7587.2183
LSR|51599	76.7103	80.4899	98.0565	102.0973	3579.845	2079.4521	8002.5316	2660.0186	66.5702	484.1176	4180.606	1542.2741	5964.8074	10567.7831	3356.8237	1831.4857	2686.4496	6772.4014	4266.3631
LSS|4047	1648.534	1476.8154	1970.8481	1629.6003	1389.9225	1026.8493	793.6709	1241.1874	1384.9493	1497.6471	1085.2329	1443.7318	1398.4064	1486.0447	725.6789	1061.0354	911.2395	979.092	1226.2658
LST-3TM12|338821	0	0.8749	0	0	0	0	0	0	0	0.5882	0	0	0	1.9936	0	0	0	0	0
LST1|7940	49.4191	91.8635	22.9682	66.0863	79.0698	192.3288	116.8776	124.7681	65.123	71.1765	71.5398	103.207	710.4914	145.5343	154.6923	86.9756	64.0756	57.3477	412.4537
LTA4H|4048	1455.2831	1356.0805	1343.6396	1634.349	3366.6667	1625.7534	2654.4304	3827.9221	1407.3806	1920.5882	1946.2653	2424.4898	1841.3015	1920.6539	1876.2461	1808.8254	2545.1681	1720.4301	1625.6947
LTA|4049	0.7376	11.3736	0	0	12.4031	18.0822	2.9536	16.6976	5.0651	29.4118	3.8325	55.9767	171.9788	13.9553	5.5002	2.3327	2.6261	0.5974	72.8427
LTB4R2|56413	9.6994	8.4077	11.864	14.8318	614.5116	25.6932	21.9705	274.3831	16.1505	21.4176	49.2666	25.7143	42.5299	27.504	55.5105	42.1981	28.4086	30.6153	25.5866
LTB4R|1241	37.6323	40.245	27.3852	43.6446	1435.0233	84	50.0422	926.897	40.4342	47.0235	120.404	125.4344	279.6614	95.8573	240.9797	115.1577	85.6092	122.5687	140.2198
LTBP1|4052	5700.9036	6072.6159	7871.0247	4393.7475	948.8372	7389.0411	4185.2321	1108.5343	7324.1679	5038.8235	3898.2794	4578.4257	1515.2722	1804.2265	1776.2118	4988.9323	1720.063	3554.3608	3082.5486
LTBP2|4053	5582.1501	1439.1951	3543.2862	681.4404	240.3101	2362.7397	715.6118	798.2375	3788.712	3447.0588	2346.1216	2351.6035	608.8977	1431.0207	971.4679	1628.5427	871.8487	1212.0669	1211.3114
LTBP3|4054	4389.8728	3887.3053	4713.1272	5039.4776	1093.2558	4010.8438	2265.519	1617.064	5874.2113	4790.6765	4807.7416	4157.1953	3093.8911	2875.5821	2244.6064	3629.8473	2051.9958	3968.6738	4374.4694
LTBP4|8425	8567.9513	5320.21	11258.8339	5794.2224	1275.969	17678.9041	6436.7089	5442.9499	7259.0449	12377.6471	18720.428	6750.4373	3863.8778	8389.5534	4457.2018	15878.5408	4880.7773	18290.92	12873.8615
LTBR|4055	2026.1848	2013.9983	2136.9258	2219.628	3567.4419	2389.0411	2635.443	2789.8887	2310.4197	1985.8824	2022.2763	2062.3907	4021.9124	3305.8214	2720.1788	2178.7215	3391.2815	2409.7969	2926.7328
LTB|4050	9.5888	162.7297	13.2509	20.182	477.5194	495.3425	175.5274	383.1169	81.042	357.6471	54.9323	828.5714	6439.575	924.2424	130.9728	66.6479	32.0378	25.0896	1296.2141
LTC4S|4056	26.4356	34.0857	75.0795	77.8591	16.0543	42.663	17.9662	31.0297	42.6773	49.9059	24.2597	32.6064	140.5046	48.5606	30.9178	19.9177	29.6166	11.9176	99.3169
LTF|4057	47.9439	405.9493	9.7173	17.0162	508.5271	65.2055	4.2194	2118.7384	102.7496	1338.8235	8.9425	838.484	5108.8977	77.7512	12.7191	9.9972	13.1303	5.3763	1401.8601
LTK|4058	0.7376	0.8749	0	0.7915	5.4264	4.3836	4.6414	9.7403	0.7236	5.8824	1.2775	15.1603	92.9615	21.1324	7.219	6.6648	4.7269	8.3632	34.7329
LTV1|84946	530.3338	630.7962	565.371	685.7934	788.3721	676.1644	447.2574	808.9054	454.4139	490.5882	615.5359	507.2886	436.255	439.7927	670.3334	575.1718	603.4664	751.4934	701.8949
LUC7L2|51631	2013.0924	1788.2765	2152.924	1733.2806	2049.6124	1781.3699	2068.1013	2165.5844	1846.8234	2005.7471	2170.4659	2106.7055	1316.7331	1728.4689	1848.7453	2054.423	2190.6513	2204.8984	1718.4606
LUC7L3|51747	1922.9209	1643.0446	1836.5724	1644.6379	2238.7597	1315.6164	1640.0844	1872.9128	1286.5412	1697.0588	2742.1454	2671.137	2014.6082	1857.2568	2065.6583	2323.0143	2895.4832	2856.0335	1761.2496
LUC7L|55692	430.7579	466.3167	499.1166	335.9715	594.5736	381.3699	465.8228	682.282	367.5832	384.1176	687.2929	804.6647	1925.6308	582.5359	752.4923	672.4778	834.5588	1190.5615	753.5119
LUM|4060	10210.5845	8335.0831	11688.1625	9429.7586	1127.1318	35266.3945	7362.0253	7720.3154	29284.2981	16361.7647	17810.212	11223.3236	10264.9402	9344.8963	8174.2867	16515.6952	2252.6261	12686.9773	24890.4948
LUZP1|7798	1023.7876	1331.5836	988.5159	1358.9236	713.1783	1294.2466	1506.3291	1647.9592	1353.1114	1342.3529	2352.5091	919.5335	640.1062	1143.5407	1176.693	1760.8388	1487.9202	2946.2366	1033.7874
LUZP2|338645	1.4752	0	7.9505	4.353	62.0155	107.3973	82.7004	77.9221	1.4472	23.5294	91.9797	6.414	50.4648	15.1515	151.5985	130.2967	32.0378	122.4612	4.824
LUZP4|51213	0	0	0	0	0	0	0	0	0	0	0	0	0.664	66.1882	0	0	0	0	0
LUZP6|767558	3372.3032	3391.0761	3467.3145	4235.4571	6431.0078	4968.2192	3315.6118	6849.7217	4371.9247	3981.7647	3884.2269	3058.8921	1782.8685	3653.9075	4015.813	4361.4418	2693.8025	3523.2975	2976.9026
LXN|56925	309.054	236.2205	252.6502	281.3613	274.4186	548.4932	485.2321	252.3191	394.356	307.0588	344.2852	479.3003	471.4475	190.1914	717.7724	427.5466	307.2479	751.4934	779.0792
