TCGA-18-3414-01A-01R-0980-07	TCGA-18-3417-01A-01R-1443-07	TCGA-34-8455-01A-11R-2326-07	TCGA-37-4132-01A-01R-1100-07	TCGA-58-8386-01A-11R-2296-07	TCGA-66-2742-01A-01R-0980-07	TCGA-NC-A5HP-01A-11R-A26W-07
C5orf55|116349	300.5354	111.6226	77.6606	121.2662	86.4488	136.4866	110.0973
C5orf56|441108	31.4418	28.8723	35.139	100.5127	68.1963	43.0121	34.1484
C5orf58|133874	32.4903	0	1.9175	2.675	11.4719	13.178	4.2579
C5orf60|285679	0	0	0	0.4458	0	0	0
C5orf62|85027	436.0347	2075.9494	415.1486	761.0343	778.859	293.6816	597.3236
C5|727	86.3947	71.3464	46.5005	155.1494	283.5194	141.6637	77.2506
C6orf103|79747	1.1076	0	0	0	0.8194	0	1.2165
C6orf105|84830	65.3498	295.7422	31.6395	32.9915	171.2588	41.4166	88.1995
C6orf106|64771	2840.3175	3821.6341	3159.1563	3099.4204	2311.9943	3159.9012	3922.1411
C6orf108|10591	508.0303	485.6157	418.9837	1222.9157	533.0329	343.5698	714.1119
C6orf10|10665	0.7384	0	0	0	0	0	23.7226
C6orf114|85411	14.7683	10.3567	14.3816	8.4708	15.9787	27.768	12.1655
C6orf115|58527	948.4955	2652.4741	543.6242	358.4485	476.0832	687.6103	920.3163
C6orf118|168090	2.5845	0	0.4794	0.4458	2.4583	0.4706	0.6083
C6orf120|387263	810.6406	617.2152	604.7747	826.0276	665.0292	1109.034	789.9453
C6orf122|401288	1.1076	13.809	32.4784	2.2292	7.0593	6.1184	6.0827
C6orf123|26238	2.2152	1.1507	0.4794	5.35	1.2291	0	3.6496
C6orf124|653483	3.3229	4.603	2.8763	16.4958	2.0486	2.3532	15.2068
C6orf125|84300	1087.8789	1316.214	812.6654	2893.0852	619.5678	635.9572	1232.1411
C6orf126|389383	0.3692	0	0	0	0.4097	0	0
C6orf127|340204	0	3.4522	0	0	0	0	0
C6orf129|154467	311.9808	693.901	304.4104	1737.8511	140.1209	519.1199	399.635
C6orf130|221443	366.9891	369.3901	384.4487	809.5408	191.6091	270.6201	440.736
C6orf132|647024	144.3603	58.6881	256.4717	32.0999	61.0468	132.7215	341.2409
C6orf134|79969	234.4471	102.4166	147.651	300.9362	208.1327	223.0851	290.7543
C6orf136|221545	388.0377	279.6318	252.6366	411.0566	204.8551	236.2631	354.0146
C6orf138|442213	12.1839	3.4522	26.3663	54.8373	18.0272	33.4157	24.3309
C6orf141|135398	35.444	27.618	77.1812	0.4458	1738.8098	7.0597	251.8248
C6orf142|90523	40.2437	2.3015	5.2733	0	1.2291	9.4129	18.8564
C6orf145|221749	723.2786	441.8872	355.7047	362.0152	590.802	273.9146	903.2847
C6orf146|222826	0	0	0	0	0	0	0
C6orf147|387097	22.3149	0	10.6136	21.8992	9.198	22.9627	32.3175
C6orf150|115004	135.1301	257.7675	153.883	83.3705	157.7384	186.8455	108.8808
C6orf153|88745	810.7809	1115.0748	655.8006	1135.5328	592.0311	745.4995	781.6302
C6orf154|221424	13.6607	14.9597	3.8351	16.0499	5.3262	6.1184	13.9903
C6orf155|79940	16.2452	3.4522	4.7939	2.2292	21.3049	16.4725	37.7129
C6orf15|29113	0.3692	0	0	135.0869	2.4583	9.4129	0
C6orf162|57150	186.2655	106.9965	59.4247	245.9162	70.8594	165.1724	164.2092
C6orf163|206412	7.7534	0	2.3969	8.025	3.6874	4.2358	4.8662
C6orf164|63914	8.3072	1.1738	2.8955	22.9202	5.3467	3.318	14.6229
C6orf165|154313	22.3629	12.6582	0.9588	7.383	7.7148	8.4716	11.5572
C6orf167|253714	314.5653	258.9183	284.2761	546.1436	170.8491	415.5783	347.9319
C6orf168|84553	65.3498	19.5627	101.1505	308.9612	40.5613	128.9563	566.91
C6orf170|221322	237.77	52.9344	103.0681	158.716	281.0611	152.0179	133.2117
C6orf174|387104	15.9424	25.3165	12.838	25.8582	85.8875	18.4445	52.8589
C6orf176|90632	3.3229	2.3015	0.4794	1.3375	0	0.4706	1.2165
C6orf182|285753	191.619	116.2255	134.2282	318.7695	122.5033	163.3133	114.3552
C6orf186|728464	5.1689	2.3015	5.2733	3.1208	3.6874	3.7651	9.1241
C6orf191|253582	0	0	0	0	0	0.4706	0
C6orf192|116843	816.319	196.7779	368.1687	291.5738	335.1429	472.5262	189.781
C6orf195|154386	0	0	0.9588	2.2292	1.2291	0	1.2165
C6orf1|221491	378.8075	471.8067	395.9732	447.6148	410.5296	416.5196	759.1241
C6orf201|404220	0.7384	0	0	6.2416	6.9774	1.4119	6.0949
C6orf203|51250	244.7849	52.9344	121.7641	170.3076	181.5016	152.0179	236.618
C6orf204|387119	18.8296	24.1657	51.2943	17.3874	65.1439	46.1231	20.073
C6orf208|80069	0.3692	0	2.0374	0.8917	3.5932	1.4119	0.6083
C6orf211|79624	527.9675	528.1933	476.9895	647.7931	628.4953	578.8916	559.0024
C6orf217|100131814	1.1076	1.1507	0.9588	2.2292	1.2291	2.8239	1.8248
C6orf218|221718	4.4305	0	0	2.2292	0.4097	1.8826	1.2165
C6orf221|154288	0.3692	0	0	0.4458	0	0	0
C6orf222|389384	10.707	1.1507	2.3969	1.3375	1.6388	7.0597	0
C6orf223|221416	116.943	59.8389	82.8428	368.8319	65.8404	610.2883	7.9075
C6orf225|619208	229.6474	216.3406	112.6558	862.2381	130.2878	152.4885	109.4891
C6orf226|441150	93.0404	41.4269	51.7737	71.333	35.6448	58.8305	86.3747
C6orf227|401253	0.3692	0	0.4794	0.8917	4.0971	0.4706	0
C6orf25|80739	1.846	0	0.4794	0.8917	0.8194	0	3.0414
C6orf26|401251	12.5752	1.0702	2.3969	74.0392	13.7867	20.7083	58.4854
C6orf27|80737	16.2452	18.412	35.954	101.2037	57.3594	60.2424	48.6618
C6orf35|729515	477.0168	375.1438	336.0499	768.1676	463.7919	309.2128	444.6472
C6orf41|100133205	38.0284	5.7537	18.6961	25.4124	2.4583	32.4744	2.4331
C6orf47|57827	506.5534	279.6318	621.7641	411.0566	448.2229	568.5375	989.6594
C6orf48|50854	1417.7589	1249.7123	1932.8859	2470.798	799.3445	1298.0351	3280.4136
C6orf52|347744	21.4141	10.3567	2.8763	37.004	3.6874	13.6487	6.0827
C6orf57|135154	135.1301	104.7181	70.9492	512.7062	39.3322	126.1325	101.5815
C6orf58|352999	0.3692	1.1507	0	0.4458	0	0	13.382
C6orf59|79992	7.7534	2.3015	0.9588	10.2541	14.3399	2.8239	1.8248
C6orf62|81688	3111.4418	1743.0725	1999.8035	4733.1297	1768.522	2210.7024	2685.365
C6orf64|55776	584.4563	247.4108	294.3432	761.4802	287.2068	498.4116	549.8783
C6orf70|55780	357.3934	234.7526	236.3375	267.0531	246.2358	352.5121	360.0973
C6orf72|116254	596.6402	875.7192	621.7641	918.4128	671.5149	850.9236	642.944
C6orf81|221481	2.2152	0	1.4382	2.675	0	0.4706	5.4745
C6orf89|221477	1750.7846	1884.9252	1937.6798	2189.9242	1440.9505	2482.645	2355.8394
C6orf94|153918	0	0	0	0	0.4097	0	0
C6orf97|80129	60.9193	28.7687	14.3816	17.8333	34.8254	24.0028	17.6399
C6|729	2.2152	0	0.9588	0.4458	9.833	4.7064	4.8662
C7orf10|79783	67.5651	193.3257	28.7632	53.4998	288.8456	49.8882	219.5864
C7orf11|136647	908.621	607.5949	267.977	949.1752	255.2494	836.3337	934.9148
C7orf13|129790	310.504	234.7526	69.0316	115.0245	203.6259	527.5915	110.7056
C7orf16|10842	0.3692	0	0	1.3375	0	0	0
C7orf23|79161	198.2647	323.3602	251.5532	330.1516	303.0503	396.6584	303.9842
C7orf25|79020	391.7851	315.3049	186.0019	423.1743	156.0955	506.7984	596.1861
C7orf26|79034	681.1888	617.9517	298.1783	536.7811	394.9606	561.9485	917.8832
C7orf27|221927	1164.8514	523.5903	691.7546	866.6964	633.4119	782.2097	1393.5523
C7orf28A|51622	1746.3541	2791.7146	693.6721	1331.2528	740.3462	1413.3427	1131.9951
C7orf28B|221960	469.2634	1162.2555	645.7335	1506.0187	326.1293	846.2172	1153.2847
C7orf29|113763	156.9134	338.3199	161.5532	325.9028	165.1132	143.0757	150.2433
C7orf30|115416	550.4892	507.4799	293.3845	539.9019	259.3465	536.5337	664.2336
C7orf31|136895	182.0196	138.0898	99.7124	57.9581	68.8313	180.2565	162.4088
C7orf33|202865	6.2765	0	0	0	0	0	0
C7orf34|135927	0	0	0	0.4458	0.4097	0	0
C7orf36|57002	238.8776	149.5972	96.836	440.4815	60.6371	261.2072	262.7737
C7orf40|285958	493.262	276.1795	508.629	1082.4788	305.234	390.6342	1010.9489
C7orf41|222166	270.9987	143.8435	241.6107	777.0843	900.5429	246.1466	428.2238
C7orf42|55069	2865.7929	4823.9356	2936.2416	2673.2055	2467.6841	3845.1583	4495.7421
C7orf43|55262	469.2634	255.4661	396.4525	235.8449	990.6791	324.7441	468.9781
C7orf44|55744	1173.7124	1156.5017	534.5158	1704.4137	265.9019	1026.0031	1280.4136
C7orf45|136263	0	0	0	0	0	0	0
C7orf46|340277	101.5322	48.3314	58.4851	323.6737	39.7419	142.1344	15.8151
C7orf47|221908	317.1497	202.5316	214.2857	395.4525	385.9469	280.0329	394.7689
C7orf49|78996	807.0851	906.6053	858.3317	968.016	595.1777	887.0267	977.4574
C7orf4|64433	0.3692	0	0	0.4458	0.4097	0	1.2165
C7orf50|84310	595.5326	993.0955	670.1822	1685.243	678.0703	1307.4479	1377.129
C7orf51|222950	18.8296	0	22.0518	34.329	840.3155	0.9413	16.4234
C7orf52|375607	2.9537	0	0.4794	0	12.2913	0.4706	1.8248
C7orf53|286006	16.9836	4.603	13.4228	32.0999	11.4719	25.8854	56.5693
C7orf54|27099	1.846	0	0.4794	2.2292	2.0486	2.8239	4.8662
C7orf55|154791	243.6773	263.5213	112.6846	624.1641	148.7248	108.8834	169.708
C7orf57|136288	11.8147	1.1507	1.9175	0	21.7146	4.2358	24.9392
C7orf58|79974	149.5293	120.8285	68.0729	305.3946	126.6004	125.6618	41.3625
C7orf59|389541	1833.118	2214.0391	889.2617	2497.5479	1717.9146	1671.2554	919.708
C7orf60|154743	628.3921	467.2037	246.4046	634.864	341.6982	511.119	273.7226
C7orf61|402573	4.4305	3.4522	7.1908	2.2292	18.8467	9.8835	2.4331
C7orf63|79846	25.4754	24.1657	14.861	24.9666	24.1729	22.5909	23.1144
C7orf64|84060	352.9629	200.2301	196.069	432.0107	489.1939	271.0907	326.6423
C7orf65|401335	0.7384	0	1.9175	0	0	1.8826	0.6083
C7orf66|154907	0.3692	1.1507	0	0	0	0	0
C7orf68|29923	1068.8573	2171.4614	448.7057	1164.066	290.4845	481.9391	520.073
C7orf69|80099	0.3692	0	0	0.8917	1.2291	0.4706	3.0414
C7orf70|84792	1105.0397	1074.7986	524.9281	643.3348	305.6438	1106.9538	1172.7494
C7orf71|285941	0.3692	0	0	0	0.4097	0	1.2165
C7orf72|100130988	0	1.1507	0	0	0	0	0
C7|730	217.8327	609.8964	1107.3826	839.9465	2086.6537	769.9729	79.6837
C8A|731	0	0	0.4794	0	0.8194	0	1.2165
C8B|732	0.3692	1.1507	0	1.3375	22.5341	0.4706	7.9075
C8G|733	7.015	0	0.4794	0.4458	2.868	1.4119	7.2993
C8ORFK29|340393	4.1019	9.206	1.9319	13.852	14.3931	2.3626	7.3175
C8orf12|83656	0	0	0.4794	0	0.4097	0	0
C8orf22|492307	0.3692	0	0	0.4458	0	1.4119	0
C8orf30A|51236	595.9018	723.8205	655.8006	1208.6491	854.6553	484.7629	741.4842
C8orf31|286122	2.5845	6.9045	9.5877	34.7749	3.6874	2.3532	7.2993
C8orf33|65265	2181.6504	2230.1496	1603.0681	7327.2403	1278.2956	1662.7839	1194.6472
C8orf34|116328	4.7997	3.4522	7.6702	0.8917	45.4778	8.4716	4.8662
C8orf37|157657	57.2272	51.7837	42.6654	228.7115	46.2972	70.1259	71.1679
C8orf38|137682	297.9509	344.0736	160.5944	689.7013	210.591	162.372	145.3771
C8orf39|55472	5.9073	3.4522	7.6702	15.6041	16.7981	9.8835	25.5474
C8orf40|114926	774.2293	680.0921	474.1131	1995.0959	289.6651	540.2989	426.399
C8orf41|80185	633.4761	355.6272	172.1045	300.9095	236.7018	433.4439	200.6569
C8orf42|157695	253.2767	365.9379	88.2071	203.2992	359.3158	126.6031	232.3601
C8orf44|56260	51.9439	15.6502	19.6069	81.4757	35.1122	37.355	23.2725
C8orf45|157777	57.9657	21.8642	11.9847	244.7615	14.3399	64.9488	29.1971
C8orf46|254778	2.5845	0	1.4382	12.9291	2.4583	3.7651	3.0414
C8orf47|203111	17.3528	1.1507	11.9847	6.6875	3.2777	41.8873	20.6813
C8orf48|157773	2.2152	14.9597	5.2733	14.2666	3.2777	4.2358	12.1655
C8orf4|56892	1836.81	2256.6168	2004.7939	2701.2929	3454.2661	2290.6224	312.6521
C8orf51|78998	112.2392	29.9194	43.1448	163.1743	23.3535	72.9498	29.1971
C8orf55|51337	1110.947	1484.4649	411.7929	1790.0134	407.2519	506.8832	697.0803
C8orf56|157556	5.1763	3.1415	1.1361	1.6139	3.9906	0.8613	5.9732
C8orf58|541565	361.0855	177.2152	153.4036	74.008	302.3661	204.2593	267.6399
C8orf59|401466	743.5592	1079.8389	346.9655	1827.9536	316.3126	505.3959	696.4416
C8orf71|26138	0	0	0	0	0	0	0
C8orf73|642475	160.9747	345.2244	99.7124	28.0874	93.4139	77.1856	227.4939
C8orf74|203076	0	0	0	0	0	0	0
C8orf75|619351	3.3229	0	0	0	0.8194	0	0
C8orf76|84933	788.6284	637.5144	280.9204	1349.5319	521.1513	656.5478	619.3674
C8orf77|286103	9.5994	1.1507	1.9175	15.6041	6.1457	9.8835	23.7226
C8orf79|57604	17.3528	8.0552	11.9847	923.317	34.0059	12.7074	11.5572
C8orf80|389643	4.0613	9.206	35.4746	61.0789	11.0622	24.9441	2.4331
C8orf83|286144	1021.5987	783.6594	580.0575	2192.5992	655.9459	736.5572	806.5693
C8orf84|157869	28.429	2.3015	27.325	2492.1979	55.7206	18.8257	27.9805
C8orf85|441376	5.1689	2.3015	3.8351	161.391	27.4506	9.4129	4.8662
C8orf86|389649	0	0	0	3.1208	0	0	0
C9orf100|84904	183.1604	356.3061	156.3567	351.2394	105.8117	182.9439	560.4562
C9orf102|375748	76.3227	29.2635	86.9559	92.2292	224.9718	80.0329	82.0195
C9orf103|414328	116.3005	21.8642	23.9693	115.4704	35.2351	25.8854	52.3114
C9orf106|414318	5.1689	0	0.9588	0	6.5554	1.8826	1.8248
C9orf109|286333	1.1076	27.618	7.6702	8.9166	16.7981	4.7064	17.6399
C9orf110|100128385	25.8446	135.7883	66.1553	64.6456	128.649	32.9451	71.7762
C9orf114|51490	633.9708	316.6628	421.6203	543.8386	378.4861	307.5515	493.899
C9orf116|138162	31.7519	60.9896	19.1755	41.4623	17.6175	20.2377	25.5474
C9orf117|286207	3.3229	2.3015	3.8351	5.7958	33.5962	1.4119	5.4745
C9orf119|375757	553.4429	443.038	333.6529	743.6469	252.3814	258.3833	427.0073
C9orf11|54586	1.4768	1.1507	0	0	0.4097	0	2.4331
C9orf122|158228	49.1047	20.7135	25.8869	45.9206	39.7419	30.5918	150.8516
C9orf123|90871	1071.0725	613.3487	320.2301	2325.0111	372.0168	368.5139	327.2506
C9orf125|84302	1232.0473	240.5063	498.5618	484.6188	370.7877	405.2241	658.1509
C9orf128|392307	0.7384	0	0.9588	0	2.4583	0	0.6083
C9orf129|445577	124.1684	52.9344	110.2589	39.1039	210.591	69.0905	67.792
C9orf130|100128782	94.8126	89.1139	35.0384	198.8765	110.0318	42.1603	73.3151
C9orf131|138724	0.7384	1.1507	0.9588	2.675	7.7845	0.9413	4.8662
C9orf135|138255	16.9836	0	0.4794	1.3375	1.6388	0	0.6083
C9orf139|401563	3.0017	0	0.5081	3.7494	8.44	2.4379	3.0414
C9orf140|89958	996.4925	246.2601	280.9204	777.0843	282.2903	164.7253	734.1849
C9orf142|286257	737.3085	158.8032	236.3375	313.8654	229.028	167.0785	321.7762
C9orf144B|259308	0	0	0	0.4458	3.2777	0	4.8662
C9orf144|389715	0	0	0	0	0.4097	0	0.6083
C9orf150|286343	700.3877	311.8527	608.3413	96.7454	168.3909	521.9438	208.0292
C9orf152|401546	29.9059	4.603	44.5829	689.2555	74.977	22.1202	10.3406
C9orf153|389766	0	1.1507	0.9588	1.3375	1.2291	0.9413	0.6083
C9orf156|51531	269.1527	81.7031	112.6558	308.9612	161.0161	123.7793	214.1119
C9orf163|158055	10.707	1.1507	1.9175	5.7958	4.9165	2.8239	22.5061
C9orf167|54863	280.5981	176.0644	679.7699	362.9068	371.6071	860.3365	189.781
C9orf169|375791	24.3308	0.817	2.7661	5.5818	5.5721	1.7932	5.8212
C9orf16|79095	1493.8158	718.0667	470.278	1094.5163	587.5243	416.9902	612.5304
C9orf170|401535	7.3842	0	0.4794	0	0	3.7651	4.8662
C9orf171|389799	7.015	0	0.9588	0	5.3262	0.4706	3.6496
C9orf172|389813	2.9537	0	1.9175	1.3375	6.1457	1.8826	10.9489
C9orf173|441476	0.7384	0	0.4794	1.3375	1.6388	0.4706	4.2579
C9orf21|195827	100.0554	246.2601	112.6558	345.9652	99.5596	120.4848	220.1946
C9orf23|138716	572.2725	987.3418	220.0384	1065.9831	308.9214	272.9733	976.8856
C9orf24|84688	32.4903	6.9045	2.3969	13.8208	12.701	7.0597	11.5572
C9orf25|203259	331.5488	730.725	375.3595	415.9608	1096.794	641.9579	1784.0633
C9orf27|58483	0	0	0	0	0	0	0
C9orf30|91283	633.0072	848.2509	310.6759	543.8163	663.5092	408.5186	625.146
C9orf37|85026	143.6219	67.8941	105.465	251.449	123.3227	90.8342	208.6375
C9orf3|84909	761.8903	852.6812	1137.8715	2148.9122	823.4969	1490.5095	2408.4063
C9orf40|55071	331.5488	59.8389	62.3202	258.1364	114.3091	69.6553	95.4988
C9orf41|138199	386.5608	59.8389	155.8006	148.016	335.9623	116.7196	115.5718
C9orf43|257169	4.7997	3.4522	0.4794	27.1957	5.3262	8.0009	8.5158
C9orf44|158314	1.4768	1.1507	0.9588	0	1.6388	0	1.8248
C9orf45|81571	33.9671	13.809	45.5417	98.0829	115.5383	35.7689	379.562
C9orf46|55848	384.7148	416.5708	99.233	458.7606	197.4803	205.6713	114.3552
C9orf47|286223	4.0724	2.3015	1.9271	14.7436	2.4624	3.3086	8.528
C9orf4|23732	0	0	0	1.3375	0	1.4119	1.2165
C9orf50|375759	0.3692	1.1507	0.9588	5.7958	0.4097	0	1.8248
C9orf53|51198	0	1.1507	2.3969	1.3375	0	0	0
C9orf57|138240	0	0	0	0	1.2291	0	0
C9orf5|23731	2169.8357	811.2773	939.5973	1802.4967	1988.3233	1358.7481	1278.5888
C9orf64|84267	477.386	239.3556	307.7661	292.0196	348.2536	223.5557	298.6618
C9orf66|157983	14.3991	3.4522	7.6702	2.0642	9.0136	6.589	3.0414
C9orf68|55064	26.583	24.1657	24.9281	72.6705	39.3322	37.6515	14.5985
C9orf69|90120	1240.9083	823.9356	1000	1022.7374	864.0787	861.7484	1344.8905
C9orf6|54942	592.9481	331.4154	250.7191	456.9773	569.9068	416.9902	468.9781
C9orf70|84850	5.5898	0	0	0	3.6874	0.4706	4.8662
C9orf71|169693	0	0	0	0.0981	0	0	0
C9orf72|203228	505.0766	307.2497	139.0221	777.5301	217.9658	418.4022	699.5134
C9orf78|51759	1329.149	1193.3257	966.443	1668.7472	2633.6167	827.3915	1311.4355
C9orf79|286234	0	0	0	0	0	0	0
C9orf7|11094	331.1796	249.7123	365.2924	869.3714	338.8303	238.6163	496.3504
C9orf80|58493	353.7013	102.4166	131.8313	397.2358	206.9036	183.551	209.854
C9orf82|79886	556.0273	340.6214	281.3998	701.7387	299.0884	271.0907	1214.1119
C9orf84|158401	23.9985	2.3015	21.5724	8.025	13.1107	23.0615	12.1655
C9orf85|138241	748.3847	87.4568	179.7699	281.3197	158.1481	94.1287	161.8005
C9orf86|55684	1827.949	620.2532	1915.628	1794.4717	1933.0124	1058.9481	2042.5791
C9orf89|84270	556.3965	195.6272	241.1314	524.2978	519.1027	232.4979	306.5693
C9orf91|203197	891.2682	461.4499	385.906	255.9073	816.962	377.9268	627.129
C9orf93|203238	47.997	21.8642	26.3663	36.1123	31.138	33.8863	23.7226
C9orf95|54981	506.5534	207.1346	275.1678	364.6901	353.9896	216.0254	671.5328
C9orf96|169436	5.5381	0	1.4382	6.6875	6.1457	0.9413	9.7324
C9orf98|158067	25.1061	19.5627	6.232	117.2537	23.7632	3.7651	24.9392
C9orf9|11092	122.9463	98.9643	55.6088	372.2693	134.7946	60.713	113.1387
C9|735	3.6921	0	0.4794	0	0	2.8239	0.6083
CA10|56934	1.4768	0	7.1908	0	0.8194	0	0
CA11|770	361.0855	182.9689	166.8265	98.5288	155.2801	57.4185	178.2238
CA12|771	406.4981	1266.9735	12001.9175	230.9407	5926.8667	2412.0485	2040.146
CA13|377677	337.9435	69.0449	94.4391	64.6456	67.2211	50.8295	68.1265
CA14|23632	4.0613	5.7537	14.861	125.7245	5.3262	15.0606	6.691
CA1|759	0	0	0	0	0.4097	0	1.8248
CA2|760	652.3906	1798.6191	360.4986	426.6607	2841.7495	964.3487	307.1776
CA3|761	61.1704	0	8.1496	17.3874	46.2686	11.2954	6.0827
CA4|762	1.4768	2.3015	20.6136	37.004	61.8662	21.6496	1.2165
CA5A|763	0	0	0	0	0	0	0
CA5BP|340591	219.6788	93.2106	241.1314	264.8239	163.4743	203.7887	176.399
CA5B|11238	227.0629	52.7388	146.0451	307.6237	139.281	138.1057	177.6156
CA6|765	0	0	0.4794	578.6893	0	0	0
CA7|766	0.3692	2.3015	0	0	0	0.4706	0
CA8|767	113.3469	8.0552	8.629	3276.8613	7.3748	1.8826	0.6083
CA9|768	1233.8564	2016.0069	740.5561	396.4646	7487.1945	2176.0019	1781.9951
CAB39L|81617	388.4069	279.6318	207.0949	2132.4119	113.4897	184.9629	80.9002
CAB39|51719	2317.1497	1315.3049	2574.7843	1134.1953	2289.0505	1988.4692	1864.3552
CABC1|56997	503.0238	208.9298	408.2263	1592.7329	456.0197	375.3571	517.3358
CABIN1|23523	924.1277	609.8964	1575.2637	423.9857	1723.6505	871.1613	1694.6472
CABLES1|91768	172.7894	86.3061	114.094	378.9568	412.1684	151.0766	95.4988
CABLES2|81928	343.3635	307.2497	323.1064	180.1159	197.89	593.0109	383.2117
CABP1|9478	2.9537	0	1.4382	4.4583	6.5554	0.4706	0.6083
CABP2|51475	0	0	0	0	0	0	0
CABP4|57010	2.2152	0	19.6548	93.6291	10.464	8.1939	1.8248
CABP5|56344	0	0	0	0	0	0	0
CABP7|164633	10.1421	2.3705	7.0997	19.7771	6.0186	4.4805	8.4307
CABYR|26256	54.6428	29.9194	34.5158	380.7401	89.3168	90.8342	29.1971
CACHD1|57685	517.6297	192.1749	593.4803	577.7976	1522.8926	860.3365	557.1776
CACNA1A|773	47.2586	10.3567	3.8351	4.4583	30.3185	25.8854	12.1655
CACNA1B|774	18.8296	37.9747	0.9588	3.1208	204.0356	669.7259	189.1727
CACNA1C|775	119.6234	144.9942	186.0019	41.2572	196.6609	79.5388	201.3321
CACNA1D|776	5.5381	29.9194	31.1601	12.4833	106.9343	17.4138	15.8151
CACNA1E|777	26.9522	1.1507	7.1908	3.1208	7.3748	3.7651	16.4234
CACNA1F|778	1.4768	6.9045	4.3145	13.3749	9.0136	4.2358	9.1241
CACNA1G|8913	13.6607	9.206	11.9847	0	13.9301	3.2945	5.4745
CACNA1H|8912	158.021	43.7284	139.9808	28.0874	180.2725	73.4204	161.1922
CACNA1I|8911	19.1988	5.7537	6.7114	0.4458	4.5068	0.9413	55.9611
CACNA1S|779	0	1.1507	0	13.3749	0.8194	0	0.6083
CACNA2D1|781	87.5023	271.5765	118.8878	125.7245	339.24	323.8028	298.0535
CACNA2D2|9254	40.9821	18.412	279.9616	28.979	1702.3456	146.8408	133.2117
CACNA2D3|55799	145.0988	90.9091	2.8763	4.4583	1.2291	16.0019	43.7956
CACNA2D4|93589	30.6443	41.4269	26.8456	33.8832	34.4157	22.5909	44.4039
CACNB1|782	87.8715	49.4822	106.4238	92.7329	229.4377	111.5425	216.545
CACNB2|783	5.5381	20.7135	8.629	12.4833	19.2564	8.4716	11.5572
CACNB3|784	452.2799	471.8067	361.9367	79.358	728.0549	191.0813	607.056
CACNB4|785	55.3812	6.9045	18.2167	29.8707	18.0272	17.4138	30.4136
CACNG1|786	0	0	0.4794	0.4458	0	0	0.6083
CACNG2|10369	0	0	0	0	0	0	0
CACNG3|10368	0	0	0	0	0	0	0.6083
CACNG4|27092	50.5815	6.9045	2.8763	12.4833	56.54	15.5312	349.7567
CACNG5|27091	0	0	0	1.3375	1.2291	0	0
CACNG6|59285	0.3692	0	1.4382	1.7833	4.0971	0	3.0414
CACNG7|59284	0	0	0	0	0	0	0.6083
CACNG8|59283	0	0	0	0	0	0	0
CACYBP|27101	2284.2902	3322.2094	1080.0575	4765.4926	743.2142	3446.0525	1879.562
CADM1|23705	351.1169	234.7526	964.5254	6327.2403	1077.1279	398.6351	383.2117
CADM2|253559	4.7997	1.1507	0.9588	0	2.0486	0.9413	0
CADM3|57863	5.1689	127.733	142.5024	28.0874	42.1264	34.7382	6.2165
CADM4|199731	1634.484	753.7399	381.1122	531.877	534.262	492.2932	340.0243
CADPS2|93664	343.3635	212.8884	451.1026	588.9434	434.2927	475.35	153.2847
CADPS|8618	5.5381	2.3015	2.3969	2.675	1.6388	1.8826	3.6496
CAD|790	544.9511	2194.4764	2329.8178	1626.8391	2670.9003	1001.5296	2337.5912
CAGE1|285782	17.3528	10.3567	0.4794	2.2292	1.6388	16.4725	13.382
CALB1|793	72.734	13.809	0	4.4583	83.5809	715.3783	2.4331
CALB2|794	56.4888	16.1105	11.5053	2.2292	54.0817	11.2954	145.3771
CALCA|796	1.1076	1.1507	0	0.8917	0	0	1.2165
CALCB|797	6.2765	0	0	1.3375	0	0	0.6083
CALCOCO1|57658	1188.1115	608.7457	1227.2291	1018.2791	1967.0183	990.7048	1285.2798
CALCOCO2|10241	1669.928	1909.0909	1591.5628	1415.5149	1498.3099	3054.477	1354.0146
CALCRL|10203	517.6297	805.5236	984.1802	605.4391	1983.4067	1582.3038	411.8005
CALCR|799	2.9537	5.7537	3.3557	1.7833	2.0486	3.2945	16.4234
CALD1|800	4806.3504	11688.1473	5926.1745	2961.6585	5812.9673	4155.783	11346.7153
CALHM1|255022	0	1.1507	0.4794	2.675	1.2291	1.4119	0.6083
CALHM2|51063	335.2409	330.2647	287.1524	302.7196	351.941	179.3152	345.4988
CALHM3|119395	7.015	0	0.9588	1.3375	0	0.9413	1.2165
CALM1|801	5555.8427	7912.5432	7283.3174	8557.2893	7975.8271	7560.4189	7524.9392
CALM2|805	6104.1167	17707.71	5791.4669	21890.3255	5854.348	9695.2583	8958.6375
CALM3|808	6067.5651	7727.2727	4800.5753	4631.7432	3737.3758	3103.8946	2315.6934
CALML3|810	3332.4718	9804.3728	8351.3902	5428.8899	349.073	14802.212	5485.4015
CALML4|91860	402.0676	125.4315	223.3941	193.4909	171.6685	287.5632	255.4745
CALML5|51806	3218.7558	2.3015	0.4794	3.1208	7825.0538	14.59	91.8491
CALML6|163688	0.3692	0	1.4382	0.8917	3.2777	0.4706	3.0414
CALN1|83698	0.3692	0	0.4794	56.6206	0	0	105.8394
CALR3|125972	0	1.1507	0.9588	0.4458	0	0.9413	0
CALR|811	20510.9839	54851.5535	18781.8792	28860.4547	26428.3519	31686.0807	27086.983
CALU|813	5609.0087	18941.3119	4165.3883	6539.9019	7220.7313	12694.67	8694.0389
CALY|50632	0.3692	0	0	0	0	0	0
