TCGA-2H-A9GO-01A-11R-A37I-31	TCGA-L5-A4OT-01A-11R-A28J-31	TCGA-L5-A8NF-01A-11R-A37I-31	TCGA-L5-A8NH-01A-11R-A37I-31	TCGA-LN-A5U5-01A-21R-A28J-31	TCGA-R6-A8W5-01B-11R-A37I-31	TCGA-VR-A8EU-01A-11R-A36D-31	TCGA-VR-A8EX-01A-11R-A36D-31	TCGA-VR-AA7B-01A-31R-A406-31
POLE|5426	13.8207	7.2819	9.8809	9.6222	6.7537	12.873	8.0939	8.0597	13.1582
POLG2|11232	4.3607	3.9419	4.4193	4.5362	4.3512	3.0127	2.3985	2.2174	3.1336
POLG|5428	14.2888	21.676	14.895	15.2603	12.6216	20.3599	16.0653	17.1801	24.6962
POLH|5429	2.8068	2.6681	4.8752	4.3985	2.1644	2.8744	1.8191	2.0666	2.0374
POLI|11201	1.9779	0.9424	1.2957	1.2055	0.6065	1.6184	0.7735	1.3558	2.1788
POLK|51426	2.0734	4.8503	4.7778	2.2439	2.7445	3.3812	3.5981	1.2876	3.1234
POLL|27343	5.2052	3.5094	5.0486	5.0567	3.8177	6.0842	2.1083	2.7666	4.5643
POLM|27434	8.9733	5.9222	9.4122	6.3316	4.2449	3.0397	2.6384	5.7012	2.9143
POLN|353497	0.749	0.2768	0.4567	0.1837	0.2114	0.2317	0.1274	0.4138	0.2781
POLQ|10721	4.3906	2.9048	3.2921	2.1189	1.5728	2.9438	4.4685	1.9437	3.751
POLR1A|25885	7.9072	8.2634	9.0531	14.1051	7.2623	14.988	11.9987	8.179	17.2641
POLR1B|84172	33.5167	7.8786	6.56	12.835	6.408	13.8945	5.8261	8.1263	6.7172
POLR1C|9533	25.8955	11.9262	15.1404	44.1512	14.8149	22.4167	12.9796	24.7544	11.5959
POLR1D|51082	23.4776	27.9481	31.2676	21.4846	39.3191	22.6782	18.8364	25.7474	25.8482
POLR1E|64425	4.3739	8.4218	3.3713	10.9696	6.6783	11.3249	7.2132	7.0208	7.2008
POLR2A|5430	20.6608	29.6927	56.9657	32.7601	80.3103	44.4895	30.355	37.0065	54.4965
POLR2B|5431	28.148	32.5116	31.4509	25.2527	19.1049	37.6327	25.9244	17.8171	28.8539
POLR2C|5432	26.0425	13.6868	31.1522	23.4599	25.7551	24.8915	26.6294	23.7651	24.2576
POLR2D|5433	12.1226	9.4381	12.9714	11.6519	6.569	16.5416	9.7207	15.7222	12.7177
POLR2E|5434	21.6401	20.6959	27.881	24.4102	21.8207	35.0585	33.5837	40.1331	34.1427
POLR2F|5435	10.3454	5.8647	3.3383	7.8182	11.9062	6.347	10.7066	12.3156	14.9023
POLR2G|5436	44.9383	24.7787	67.5308	30.9646	69.8348	54.5413	45.3011	61.0237	46.3358
POLR2H|5437	126.0677	31.4482	54.7989	33.514	86.3812	25.3028	38.1087	44.774	44.7736
POLR2I|5438	43.9347	14.103	14.8291	21.2249	18.1414	15.6323	18.8424	39.2906	25.2559
POLR2J2|246721	13.621	4.3838	4.087	3.1479	5.8823	1.2979	5.1797	12.8832	20.2962
POLR2J3|548644	4.1534	2.4038	9.1894	2.2374	2.7713	0.554	4.3353	6.4706	21.4963
POLR2J4|84820	1.5258	0.9858	2.7621	1.7489	1.2482	0.835	0.7542	2.2493	1.109
POLR2J|5439	44.4313	40.9831	54.9035	13.583	23.0615	10.8688	44.7096	31.592	22.6996
POLR2K|5440	89.3815	42.9097	37.9497	35.949	57.8168	39.5737	48.2925	179.6324	31.1823
POLR2L|5441	92.8035	69.7188	79.3845	47.8473	69.8723	34.4002	87.4029	66.4133	37.3883
POLR3A|11128	4.6717	5.2905	7.7121	8.6612	3.9474	11.9552	5.4743	2.931	6.7351
POLR3B|55703	5.1009	3.716	3.8942	4.0647	6.5826	7.092	3.7836	4.25	2.53
POLR3C|10623	15.8411	15.6624	11.0671	22.7687	18.9874	20.6382	9.9268	15.8861	13.1076
POLR3D|661	15.9648	10.5292	9.7537	15.1476	3.6784	15.961	6.18	5.7562	5.883
POLR3E|55718	9.0305	4.2897	11.2946	7.6818	7.769	6.9051	5.1469	6.727	5.9917
POLR3F|10621	7.6372	6.7934	5.2078	8.1709	4.2713	6.5097	5.9574	5.1034	3.6613
POLR3GL|84265	11.1146	9.1076	16.584	12.4133	13.8487	8.544	7.1134	11.0378	10.543
POLR3G|10622	0.4902	0.8151	0.5617	2.5865	1.3271	5.0105	4.6667	2.4349	1.5489
POLR3H|171568	17.6948	8.6321	21.2362	13.4092	18.2607	12.0155	16.9896	20.2161	19.4495
POLR3K|51728	31.7527	11.3969	22.4328	10.2487	26.8081	13.4581	9.7016	14.0902	10.332
POLRMT|5442	15.4146	13.6687	11.6243	16.9421	7.963	15.494	14.4916	22.6292	17.4121
POM121C|100101267	9.0972	14.0883	11.7057	13.9993	8.9944	9.0177	11.346	6.2099	15.708
POM121L10P|646074	0.0181	0.0115	0.0151	0.0152	0.0129	0.0069	0.0854	0.0229	0.0201
POM121L12|285877	0	0	0	0	0	0	0	0	0
POM121L1P|25812	0	1e-04	0.0086	0	0.0019	0	0	0	0.0024
POM121L2|94026	0.0181	0.0183	0.0326	0.0134	0.0504	0.0189	0.0153	0.0075	0.1736
POM121L4P|266697	0	0.0076	0	0	0	0	0.074	0.0221	0.1062
POM121L8P|29797	0	0	0	0	0	0	0	0	0
POM121L9P|29774	0	0	0	0	0	0	0	0	0
POM121|9883	6.1924	12.9085	10.6755	13.8769	7.2944	11.1919	7.5247	5.798	12.4879
POMC|5443	0.0124	0.1437	0.1039	0.4559	0.9463	0.0784	0.4685	2.3381	2.1672
POMGNT1|55624	7.3005	6.8372	13.6319	6.625	8.9531	13.3401	5.7311	7.4231	15.02
POMP|51371	101.6189	53.2688	70.5528	63.8347	116.4471	63.9852	59.0176	47.374	37.4405
POMT1|10585	5.4966	4.1574	2.126	3.3829	11.752	3.9521	1.8483	3.8409	2.7908
POMT2|29954	3.8446	3.308	2.4665	2.6979	3.614	3.6998	3.3117	3.0832	7.3227
POMZP3|22932	4.559	3.0148	2.0518	2.3648	3.0528	1.5202	1.9525	2.5359	2.5989
PON1|5444	27.7001	1.7649	3.1051	1.227	6.8385	0.1196	0.9088	0.2141	2.9684
PON2|5445	339.1558	45.7212	80.2025	259.5156	66.7647	22.0682	62.2946	17.4182	36.2574
PON3|5446	0	0	0	0	0	0	0	0	0
POP1|10940	2.2906	1.6329	1.4036	2.0891	1.7701	6.8597	6.1479	1.7317	2.6487
POP4|10775	12.9946	5.6871	6.7457	8.2438	10.3869	19.2138	10.5907	11.3243	5.3843
POP5|51367	28.3672	9.6781	14.9977	17.4905	40.056	15.5903	13.8896	24.0786	9.4146
POP7|10248	95.2888	19.8026	44.7216	12.564	17.5803	15.201	37.4658	27.7754	16.3004
POPDC2|64091	1.5344	0.8681	1.3041	0.3059	0.2437	0.4188	0.824	0.3121	0.9428
POPDC3|64208	3.9114	4.0531	0.009	0	26.2467	1.2044	10.345	0.3908	2.4409
PORCN|64840	7.3875	4.2216	3.0729	2.7933	6.3604	4.4333	10.801	11.2348	61.6861
POR|5447	35.1511	32.1213	26.5745	32.6781	28.0349	27.8889	45.77	30.6422	48.119
POSTN|10631	17.2294	186.5149	15.7718	20.6501	9.2309	125.9042	68.6343	5.7478	193.1166
POT1|25913	7.4892	7.6918	3.9747	7.2083	8.2616	4.0105	4.6238	4.3094	2.9657
POTEA|340441	0.0025	0	0	0	0	0	3e-04	0.0288	0.003
POTEB|339010	0	0	0	0	0	0	0	0	0
POTEC|388468	0	0	0.0038	0	0.0068	0	0	0	0
POTED|317754	0	0	0	0	0	0	0	0	0
POTEE|445582	0.7604	0	2.8497	0.031	0.0153	0.5737	0.5221	0.1575	2.4186
POTEF|728378	0.2898	0.0019	1.426	0.1823	0.0211	0.4941	0.6528	0.241	2.2868
POTEG|404785	0.0073	0.0012	0	0	0	0.0283	0.0071	0	0.1742
POTEH|23784	0.0271	0.0035	0	0	0.0227	0.0185	0.0238	0	0.4496
POU1F1|5449	0.0231	0.0239	0.0336	0.0057	0.0114	0.0061	0	0.0357	0.0128
POU2AF1|5450	0.8898	4.6819	1.1788	10.6296	18.2686	11.8135	0.3956	12.576	0.3901
POU2F1|5451	6.6602	7.3129	5.6875	6.4099	4.2617	6.7739	2.6735	4.3581	6.972
POU2F2|5452	1.9956	2.5449	1.1648	1.6322	0.8303	2.1855	0.5911	4.982	0.8093
POU2F3|25833	1.0742	1.0913	0.2435	0.3284	0.5689	1.2012	0.1883	1.8875	3.1173
POU3F1|5453	0.0308	0.065	0.0235	0.0534	0.1465	0.0803	0.2122	4.2052	2.2736
POU3F2|5454	0.0053	0.0041	0.0589	0.0104	0.1097	0.0121	0	0	0.0536
POU3F3|5455	0.1898	0	0.0114	0	0.1468	0	0	0.0398	0.4135
POU3F4|5456	0.0435	0	0	0	0	0.0041	0.0062	0	0
POU4F1|5457	0.0043	0.014	0	0.0037	0.2941	0.0162	0.307	0.4746	0
POU4F2|5458	0	0	0	0	0	0	0	0	0
POU4F3|5459	0.0347	0.0872	0.0673	0.012	0.0332	0.0628	0.0704	0.0607	0.1083
POU5F1B|5462	0.043	0.1156	0.1289	0.1002	0.1867	0.3516	0.3569	1.2814	0.3106
POU5F1|5460	2.5661	2.4841	7.7171	1.6679	0.4696	0.1906	0.5786	0.4434	0.2641
POU5F2|134187	0.038	0.023	0.1944	0.0219	0	0	0.0123	0.037	0.0077
POU6F1|5463	0.9547	1.4317	0.6367	0.5576	1.0525	0.5111	0.9514	0.7052	1.4462
POU6F2|11281	2.0115	2.0144	2.7721	0.6257	1.5947	1.4274	2.612	0.4363	3.6005
PP14571|100130449	0.1992	0.0238	0.0348	0.0671	0.0381	0.2915	0.0717	0.7537	0.0992
PPA1|5464	176.087	86.7795	104.303	166.3159	173.3425	175.4697	92.3439	84.6772	102.6093
PPA2|27068	20.3979	13.8858	9.2443	15.5408	10.2761	11.9144	16.7009	12.9588	6.0157
PPAN-P2RY11|692312	15.9983	8.0059	5.5712	14.06	9.5848	17.0473	9.3212	18.4383	9.5609
PPAN|56342	0	0	0	0	0	0	0	0	0
PPAP2A|8611	11.2992	38.2807	17.5011	18.1093	16.274	17.2113	16.8504	12.3032	9.9898
PPAP2B|8613	6.8699	32.5227	12.2248	17.9293	20.834	18.4339	3.6016	6.0668	14.0257
PPAP2C|8612	42.1404	41.2956	27.9503	50.8183	22.6894	49.05	35.1787	59.1665	38.4592
PPAPDC1A|196051	0.0599	0.1528	0.0566	0.0292	0.05	0.5033	1.1394	0.5643	3.1809
PPAPDC1B|84513	42.8884	13.4548	26.1796	9.452	15.7964	12.3828	1.7211	9.834	3.024
PPAPDC2|403313	4.6028	4.2893	3.0299	5.7463	5.7132	3.2973	3.5402	3.4078	4.8388
PPAPDC3|84814	0.2078	0.5418	0.2503	0.2951	0.0872	0.8593	0.2358	0.0114	0.8103
PPARA|5465	5.7144	3.7987	6.1532	8.8606	4.3281	2.3141	3.1281	3.5664	5.551
PPARD|5467	10.7188	17.8192	13.1374	22.0946	11.0877	15.0439	104.2507	21.7184	17.9182
PPARGC1A|10891	7.3269	11.2584	5.2569	1.525	13.4628	2.0574	0.0303	0.1011	3.4341
PPARGC1B|133522	4.2753	1.6156	3.0826	2.2337	0.5464	3.014	1.9688	1.6475	1.5307
PPARG|5468	9.6711	10.9727	8.3973	11.6299	0.6774	10.0379	0.3167	2.3119	0.8393
PPAT|5471	5.9858	7.9072	6.727	7.6478	5.0452	11.348	5.938	5.6922	8.7662
PPBPL2|10895	0	0	0	0	0	0	0	0	0
PPBP|5473	0.1582	0.3607	0.0856	0.7632	0.1163	1.268	0.6732	0.0641	0.0746
PPCDC|60490	3.6936	2.2194	2.1883	2.944	3.279	2.8424	0.896	3.8653	1.9506
PPCS|79717	32.1639	12.9828	35.189	17.168	43.3369	20.3087	13.2226	24.2908	22.8097
PPDPF|79144	966.5325	795.3896	1154.2114	665.7799	367.9833	211.5987	299.7656	883.9283	403.6677
PPEF1|5475	0.4124	0.203	0.0413	0.0691	0.9001	0.0914	0.1446	0.0617	0.2286
PPEF2|5470	0	0.0192	0.0014	0	0	0.0058	0	0	0.0111
PPFIA1|8500	12.4306	14.3167	73.5328	28.7508	11.7808	21.7645	51.7896	48.6861	60.6682
PPFIA2|8499	0.0107	0.1845	0.0797	0.0088	0.0286	0.1281	0.0062	0.0323	0.1912
PPFIA3|8541	2.0286	1.5356	0.8269	2.0211	2.2117	2.1707	2.9087	7.7832	3.7551
PPFIA4|8497	0.0649	0.1159	0.0383	0.0236	0.2642	0.0892	0.1589	0.1148	0.7338
PPFIBP1|8496	9.1051	7.5151	9.2423	5.8863	8.2845	9.6748	19.8329	4.6764	29.3858
PPFIBP2|8495	12.9056	11.1109	15.7676	8.057	1.5005	6.5068	5.2336	7.0901	8.0142
PPHLN1|51535	8.6913	6.693	6.2781	6.4401	15.5374	6.2123	7.7879	4.9156	4.7469
PPIAL4B|653505	0	0	0	0	0	0	0	0	0
PPIAL4C|653598	0	0	0	0	0	0	0	0	0
PPIAL4D|645142	0	0	0	0	0	0	0	0	0
PPIAL4E|730262	0	0	0	0	0	0	0	0	0
PPIAL4G|644591	0.0506	0.0561	0.0466	0	0	0	0	0.0324	0
PPIA|5478	98.7993	68.0832	47.5537	115.3918	108.7018	55.8781	104.7556	106.8803	45.8
PPIB|5479	199.1851	89.8453	142.3417	121.7212	133.3343	162.6929	94.2271	101.9626	114.8027
PPIC|5480	23.9369	17.4192	24.506	12.4514	40.633	18.0269	14.9704	13.4589	22.0489
PPID|5481	3.0883	15.8808	76.0846	10.0881	12.9693	30.9481	16.6289	9.36	14.9283
PPIEL|728448	0.4982	0.9448	1.3707	0.2856	0.6558	0.5189	0.4974	2.0614	0.7365
PPIE|10450	2.4865	1.9758	4.5601	3.3261	5.3178	3.2473	2.8281	7.9668	4.2165
PPIF|10105	88.1651	38.7549	70.614	48.7174	90.8181	102.7567	165.4237	56.0443	27.4794
PPIG|9360	47.667	27.4509	40.5805	27.3162	30.454	18.955	13.2477	23.3781	16.3317
PPIH|10465	17.1743	6.0951	12.9379	9.3596	13.4762	13.8543	12.3818	14.7144	14.435
PPIL1|51645	31.1736	13.0644	26.3996	27.4834	31.9316	28.4421	25.5971	23.7352	21.9093
PPIL2|23759	12.605	7.3741	12.1452	14.2307	16.8078	11.9544	9.7778	18.426	15.6306
PPIL3|53938	10.6953	7.9169	8.6818	5.3981	15.6806	6.8319	12.3819	8.7382	6.7274
PPIL4|85313	12.2439	7.902	9.4325	8.0122	9.1446	6.8345	5.9269	3.8389	6.8202
PPIL5|122769	0	0	0	0	0	0	0	0	0
PPIL6|285755	1.4653	0.6611	0.8655	1.5606	0.552	0.8658	0.1986	0.7459	0.7876
PPIP5K1|9677	0.0782	0.1506	0.1119	0.0307	0.0222	0.0561	0.0602	0.0155	0.1279
PPIP5K2|23262	6.7247	10.1791	9.0726	7.7122	7.6018	10.0661	6.9089	4.9621	8.5863
PPL|5493	8.3489	7.949	25.5505	8.4975	12.8892	13.9344	54.5943	306.081	39.361
PPM1A|5494	3.9436	6.4485	4.935	4.8559	7.4093	4.2426	4.0841	4.5863	7.393
PPM1B|5495	15.5466	13.7615	9.0476	9.5691	12.2763	6.8328	6.8824	7.3452	8.686
PPM1D|8493	3.6691	5.904	4.1115	4.7297	2.5756	3.5447	2.8659	2.0618	3.1719
PPM1E|22843	0.2975	0.1269	0.0759	0.078	0.3268	1.5621	0.1686	0.0737	0.475
PPM1F|9647	3.4516	3.6309	2.6756	4.8361	3.4699	5.8344	4.3862	4.4086	6.2768
PPM1G|5496	43.3179	25.3043	21.4283	37.4021	32.0485	39.3517	50.9542	41.5405	39.1681
PPM1H|57460	5.1544	6.3852	6.0299	2.7195	2.0138	5.2062	0.2776	1.3609	1.7071
PPM1J|333926	0.8395	0.6017	0.0911	0.446	0.7842	0.782	0.5022	0.9367	0.6784
PPM1K|152926	3.4748	3.7508	1.2315	1.7887	1.4927	1.4348	0.4886	1.9003	1.0975
PPM1L|151742	1.1473	2.2607	6.3245	1.5052	0.8647	4.9314	0.2995	2.9336	5.1463
PPM1M|132160	1.5808	3.9056	1.9245	1.9196	3.1771	2.6541	2.6826	3.5896	2.4727
PPM1N|147699	6.2287	1.203	1.2003	0.9475	0.2017	1.3094	0.395	1.4705	1.2799
PPME1|51400	15.1903	23.1251	64.7446	25.6357	36.0918	28.9518	21.891	17.9088	199.9627
PPOX|5498	3.3435	1.9373	3.3625	3.6847	4.3611	4.347	1.8474	3.1268	2.9855
PPP1CA|5499	63.5	34.5776	145.7317	48.2091	79.011	76.1558	75.6912	103.8498	73.3892
PPP1CB|5500	63.2636	43.8062	30.2637	34.3619	80.229	42.36	66.0917	92.8044	83.3947
PPP1CC|5501	91.6012	80.0781	57.4453	69.7612	104.2711	77.7848	57.9222	66.8538	46.6153
PPP1R10|5514	29.942	14.6622	27.3299	27.9389	15.1943	21.4754	17.3666	20.855	19.1334
PPP1R11|6992	75.8212	53.2042	68.7377	61.8157	53.4782	36.6618	43.672	65.8958	38.1252
PPP1R12A|4659	11.5775	12.0944	9.4903	9.1357	16.8298	8.9573	6.0169	8.1121	9.8011
PPP1R12B|4660	2.2034	11.3064	6.2111	15.5025	3.9276	3.6718	2.6694	1.6121	4.6576
PPP1R12C|54776	27.3709	18.3478	10.9064	17.0042	12.0685	14.1978	13.3093	14.7571	10.8484
PPP1R13B|23368	7.0563	12.9287	12.0863	6.7941	5.4108	6.7381	5.4909	13.5861	11.4165
PPP1R13L|10848	9.0094	12.8992	8.6335	13.1255	19.7358	9.2085	52.212	58.9256	35.16
PPP1R14A|94274	6.4579	5.1985	2.3396	2.2821	2.8767	2.8237	2.4954	2.1389	4.468
PPP1R14B|26472	39.3372	22.2476	12.4685	28.1219	43.6124	45.7345	64.6969	122.3662	51.3767
PPP1R14C|81706	0.063	0.172	0.2334	0.0738	5.3059	0.9171	36.4001	21.2805	33.1892
PPP1R14D|54866	5.3038	0.9909	2.8621	7.5985	0.1936	2.6272	0.073	0.2182	0.0281
PPP1R15A|23645	43.728	221.7025	42.5849	83.0265	23.2312	13.9288	31.4398	22.3044	106.637
PPP1R15B|84919	23.3656	56.0978	25.2814	51.7945	19.9652	17.2957	15.9596	16.9052	16.6631
PPP1R16A|84988	25.4858	11.4457	16.7799	19.8962	11.3139	36.4378	9.368	9.7536	18.9403
PPP1R16B|26051	0.3526	2.8112	0.7923	2.7506	0.5049	2.3688	0.4101	1.6909	0.5261
PPP1R1A|5502	0.3121	0.0316	0.1125	0.062	0.0992	0.0301	0.0089	0.0391	0.1901
PPP1R1B|84152	2.817	17.2221	40.1559	89.1824	0.2704	149.6379	0	1.5489	2.1072
PPP1R1C|151242	1.2485	0.405	0.5058	0.0735	0.787	0.3917	0.9175	0.2906	0.3903
PPP1R2P1|5505	0	0	0	0	0	0	0	0	0
PPP1R2P3|153743	0	0.0166	0.0043	0	0.0229	0.0031	0	0.024	0.0199
PPP1R2P9|80316	0	0	0.0099	0	0	0	0	0	0
PPP1R2|5504	19.1364	14.1325	18.9618	9.4811	38.5381	12.1397	17.1188	11.524	17.2573
PPP1R3A|5506	0	0	0	0	0	0	0	0	0.0027
PPP1R3B|79660	6.4847	53.0724	11.0687	6.5478	3.6202	10.3913	1.4924	3.6241	3.3273
PPP1R3C|5507	0.3279	1.8943	1.1202	0.2457	1.301	1.6051	0.4333	16.2219	7.087
PPP1R3D|5509	6.6526	1.9857	7.0923	7.2582	6.9536	4.0254	3.8796	10.181	8.5541
PPP1R3E|90673	0	0	0	0	0	0	0	0	0
PPP1R3F|89801	1.1215	0.3868	0.3894	0.3888	0.7129	0.2529	0.4031	0.6847	1.162
PPP1R3G|648791	0.1464	0.2241	0.1302	0.1581	1.5556	0.4433	0.2266	1.6084	0.8395
PPP1R7|5510	36.7187	16.3904	35.0083	22.9028	38.0081	34.4204	25.0637	26.9714	22.1729
PPP1R8|5511	13.1274	8.8672	12.5549	11.5187	13.0647	13.1299	10.6424	12.0227	10.8762
PPP1R9A|55607	15.0181	2.5429	12.9257	0.0684	0.6976	1.829	0.0045	0.3653	0.6134
PPP1R9B|84687	14.755	20.3654	13.6825	13.9726	13.9853	35.6002	22.8477	22.5903	26.5119
PPP2CA|5515	0	0	0	0	0	0	0	0	0
PPP2CB|5516	62.2333	50.2933	43.1958	37.4461	33.3451	42.3222	31.0108	49.4162	14.6321
PPP2R1A|5518	96.9678	54.6807	63.4104	98.1908	78.9269	71.2598	74.2109	100.9848	75.8595
PPP2R1B|5519	9.2772	14.7039	5.1644	10.3182	8.3837	13.9242	5.2448	6.0664	4.1644
PPP2R2A|5520	0	0	0	0	0	0	0	0	0
PPP2R2B|5521	0.037	0.1059	0.0339	0.0581	0.5221	0.0627	0.0569	0.4019	0.6665
PPP2R2C|5522	0.0114	0.0115	0.544	0.0156	9.0947	0.4935	13.4139	15.1126	4.8189
PPP2R2D|55844	13.6422	7.916	17.8139	9.7161	16.9714	12.9186	11.947	8.0365	12.418
PPP2R3A|5523	3.1221	2.375	1.8905	0.2724	4.2807	2.1328	6.6336	7.2411	10.5664
PPP2R3B|28227	4.9095	1.5909	2.1487	5.913	3.4725	3.458	3.8303	6.7411	1.0588
PPP2R3C|55012	4.8366	8.1684	6.7497	6.8419	6.476	5.2786	3.5532	5.0144	4.6066
PPP2R4|5524	21.9722	14.7609	10.9277	17.8616	24.8689	14.9929	19.0699	25.8714	13.3792
PPP2R5A|5525	29.7262	36.1348	25.8666	33.8909	38.9546	22.4656	21.1081	25.5864	11.5173
PPP2R5B|5526	5.572	5.5927	2.9301	5.3352	2.814	4.6879	4.8441	7.6726	5.8677
PPP2R5C|5527	15.4987	15.9671	11.6965	13.4444	18.2223	13.434	14.1062	22.7156	61.2567
PPP2R5D|5528	20.3524	17.4179	17.9135	38.0009	22.6683	19.9343	16.8224	17.6193	13.7889
PPP2R5E|5529	8.0187	11.8456	7.3123	9.3517	8.9706	8.5727	8.728	6.8282	12.4638
PPP3CA|5530	7.0131	12.1782	14.6654	12.5752	11.8637	26.4279	20.7214	6.3458	13.1895
PPP3CB|5532	9.8274	9.9368	14.3401	11.8657	14.3467	10.5591	9.5354	6.7801	11.378
PPP3CC|5533	7.9686	6.5578	2.6378	3.4145	3.7394	5.1779	3.8536	5.4553	2.7564
PPP3R1|5534	14.3085	29.248	25.9448	24.3588	31.946	24.6209	22.2944	27.1296	20.6639
PPP3R2|5535	0	0	0.0076	0	0	0	0	0	0
PPP4C|5531	83.0895	26.8478	83.7703	48.065	71.3174	69.2774	71.9325	110.4195	56.9689
PPP4R1L|55370	2.5765	3.0951	4.291	3.545	1.2984	2.0105	1.4521	1.8579	2.6386
PPP4R1|9989	20.6841	49.5389	24.5421	24.124	56.8633	25.2826	27.5188	68.6777	31.9378
PPP4R2|151987	19.2436	22.6781	13.2984	15.6639	8.4509	22.6969	5.199	12.1404	9.7411
PPP4R4|57718	0.089	0.046	0.5657	0.0863	0.7781	0.0622	4.0111	0.1859	1.0852
PPP5C|5536	17.3599	10.8437	15.6463	18.1647	15.119	17.3218	13.63	15.1146	19.6413
PPP6C|5537	16.9593	16.5904	11.8525	16.2226	33.8355	11.0512	15.2351	15.9325	11.1145
PPPDE1|51029	0	0	0	0	0	0	0	0	0
PPPDE2|27351	0	0	0	0	0	0	0	0	0
PPRC1|23082	23.3464	22.7562	32.1312	37.8536	12.7689	29.3848	20.7515	21.7377	21.766
PPT1|5538	21.8424	49.9399	31.0703	30.815	71.4488	54.2083	63.8562	43.6351	63.6549
PPT2|9374	13.7537	10.7556	3.2055	7.2268	7.1027	5.2749	2.5319	6.2472	5.2001
PPTC7|160760	5.6782	17.1337	7.7097	9.5147	14.6635	18.0972	13.7085	11.6677	16.5879
PPWD1|23398	5.7362	8.6636	8.5758	6.9937	7.5916	8.8685	8.625	5.4266	4.5841
PPY2|23614	0.0765	0	0	0	0	0	0	0	0.3808
PPYR1|5540	0.1465	0.2482	1.9296	3.6686	0.2248	0.1377	0.8807	0.1035	0.5272
PPY|5539	0	0	0	0.3083	0	0.0542	0.0675	0.0524	0.0357
PQBP1|10084	25.7689	13.4526	20.7997	16.286	21.1852	17.067	9.1189	21.0452	19.6978
PQLC1|80148	11.3092	8.0468	6.1969	9.6616	5.2421	10.1016	11.9611	16.8344	12.4555
PQLC2|54896	4.9453	3.5218	6.8026	3.8858	5.9781	20.0509	2.7653	4.9641	8.104
PQLC3|130814	14.8161	16.7303	12.6007	9.1984	8.6724	12.8861	6.9545	8.1188	12.5892
PRAC|84366	0.0058	0	0	0	0.0383	0	0	0	0.0154
PRAF2|11230	0	0	0	0	0	0	0	0	0
PRAM1|84106	0.2062	1.3981	0.2536	0.3408	0.3689	0.6538	0.6177	0.1743	0.3959
PRAMEF10|343071	0	0	0	0	0	0	0	0	0
PRAMEF11|440560	0	0	0	0	0	0	0	0	0
PRAMEF12|390999	0.0184	0	0	0	0	0.0069	0	0	0
PRAMEF13|400736	0	0	0	0	0	0	0	0	0
PRAMEF14|729528	0	0	0	0	0	0	0	0	0
PRAMEF16|654348	0	0	0	0	0	0	0	0	0
PRAMEF17|391004	8e-04	0.0166	0	0	0	0	0	0	0
PRAMEF18|391003	0	0	0	0	0	0	0	0	0
PRAMEF1|65121	0	0	0	0	0	0	0	0	0
PRAMEF20|645425	0.0103	0	0	0	0	0	0.005	0	0
PRAMEF22|653606	0	0	0	0	0	0	0	0	0
PRAMEF2|65122	0	0	0	0	0	0	0	0	0
PRAMEF3|401940	0	0	0	0	0	0	0	0	0
PRAMEF4|400735	0	0	0	0	0	0	0	0	0
PRAMEF5|343068	0	0	0	0	0	0	0	0	0
PRAMEF6|440561	0	0	0	0	0	0	0	0	0
PRAMEF8|391002	0	0	0	0	0	0	0	0	0
PRAMEF9|343070	0	0	0	0	0	0	0	0	0
PRAME|23532	9.1987	0.01	0.2312	0.0107	0.4395	3.9045	11.2384	0.7974	62.3185
PRAP1|118471	0	0	0	0	0	0	0	0	0
PRB1|5542	2e-04	0	0.0323	0.0182	0	0	0	0	0.0015
PRB2|653247	0.0193	0	0.012	0.0021	0	0	0.0223	0.0056	0.029
PRB3|5544	0.1082	0.0058	0.2868	0.0115	0.2101	0.0197	0.3671	0.1933	0.8351
PRB4|5545	0.0139	0.0328	0.0843	0.0649	0.0315	0	0.0747	0.0735	0.0789
PRC1|9055	27.0527	25.366	15.1058	18.4172	32.942	22.8421	33.8551	17.287	21.1064
PRCC|5546	43.8122	22.7432	28.6952	37.4746	33.2887	29.69	28.8978	44.0689	20.7941
PRCD|768206	0.9284	3.1595	0.7113	0.9349	0.2949	0.9953	0.5321	0.1073	1.1378
PRCP|5547	34.3138	39.6987	16.1631	18.5784	27.9021	33.6952	14.0016	24.4163	42.1027
PRDM10|56980	2.1198	3.4374	3.3134	3.7981	3.1499	3.6837	1.9521	1.8843	2.5767
PRDM11|56981	0.6517	0.8281	0.8524	0.6321	0.5526	1.4494	1.5518	0.9177	2.6146
PRDM12|59335	0.1447	0.0399	0	0.0912	0.1099	0.0199	0.0096	0.0336	0.057
PRDM13|59336	0	0	0	0	0.7917	0.0116	0.0696	0.224	0.0074
PRDM14|63978	0.0331	7e-04	0	0	0	0.0053	0	0	0
PRDM15|63977	2.0407	1.4189	1.4279	2.2926	1.725	2.1908	1.1528	1.8251	1.6879
PRDM16|63976	1.4256	1.8674	3.0483	1.5077	0.2411	0.9887	0.1931	0.0192	1.374
PRDM1|639	4.4594	14.5859	5.1767	12.1025	6.1328	9.3374	25.7611	26.4888	9.0427
PRDM2|7799	3.381	4.8544	4.9012	2.4161	3.0737	5.2587	4.8307	5.1811	8.7072
PRDM4|11108	9.9096	11.0907	8.1383	9.3594	11.5885	12.1587	11.1184	11.8609	7.6738
