TCGA-2Y-A9GS-01A-12R-A38B-07	TCGA-BW-A5NP-01A-11R-A27V-07	TCGA-DD-A119-01A-11R-A131-07	TCGA-DD-A1EK-01A-11R-A213-07	TCGA-DD-A3A9-01A-11R-A266-07	TCGA-FV-A2QQ-01A-11R-A22L-07
GADD45A|1647	903.4007	593.9483	1458.5015	1557.3222	995.8706	1611.1459
GADD45B|4616	242.484	1732.0644	5716.7924	2689.5397	1602.2023	6246.7126
GADD45GIP1|90480	732.8733	1994.6315	3750.8335	1081.1715	3363.3861	2333.7508
GADD45G|10912	247.9054	614.9341	2409.5455	725.523	423.2622	1958.0463
GADL1|339896	0	0	0	0	0	0
GAGE10|643832	0	0	0	0	0	0
GAGE12D|100132399	0	0	0	4.1841	0	0
GAGE12F|100008586	0	0	0	0	0	0
GAGE12J|729396	1.5131	0.488	0	0.8368	0	3.1309
GAGE13|645051	0	0	0	0	0	0.6262
GAGE1|2543	0.4929	0	0	0	0	0
GAGE2A|729447	2.1193	0	0	0	0	0.6262
GAGE2B|645037	0	0	0	0	0	0
GAGE2C|2574	0	0	0	0.8954	0	0
GAGE2D|729408	13.6175	0	0	0.8368	0	4.3832
GAGE2E|26749	0	0	0	0	0	0
GAGE4|2576	4.4357	0	0	10.8201	0	0.6262
GAGE8|100101629	0	0	0	1.6736	0	0
GAK|2580	1533.2676	957.0522	1214.95	2474.477	2341.3627	2412.6487
GAL3ST1|9514	20.6999	1038.0673	144.5868	878.6611	1491.3971	24.4208
GAL3ST2|64090	0.9857	3.4163	0	0	0	1.2523
GAL3ST3|89792	0	0	0	0.8368	1.3765	0
GAL3ST4|79690	150.8132	17.5695	98.2629	97.0711	97.0406	47.5892
GALC|2581	512.5678	137.1401	68.784	349.7908	165.8637	64.4959
GALE|2582	1770.8231	1114.6901	1834.006	2496.2343	3286.3042	1666.8754
GALK1|2584	5675.7023	1802.8306	5411.4757	4678.6611	8296.6277	6117.0946
GALK2|2585	1639.6747	509.0142	742.5864	1723.8494	798.3482	808.3782
GALM|130589	1950.7146	1251.8302	2160.379	1847.6987	1038.5409	3594.2392
GALNS|2588	881.2223	128.8433	287.0679	1118.8285	370.2684	179.712
GALNT10|55568	715.6235	133.7238	168.4506	461.9247	296.6277	310.5823
GALNT11|63917	664.3667	1358.2235	632.3916	1041.0042	1006.1941	842.2041
GALNT12|79695	14.2928	0.488	13.3357	10.0418	28.2175	8.1403
GALNT13|114805	1.4786	0.488	1.4038	0	0	16.2805
GALNT14|79623	6.4071	6.3446	3.5094	5.8577	27.5292	5.6356
GALNT1|2589	2605.7171	1524.6462	1442.3583	3020.9205	1346.8685	1946.7752
GALNT2|2590	3702.8093	8804.7828	2242.4987	9352.3013	6334.4804	6217.9086
GALNT3|2591	8.8714	6.8326	4.9131	3.3473	4.8176	35.6919
GALNT4|8693	304.411	496.2909	164.2393	271.9665	127.3228	185.3475
GALNT5|11227	0.9857	0	0.7019	1.6736	0	0
GALNT6|11226	42.3854	208.3943	16.1432	56.9038	25.4646	27.5517
GALNT7|51809	40.9069	19.0337	50.5352	60.251	64.0055	27.5517
GALNT8|26290	0	0	0	1.6736	0	0.6262
GALNT9|50614	0	0	0	15.8996	86.0289	0
GALNTL1|57452	34.4998	12.2011	61.0633	20.0837	257.3985	40.0751
GALNTL2|117248	40.414	60.5173	42.1127	46.8619	18.5822	56.3557
GALNTL4|374378	623.4598	773.06	525.7063	748.954	1173.4343	688.7915
GALNTL5|168391	0	0	0	3.3473	0	0
GALNTL6|442117	0	0	0.7019	0	0	0
GALP|85569	4.9285	0	0	12.5523	0	72.01
GALR1|2587	0	0	0	0	0	0
GALR2|8811	2.9571	1.4641	0.7019	0.8368	2.0647	5.6356
GALR3|8484	0	0	1.4038	19.2469	0.6882	7.5141
GALT|2592	1238.0483	2218.1552	2387.7873	1757.3222	2401.927	2630.5573
GAL|51083	0	0.9761	184.5938	0	9.6352	0
GAMT|2593	4333.169	3381.1615	20568.5208	4815.8996	10217.4811	16107.0758
GANAB|23193	12423.8541	10558.8092	11110.7212	18410.8787	8442.5327	6579.8372
GANC|2595	343.2775	124.8755	202.8426	420.2594	105.2994	200.9393
GAN|8139	31.0498	5.8565	13.3357	25.1046	8.2588	16.2805
GAP43|2596	4.4357	0	0	1.6736	20.6469	4.3832
GAPDHS|26330	1.4786	1.6252	0.7019	0	0.6882	1.1709
GAPDH|2597	37041.3997	68627.6232	59631.5143	78591.6318	92852.7185	100029.4302
GAPT|202309	9.3642	2.4402	2.8075	4.1841	9.6352	5.0094
GAPVD1|26130	492.3608	690.5808	499.7368	423.431	403.3035	274.8904
GAR1|54433	275.5052	320.1562	494.1218	239.3305	249.8279	381.9662
GARNL3|84253	14.2928	25.8663	21.7582	54.3933	64.0055	11.8973
GARS|2617	3521.4391	3864.8121	1996.1397	2886.1925	2355.1273	3813.4001
GART|2618	1566.2888	923.3773	647.833	1051.046	629.7316	1159.0482
GAS1|2619	21.6856	4.3924	45.622	16.7364	44.735	43.8322
GAS2L1|10634	687.0379	333.8214	579.7508	964.8536	1434.2739	726.3619
GAS2L2|246176	0.4929	0	0	4.1841	0	0
GAS2L3|283431	43.864	59.5412	0	32.636	0	1.8785
GAS2|2620	1100.5421	525.1342	236.5327	350.6276	8.947	263.6193
GAS5|60674	868.4081	11998.0478	3322.6882	526.3598	2771.5072	2404.5085
GAS6|2621	1302.6121	251.8302	1965.2571	997.4895	2562.2849	1554.1641
GAS7|8522	234.1055	1627.6232	93.3497	225.9414	71.576	150.908
GAS8|2622	920.3154	159.4778	256.0941	265.046	98.4515	504.2956
GAST|2520	0	22.45	0.7019	6.6946	0.6882	0
GATA1|2623	0.4929	0	0.7019	1.6736	0	0.6262
GATA2|2624	39.4283	18.0576	36.4976	30.1255	202.34	73.2624
GATA3|2625	22.6713	2.9283	16.8451	15.8996	40.6056	22.5423
GATA4|2626	780.6801	698.3895	293.3848	895.3975	975.2237	739.5116
GATA5|140628	2.4643	5.8565	181.7863	0	11.6999	0
GATA6|2627	254.3125	214.7389	438.6735	395.8159	208.5341	748.9042
GATAD1|57798	795.4657	1167.3987	545.3588	660.251	642.1198	606.7627
GATAD2A|54815	1907.3435	1254.7584	963.6778	1847.6987	1706.1253	1984.3456
GATAD2B|57459	858.551	1292.8258	637.3048	630.1255	506.5382	592.3607
GATC|283459	59.1424	31.2347	42.8145	28.4519	18.5822	31.3087
GATM|2628	60162.1488	17975.5979	13334.2692	17610.0418	10741.2251	33293.6756
GATSL1|389523	28.5855	1.4641	0	16.7364	7.5705	28.804
GATSL2|729438	0	0.488	0	0	0	0
GATSL3|652968	112.898	30.6979	105.5554	419.1464	141.7275	210.6262
GATS|352954	175.4066	22.0303	54.7886	230.6778	200.8465	110.8641
GBA2|57704	912.6417	1310.7321	525.2079	1076.5439	994.735	775.8297
GBA3|57733	705.2735	11.713	134.7605	3366.5272	1.3765	994.3644
GBAP1|2630	917.6934	366.0322	3298.8244	1775.7322	2357.8802	828.4283
GBAS|2631	762.9374	340.1659	574.1358	342.2594	400.5506	990.6074
GBA|2629	3073.4352	1038.5554	3849.0963	6111.2971	4175.499	2681.9036
GBE1|2632	3318.8763	793.0698	1012.8093	2985.7741	613.9023	1464.6212
GBF1|8729	1499.2607	2199.1215	790.3141	2265.272	1917.4123	1037.5704
GBGT1|26301	46.3282	13.1772	78.6103	71.9665	95.6641	52.5986
GBP1|2633	1576.6387	167.3987	803.6498	1158.9958	163.1108	881.0269
GBP2|2634	2388.5264	637.7794	2238.9542	2016.4854	3122.5052	2132.129
GBP3|2635	1227.2055	26.3543	504.6499	457.7406	77.7701	588.6036
GBP4|115361	1438.1469	147.877	327.7768	661.0879	295.2512	516.5936
GBP5|115362	238.0483	32.2108	27.3732	127.1967	83.9642	152.1603
GBP6|163351	2.4643	0	0.7019	0	20.6469	1.2523
GBP7|388646	3430.1035	5.9492	585.4009	1843.7657	0.6882	2126.4809
GBX1|2636	0	0	0	0	0	0
GBX2|2637	0	0	0.7019	12.5523	4.1294	0
GCAT|23464	1018.7284	808.6872	2411.6512	994.9791	931.1769	1294.928
GCA|25801	515.032	15.6174	88.4366	428.4519	56.435	286.7877
GCC1|79571	1054.7068	554.4168	599.4034	579.0795	382.6566	535.3788
GCC2|9648	633.8098	1140.0683	340.4106	396.6527	320.0275	282.4045
GCDH|2639	735.8305	748.1698	2763.9937	1545.6067	1045.4233	3686.913
GCET2|257144	8.8714	1.9522	4.9131	3.3473	15.1411	3.757
GCFC1|94104	438.1469	648.6091	248.4646	209.205	329.6628	251.722
GCGR|2642	4.4357	42.4597	212.6689	274.477	734.3427	509.7057
GCG|2641	2.4643	0	0	0	0	0
GCH1|2643	631.3455	395.8028	2273.3813	705.4393	183.0695	1181.5905
GCHFR|2644	1054.7068	581.2592	2359.7122	2305.4393	1387.4742	2122.7301
GCKR|2646	2395.2686	249.3899	728.5489	2676.9874	398.4859	1128.3657
GCK|2645	201.5771	7.3206	2.8075	7769.0377	1.3765	15.0282
GCLC|2729	3745.1947	1526.1103	5244.4288	1909.6234	664.1432	2748.278
GCLM|2730	2324.2977	410.4441	794.5254	792.4686	193.393	1995.6168
GCM1|8521	0	0	2.1056	0	1.3765	0
GCM2|9247	0	0	0	0	0	0
GCN1L1|10985	3305.5692	1901.9034	2688.1909	2205.0209	1538.1968	2138.3845
GCNT1|2650	62.5924	17.5695	15.4413	60.251	27.5292	19.4114
GCNT2|2651	331.1976	661.7862	845.7624	349.7908	281.4866	201.6281
GCNT3|9245	217.8413	11.713	101.7722	1653.5565	41.2939	528.4909
GCNT4|51301	16.2642	53.1967	14.7394	100.4184	7.5705	18.7852
GCNT7|140687	0.4929	1.4641	0	0	0	0
GCOM1|145781	28.1863	25.0952	9.1244	83.682	15.1411	24.4208
GCSH|2653	52.2425	28.7945	49.8333	159.8326	31.6586	162.8053
GC|2638	37312.9621	84053.1967	74873.4866	98782.4268	43300.7571	64048.2154
GDAP1L1|78997	1.9714	0	0	0.8368	7.5705	0
GDAP1|54332	430.2612	83.4553	322.1618	70.2929	57.1232	269.2549
GDAP2|54834	352.3903	317.2279	170.5562	312.9707	98.4171	251.722
GDA|9615	140.4633	17.5695	1921.7407	1202.5105	828.6304	2958.6725
GDE1|51573	1048.7925	637.3841	706.7907	1210.8787	861.6655	711.9599
GDEP|118425	0	0	0	0	0	0
GDF10|2662	0.9857	2.4402	0.7019	0.8368	27.5292	0
GDF11|10220	30.6506	85.6857	33.3181	22.8117	93.2209	35.479
GDF15|9518	324.2977	1211.3226	3267.9417	1932.2176	2004.1294	2860.3632
GDF1|2657	1.2814	0	0.7159	0	4.1294	0.6262
GDF2|2658	0	0.488	0	0	0	3.1309
GDF3|9573	0	0.488	1.4038	1.6736	0	0
GDF5|8200	0	0.488	0.7019	1.6736	34.9966	0
GDF6|392255	3.9428	0.488	4.9131	7.5314	0.6882	4.3832
GDF7|151449	0.4929	0	0.7019	1.6736	2.7529	0.6262
GDF9|2661	14.2928	8.7848	11.9319	24.2678	11.0117	6.8879
GDI1|2664	2013.7999	1987.7989	3177.3995	2142.2594	4283.5513	2362.5548
GDI2|2665	6257.7624	6178.1357	6094.4025	4767.364	7225.7398	3772.0726
GDNF|2668	0	2.9283	0	37.6569	0	0
GDPD1|284161	79.8423	19.5217	2.8075	46.8619	5.5058	8.7664
GDPD2|54857	0.4929	0	0	0	0.6882	0
GDPD3|79153	13.8788	72.001	4.9131	5.8577	15.3682	8.9355
GDPD4|220032	4.9285	0.9761	0	10.0418	2.0647	0
GDPD5|81544	270.0838	282.0888	136.8661	220.0837	635.9257	246.0864
GEFT|115557	61.5722	39.5315	79.3122	9.8243	243.6339	61.3275
GEMIN4|50628	430.2612	519.7657	186.6994	176.569	450.7915	355.6669
GEMIN5|25929	685.0665	652.5134	383.927	321.3389	245.0103	521.603
GEMIN6|79833	336.619	257.6867	525.7063	205.8577	353.7509	289.9186
GEMIN7|79760	368.6545	501.7082	826.1098	301.2552	716.4487	549.7808
GEMIN8P4|492303	67.5209	20.4978	27.3732	47.6987	44.0468	35.6919
GEMIN8|54960	239.5269	330.4051	302.5092	266.9456	228.4928	390.7326
GEM|2669	203.0557	99.0727	298.2979	78.6611	155.5403	112.0852
GEN1|348654	487.9251	349.4388	101.7722	398.3264	230.5575	219.1609
GET4|51608	1396.7472	1235.7247	1242.3232	2297.0711	2021.3352	1633.6882
GFAP|2670	5.9142	6.3446	7.0188	29.2887	6.8823	5.0094
GFER|2671	593.8886	402.6354	1082.2951	536.4017	587.0613	794.6149
GFI1B|8328	0	0.488	0	0.8368	2.7529	0
GFI1|2672	16.757	4.3924	13.3357	4.1841	32.3469	30.6825
GFM1|85476	2243.9625	1257.6867	1336.3748	1995.8159	975.2237	1901.0645
GFM2|84340	1463.7753	1377.2572	635.901	768.2008	673.0902	1137.7583
GFOD1|54438	57.6639	20.4978	47.7277	72.8033	40.6056	38.1966
GFOD2|81577	590.9315	283.0649	948.9384	1374.0586	383.3448	676.8942
GFPT1|2673	2251.8482	2770.1318	1433.2339	3805.0209	1012.3882	2083.9073
GFPT2|9945	32.0355	5.8565	65.2746	10.0418	88.0936	68.8791
GFRA1|2674	1013.7999	242.0693	168.4506	1155.6485	437.7151	621.7909
GFRA2|2675	28.5855	14.1532	29.4789	34.3096	74.329	150.2818
GFRA3|2676	1.4786	504.1484	3.5094	0	0	0
GFRA4|64096	0	0	0	0	2.0647	0
GFRAL|389400	0	0	0	0	0	0
GGA1|26088	1042.8783	1128.3553	1062.6426	1000	1098.4171	1530.9956
GGA2|23062	1308.0335	1162.5183	679.4174	1887.0293	1327.5981	1006.2617
GGA3|23163	647.1168	674.4754	410.5984	617.5732	685.4783	470.2567
GGCT|79017	942.3361	1265.0073	1368.6612	841.0042	1021.3352	1088.2905
GGCX|2677	5518.9749	1610.5417	3611.8617	4820.9205	2791.4659	5245.4602
GGH|8836	3183.8344	3522.206	16075.8028	2307.9498	41.9821	3950.5322
GGNBP1|449520	0	0	0	0	0	0
GGNBP2|79893	1652.0453	1967.3011	1343.3936	1184.1004	1527.1851	1038.1966
GGN|199720	1.9714	0.488	7.0188	0.8368	6.1941	2.5047
GGPS1|9453	522.4248	1356.2714	791.7178	559.8326	1516.1734	641.8284
GGT1|2678	1755.5446	577.3548	1567.9944	2893.7238	143.8403	5872.2605
GGT3P|2679	78.8566	20.9858	54.0446	128.0335	5.5058	223.5441
GGT5|2687	446.0325	213.7628	1708.3699	128.0335	2925.671	884.1578
GGT6|124975	18.2356	75.1586	0	0	77.7701	11.8973
GGT7|2686	839.8226	236.2128	141.0774	388.2845	99.1053	208.516
GGT8P|645367	11.3356	1.4641	0	0	0	7.5141
GGTA1|2681	164.6131	95.1684	169.1525	261.9247	263.5926	244.2079
GGTLC1|92086	17.2499	8.2967	25.2676	25.9414	2.0647	65.1221
GGTLC2|91227	275.0123	106.3934	686.4362	444.3515	33.7233	1108.3281
GH1|2688	0.4929	0.488	0	0	1.3765	0.6262
GH2|2689	0	0	12.6338	0	0	0
GHDC|84514	1418.9256	857.9795	1028.2506	1209.205	954.5767	954.9155
GHITM|27069	3646.1311	5843.3382	7310.0544	5791.6318	5600.8259	8633.062
GHRHR|2692	2.9571	4.3924	312.3355	16.7364	0	776.4559
GHRH|2691	0	0	0	0	0.6882	0
GHRLOS|100126793	16.2642	4.3924	8.4225	1.6736	5.5058	8.1403
GHRL|51738	3.9428	0.9761	5.615	1.6736	2.0647	5.6356
GHR|2690	694.9236	266.4714	179.6806	1774.0586	926.3593	413.2749
GHSR|2693	0	0	0	14.2259	0	0
GIF|2694	0	0	0	0	0	0
GIGYF1|64599	1225.2341	1542.7038	642.2179	756.4854	1066.7584	1041.3275
GIGYF2|26058	1072.9423	1820.4002	635.1992	983.2636	893.3242	630.5573
GIMAP1|170575	146.8704	35.6271	115.1079	79.4979	251.8926	165.9361
GIMAP2|26157	331.6905	32.2108	180.3825	164.8536	79.1466	152.7865
GIMAP4|55303	655.0025	278.1845	362.8707	335.5649	883.6889	529.7433
GIMAP5|55340	327.2548	371.8887	345.3237	246.8619	620.7846	458.3594
GIMAP6|474344	293.2479	131.7716	145.2886	225.1046	359.9449	321.8535
GIMAP7|168537	249.8768	116.1542	188.1032	78.6611	284.9277	249.8435
GIMAP8|155038	330.2119	115.6662	232.3215	148.1172	373.7096	273.0119
GIN1|54826	117.2992	157.1498	139.6736	80.3347	94.9759	70.7577
GINS1|9837	466.2395	407.0278	78.6103	79.4979	91.5348	105.1972
GINS2|51659	449.4825	166.4226	79.3122	122.1757	172.746	85.1597
GINS3|64785	169.5416	55.1489	38.6033	123.0126	105.2994	82.0288
GINS4|84296	191.2272	94.6803	14.7394	28.4519	26.1528	46.3369
GIPC1|10755	1249.8768	2376.2811	2921.9161	4902.9289	5048.1762	3586.0989
GIPC2|54810	406.1114	286.4812	80.7159	411.7155	54.3703	226.0488
GIPC3|126326	105.9635	59.5412	201.4388	124.6862	313.1452	127.7395
GIPR|2696	2.4643	1.4641	0.7019	1.6736	4.1294	0
GIP|2695	0	0	0.7019	0	0	0
GIT1|28964	816.6585	785.7491	404.9833	707.113	2116.3111	587.9775
GIT2|9815	890.0936	775.4905	653.448	716.318	673.0902	742.6425
GIYD2|79008	885.8009	373.836	2138.9858	1202.954	1807.488	1233.9449
GJA10|84694	352.8832	0	0	216.7364	0	5.0094
GJA1|2697	246.4268	333.8214	292.6829	577.4059	720.5781	165.9361
GJA3|2700	0.4929	1.9522	0.7019	0	1.3765	0.6262
GJA4|2701	184.3273	95.6564	421.1265	160.6695	1614.5905	530.3694
GJA5|2702	109.9064	67.838	584.664	143.9331	977.9766	199.1234
GJA8|2703	0	0	0	0	0	0
GJA9|81025	4.9285	0.488	3.5094	10.0418	2.0647	1.2523
GJB1|2705	11573.1888	9353.8311	18803.2988	18992.4686	15858.2244	13448.3406
GJB2|2706	434.204	878.4773	402.1758	516.318	615.2787	1698.1841
GJB3|2707	5.9142	2.9283	7.0188	9.205	39.9174	13.0745
GJB4|127534	0.9857	0	0	1.6736	0	4.3832
GJB5|2709	3.45	0.488	0	2.5105	2.0647	23.7946
GJB6|10804	1.9714	9.2728	0	0	21.3352	0.6262
GJB7|375519	0	0.488	0	0	0	0
GJC1|10052	98.0779	37.0913	84.2253	61.9247	227.8045	58.2342
GJC2|57165	17.7427	8.7848	31.5845	4.1841	99.7935	16.9067
GJC3|349149	0	1.9522	0	12.5523	4.1294	5.0094
GJD2|57369	0	0	0	0	0	0
GJD3|125111	76.5845	19.468	16.3397	10.1506	81.2801	83.7132
GJD4|219770	0.4929	0	0	0	0	0.6262
GK2|2712	0	0	0	0	0	0
GK3P|2713	90.6851	30.7467	49.1314	50.2092	38.5409	80.1503
GK5|256356	371.6116	293.3138	117.9154	121.3389	150.7226	141.5153
GKAP1|80318	177.4273	351.879	159.3262	92.887	73.6407	234.8153
GKN1|56287	0	0	0	0	0	0
GKN2|200504	0	0	0	0	0	0
GK|2710	679.6451	589.0678	1352.518	342.2594	557.4673	1121.4778
GLA|2717	680.6309	451.9278	743.2883	342.2594	505.1617	648.7163
GLB1L2|89944	6.4071	3.4163	21.7582	5.8577	14.4529	2.5047
GLB1L3|112937	68.5067	0	0	28.4519	0.6882	2.5047
GLB1L|79411	130.6062	199.6096	82.8215	573.2218	326.2216	230.4321
GLB1|2720	3474.1252	2963.3968	2489.5596	6169.0377	2725.3957	2754.5398
GLCCI1|113263	183.8344	178.6237	43.5164	187.4477	29.5939	127.1133
GLCE|26035	911.2863	2695.9492	564.3095	1030.9623	1430.1445	700.0626
GLDC|2731	1216.8556	1147.389	787.5066	2775.7322	3462.4914	1056.3557
GLDN|342035	61.6067	31.2347	16.8451	53.5565	22.7116	4.3832
GLE1|2733	661.4096	985.8468	813.476	401.6736	547.1438	589.2298
GLG1|2734	4841.794	3109.8097	1790.4896	3105.4393	4298.6924	2069.5053
GLI1|2735	22.1784	31.2347	22.4601	23.431	125.2581	11.8973
GLI2|2736	24.6427	3.4163	18.9507	0.8368	22.0234	17.5329
GLI3|2737	27.1069	7.8087	16.8451	8.3682	36.4763	13.7758
GLI4|2738	249.0291	163.6262	825.0851	143.7238	182.2918	399.7934
GLIPR1L1|256710	0	0	0	0	0	0
GLIPR1L2|144321	6.9	1.9522	0	10.8787	6.8823	17.5329
GLIPR1|11010	262.8586	51.9668	143.0918	325.1464	134.5354	188.1778
GLIPR2|152007	166.0917	73.2064	273.0304	122.1757	483.8266	167.1885
GLIS1|148979	0	0.488	9.1244	0.8368	2.7529	0
GLIS2|84662	154.756	198.6335	103.176	870.2929	289.0571	237.32
GLIS3|169792	157.2203	774.5242	47.7277	481.1715	70.8878	76.3932
GLMN|11146	199.6057	108.3455	112.3004	49.3724	46.1115	114.5899
GLO1|2739	2576.6387	5812.5915	3647.6575	1849.3724	3441.1562	2208.516
GLOD4|51031	851.6511	1559.2972	1004.3867	1053.5565	1481.0736	1293.6756
GLOD5|392465	81.3208	12.2011	160.73	57.7406	2.0647	42.5798
GLP1R|2740	0	114.202	0.7019	0	0	0.6262
GLP2R|9340	20.6999	0	0	0	0	0
GLRA1|2741	0	0	0	0	0	0
GLRA2|2742	0	0	0	0	0	0
GLRA3|8001	0	0	0	0	0.6882	0
GLRA4|441509	0	0	0	0	0	0
GLRB|2743	12.3213	2.9283	4.2113	58.5774	3.4412	1.8785
GLRX2|51022	235.584	243.0454	711.7038	293.7238	172.0578	472.1353
GLRX3|10539	849.6796	1601.2689	1450.079	1121.3389	1562.9732	1088.9167
GLRX5|51218	2324.2977	1856.5154	2956.3081	2858.5774	2418.4446	2449.593
GLRX|2745	1343.519	436.7984	1763.1163	1453.5565	737.7839	942.392
GLS2|27165	122.2277	51.7326	1243.727	817.5732	24.0881	1621.1647
GLS|2744	583.0458	1285.9932	400.7721	1773.2218	596.0083	566.0614
GLT1D1|144423	797.93	224.4998	687.84	791.6318	51.6173	992.4859
GLT25D1|79709	3107.4421	1595.9004	2009.4753	2584.1004	4095.6641	1941.7658
GLT25D2|23127	6.4071	2.4402	3.5094	0.8368	12.3882	14.402
GLT6D1|360203	0	0	0	0	0	0
GLT8D1|55830	1161.6806	976.1249	1393.9288	741.4895	883.6889	1381.3525
GLT8D2|83468	25.1355	16.5935	56.1502	20.9205	82.5877	31.3087
GLTPD1|80772	1714.6378	389.4583	1697.8417	2856.0669	935.9945	1348.779
GLTPD2|388323	261.7891	66.0224	963.5515	320.4351	337.0131	1617.3889
GLTP|51228	635.7812	540.2635	867.5206	564.8536	827.9422	655.6043
GLTSCR1|29998	284.3765	268.4236	154.4131	271.1297	194.0812	323.1058
GLTSCR2|29997	4716.6092	17373.3529	7203.369	4282.8452	11127.3228	4232.3106
GLUD1|2746	5318.3834	26313.8116	7279.8737	13727.1967	18047.488	10603.0056
GLUD2|2747	576.6387	3264.5193	88.4366	1626.7782	417.0681	845.335
GLUL|2752	63033.0212	19891.6545	61477.4522	22243.5146	10925.671	23313.7132
GLYATL1|92292	2792.0158	12.2011	791.016	1205.8577	77.0819	1886.6625
GLYATL2|219970	0.9857	0	0	0	0.6882	0.6262
GLYATL3|389396	0.4929	30.7467	1.4038	0	0	0.6262
GLYAT|10249	2212.4199	10.7369	1699.2455	2351.4644	62.629	1478.397
GLYCAM1|644076	0	0	0	0	0	0
GLYCTK|132158	5467.7181	1978.5261	5354.6236	3781.59	3281.4866	8132.7489
GLYR1|84656	2809.2656	1534.8951	1509.0367	2435.9833	834.8245	2051.9724
GM2A|2760	1989.6501	1504.1484	2994.2095	3276.1506	1858.9126	2261.1146
GMCL1L|64396	52.7353	6.3446	1.4038	13.3891	0.6882	3.757
GMCL1|64395	338.5904	579.795	45.622	270.2929	33.7233	109.5805
GMDS|2762	595.86	555.3929	922.2671	965.6904	571.9202	432.6863
GMEB1|10691	155.7417	95.1684	70.1878	112.9707	57.1232	74.5147
GMEB2|26205	578.1173	1048.8043	382.5232	417.5732	573.9849	736.3807
GMFB|2764	1611.1385	1301.6105	1453.5883	1279.4979	837.5774	1413.9011
GMFG|9535	241.9911	88.3358	300.4036	206.6946	582.9319	361.3024
GMIP|51291	457.3682	136.164	87.7347	154.8117	201.6518	239.8247
GML|2765	0	0	0	0	0	0
GMNN|51053	724.4948	1925.3294	1328.6541	418.41	3204.4047	1152.7865
GMPPA|29926	2152.7846	1905.8077	1549.0437	2009.205	2744.6662	2116.4684
GMPPB|29925	559.8817	195.2172	461.8354	444.3515	456.9855	561.6781
GMPR2|51292	1128.6348	1276.7204	1360.9405	1097.0711	1065.382	1242.9555
GMPR|2766	30.0641	9.7609	190.2088	52.7197	62.629	60.7389
GMPS|8833	1287.3337	1523.6701	924.3727	911.2971	1029.5939	887.9148
GNA11|2767	292.2622	287.9453	51.9389	471.9665	97.7288	248.5911
GNA12|2768	1530.8034	842.3621	1268.9946	2260.251	932.5533	1110.8328
GNA13|10672	1685.0665	1572.9624	1218.4594	2005.8577	951.8238	1037.5704
GNA14|9630	44.3568	13.1772	44.2183	20.0837	28.2175	48.2154
GNA15|2769	69.4924	11.225	47.7277	200.8368	67.4467	80.7765
GNAI1|2770	538.1962	1514.3973	726.4432	843.5146	136.958	512.8366
GNAI2|2771	5606.21	3838.4578	4381.1195	5700.4184	10095.6641	5613.6506
GNAI3|2773	2205.52	1277.6964	1655.7291	1604.1841	987.6118	1792.1102
GNAL|2774	67.0281	7.8087	24.5657	24.2678	24.0881	81.4026
GNAO1|2775	551.9961	5.8565	62.4671	534.728	26.841	380.0877
GNAQ|2776	569.7388	1671.5471	802.9479	685.3556	929.8004	681.2774
GNASAS|149775	3.9428	9.2728	3.5094	0	2.0647	0.6262
GNAS|2778	7731.8876	94826.7448	15556.4134	14980.7531	31995.1824	28969.9436
GNAT1|2779	0	2.4402	7.0188	4.1841	1.3765	3.1309
GNAT2|2780	2.9571	0.488	0.7019	4.1841	0	3.757
GNAT3|346562	0	0	0	0	0	0
GNAZ|2781	656.481	541.7277	565.7133	89.5397	103.2347	1030.6825
GNB1L|54584	153.1888	132.0449	165.6431	337.9916	302.1748	205.6731
GNB1|2782	7381.9616	3503.1723	4876.645	7990.795	5445.9738	3934.2517
GNB2L1|10399	18294.2336	51990.2391	25374.2762	14724.6862	29370.9566	23484.6587
GNB2|2783	4430.7541	3354.3192	3473.5919	4790.795	8558.8438	5611.7721
GNB3|2784	3.8147	0.5124	2.8566	0	6.4763	0.6262
GNB4|59345	246.9197	92.2401	242.8496	233.4728	253.2691	159.0482
GNB5|10681	2173.9773	672.0351	805.0535	980.7531	1004.1294	1168.4408
GNE|10020	1332.6762	1472.9136	921.5652	3427.6151	129.3875	1433.3125
GNG10|2790	341.5476	942.899	535.5325	220.9205	306.9511	340.2379
GNG11|2791	377.5259	440.2147	1074.5745	280.3347	1666.2078	565.4352
GNG12|55970	2116.8063	292.3377	1140.551	2152.3013	479.6972	1377.583
GNG13|51764	0	0	0.7019	0	0	0
GNG2|54331	158.206	68.326	120.7229	132.2176	214.7281	168.4408
GNG3|2785	3.9428	0.9761	2.8075	4.1841	0	0.6262
GNG4|2786	8.3785	257.6867	812.0723	0	514.797	867.2511
GNG5|2787	2065.5495	2305.0268	2552.7285	2129.7071	2491.3971	3507.8272
GNG7|2788	73.4352	570.5222	266.7135	207.5314	282.863	170.3193
GNG8|94235	0	0	0	0	0	0
GNGT1|2792	0.9857	0	0	2.5105	0	3.1309
GNGT2|2793	22.1784	1.9522	21.0563	12.5523	29.5939	17.5329
GNL1|2794	1308.7777	1368.4724	3453.2374	866.6527	1759.532	1274.5961
GNL2|29889	1669.2952	1076.1347	717.3188	1051.8828	831.3833	965.5604
GNL3L|54552	505.6678	265.9834	335.4975	295.3975	301.4453	318.0964
GNL3|26354	1685.5594	2013.6652	1437.4452	1050.2092	931.1769	2083.2812
