TCGA-2Z-A9J7-01A-11R-A38C-07	TCGA-A4-A57E-01A-11R-A26U-07	TCGA-AL-3466-01A-02R-1351-07	TCGA-AL-7173-01A-11R-2139-07	TCGA-BQ-5877-01A-11R-1592-07	TCGA-BQ-5889-01A-11R-1592-07	TCGA-BQ-5893-01A-11R-1592-07	TCGA-BQ-5894-01A-11R-1592-07	TCGA-F9-A8NY-01A-11R-A36F-07	TCGA-G7-6789-01A-11R-1965-07	TCGA-G7-6793-01A-11R-1965-07	TCGA-G7-A8LB-01A-11R-A36F-07	TCGA-GL-6846-01A-11R-1965-07	TCGA-SX-A7SM-01A-11R-A355-07
METTL7B|196410	1020.2087	2052.4951	1301.0513	1853.8308	744.7396	509.1352	222.3455	154.2869	1085.5591	659.0287	418.7495	5435.4656	2210.0066	2791.7607
METTL8|79828	345.0007	486.0661	565.7853	299.3905	207.7223	178.6439	694.0437	742.787	562.7826	253.8781	229.0186	316.1134	352.8637	172.6862
METTL9|51108	4707.9646	7780.9462	9181.2679	3597.24	4745.023	2017.8644	5992.6008	2803.3558	5955.5168	5204.0961	6128.244	4115.3036	9404.8716	3464.447
MET|4233	25789.4598	6817.8872	8206.4352	16049.8377	11736.4506	5992.2858	8889.7521	11826.0692	5300.5853	11396.1269	17077.0582	10737.4899	19494.7334	9454.2889
MEX3A|92312	532.5584	243.6811	435.8076	298.2522	62.345	217.6208	148.3537	130.5504	27.4199	162.628	81.7695	513.6842	322.9098	67.1558
MEX3B|84206	27.4733	33.0525	217.9038	43.8271	84.7326	107.5924	88.0503	111.725	80.9112	119.2335	54.3001	264.2915	99.0783	14.6727
MEX3C|51320	593.3166	353.208	1271.7426	548.1238	512.0793	845.3106	1133.1853	1214.2419	697.1852	662.2731	926.615	732.6316	763.3311	264.6727
MEX3D|399664	280.5442	418.0169	216.6295	372.8152	537.0174	706.0495	650.0185	1098.8336	449.5069	394.2005	360.9359	287.6113	365.0428	322.7991
MFAP1|4236	1009.1137	734.2839	424.339	848.6527	928.6575	476.6545	804.2915	563.1267	787.9856	537.3619	863.3714	339.4332	521.7248	778.2167
MFAP2|4237	94.5714	6.4809	26.7601	72.2863	39.1073	384.4905	20.7177	265.6026	17.5308	220.6225	140.5414	97.8138	160.632	26.5237
MFAP3L|9848	650.3764	546.3383	400.1274	439.4097	2358.3422	449.4519	1248.9826	483.7324	897.2158	199.9392	1026.2717	212.4696	748.8479	552.4831
MFAP3|4238	785.6294	1190.5379	3328.4486	627.2403	1581.8633	674.3808	960.0444	901.9849	548.8479	749.4677	1501.5571	358.8664	1164.9111	547.9684
MFAP4|4239	1655.7918	163.3182	411.596	1397.3001	949.6281	2097.0361	472.808	1001.8416	61.5824	2794.6872	2301.6849	1971.1158	936.1422	562.0767
MFAP5|8076	2.6417	3.8885	0	243.6106	69.4297	24.7665	1.8498	55.2486	7.1921	40.1501	27.7889	0	116.8532	104.4018
MFF|56947	1644.1685	1038.8853	2410.9589	2542.5429	1629.7556	1370.2801	2447.6508	2029.4659	2880.4402	1706.5801	1762.517	1408.2591	1026.3331	1407.4492
MFGE8|4240	257.8259	456.2541	951.8955	566.3376	1001.2044	1799.8376	678.1354	1528.9544	407.2532	3654.0606	2765.7909	73.8462	510.8624	792.8894
MFHAS1|9258	211.861	129.6176	193.6923	100.7455	571.0237	238.7333	797.6323	1450.7878	209.0207	1923.1471	1679.1504	22.6721	785.056	195.2596
MFI2|4241	7.925	31.7563	8.92	30.7359	48.7425	39.3829	2.5897	10.2312	289.0329	141.1335	10.5406	15.5466	266.2936	25.9594
MFN1|55669	574.825	676.604	709.7802	204.9061	608.1474	322.3711	469.8483	534.8885	543.9033	252.6615	384.8918	910.7692	727.1231	500
MFN2|9927	2576.6742	2801.685	939.1526	2822.5812	2467.7294	2868.0471	2419.5339	2272.9691	2726.7088	2044.814	3143.0168	1694.5749	2934.1672	3769.1874
MFNG|4242	152.1596	195.0745	89.2004	204.2003	354.491	798.6196	121.3467	382.7092	171.7116	118.0168	193.829	89.8721	119.1573	195.2596
MFRP|83552	1121.1201	739.4686	158.0121	782.0582	882.7488	1561.5104	293.7477	798.4449	306.5637	2043.1917	811.6266	709.3117	907.5049	1566.5914
MFSD10|10227	2938.5814	1779.0019	1777.6362	2780.4616	1692.1006	3069.8335	3293.0078	2788.2136	2237.6453	5339.9574	4082.089	3141.7004	1380.5135	3261.851
MFSD11|79157	353.0736	447.4919	432.1759	257.3108	418.1537	371.754	323.2963	324.3339	468.0715	834.164	678.7064	275.4397	397.7419	350.8126
MFSD1|64747	851.1425	603.3701	426.8875	797.4262	1175.4871	1352.4158	884.9427	1726.2124	109.6797	1009.0236	2002.0762	454.7368	1468.7294	1216.7043
MFSD2A|84879	69.7398	26.5716	276.5212	100.7455	47.0422	207.0646	118.7569	31.1029	35.9606	26.7667	55.8971	20.081	185.3193	218.3973
MFSD2B|388931	34.8699	31.7563	8.92	87.6543	19.8371	77.9537	179.0603	136.2799	35.9606	61.239	71.5484	9.7166	16.129	23.1377
MFSD3|113655	799.366	430.9786	184.7722	476.4066	454.2685	491.6768	166.8516	470.6364	505.2457	445.7062	259.0434	348.502	352.8637	476.8623
MFSD4|148808	323.8674	103.046	335.1386	176.4469	321.0769	394.2347	49.5745	54.0209	209.9197	455.4395	145.3326	183.9676	310.7307	215.5756
MFSD5|84975	915.599	1148.4122	623.1284	1413.8519	1774.5661	1160.7795	977.4325	1131.9828	1748.5818	1614.5189	1123.6924	1219.1093	1383.8051	1509.5937
MFSD6L|162387	1.585	1.9443	1.2743	6.261	1.9837	40.1949	1.1099	4.0925	0.4495	2.0278	0.6388	2.5911	0	3.9503
MFSD6|54842	339.7173	104.3422	468.9392	704.6492	812.7524	880.2274	1106.5483	1316.5541	1264.9124	917.7735	1917.1125	241.6194	866.6886	69.4131
MFSD7|84179	329.3568	339.2093	55.0366	465.7515	170.1707	326.4312	27.0884	117.0452	16.2362	762.8916	62.6847	492.6575	175.9645	19.2381
MFSD8|256471	314.8857	281.9183	593.8197	196.3683	382.8551	212.7487	148.3537	232.4534	245.4308	157.7613	177.9126	380.8907	349.5721	331.8284
MFSD9|84804	81.8914	296.8244	178.4008	95.6228	268.367	96.2241	234.9242	293.8408	262.512	259.5559	406.9312	57.6518	228.4398	130.9255
MGAM|8972	5.2833	845.1069	12.7429	3.4151	13.8859	35.3228	204.5875	16.37	13.0357	0.8111	2.2359	0	26.9914	736.456
MGAT1|4245	2250.1651	3970.1879	2967.8241	3160.1071	4233.7938	7658.5465	2167.5916	3729.8956	2433.6303	2569.6036	3496.2868	1308.502	2115.5365	2555.8691
MGAT2|4247	767.6661	781.5943	522.4594	363.1391	1097.2724	728.38	785.0536	1041.948	1031.1688	671.6009	717.0806	377.004	762.3436	601.5801
MGAT3|4248	13.2083	71.9378	28.0344	46.6731	27.7719	137.231	54.754	55.6579	97.9925	519.5174	101.2537	18.7854	26.9914	21.4447
MGAT4A|11320	514.0668	935.8393	2122.9691	972.7347	1904.0737	1453.918	1424.3433	1346.8386	1678.9082	752.7122	1680.428	750.1215	1477.2877	1159.7065
MGAT4B|11282	5824.3297	7430.9786	10133.1634	7326.5306	5249.672	9634.1657	8671.4132	9516.5869	10944.5533	5923.5527	8993.3466	3198.7045	6043.4496	6826.1851
MGAT4C|25834	0.5283	0	0	0	0.8502	3.6541	2.5897	0	0	0	0.6388	0	0	0.5643
MGAT5B|146664	1.585	1.9443	11.4686	0	9.6351	15.0223	147.2438	327.8085	26.0714	29.6056	204.7433	3.8866	1.6458	2.2573
MGAT5|4249	12.1516	101.1017	85.3775	18.7831	233.7938	188.3881	166.4817	189.0731	102.9371	252.6615	645.2128	3.2389	190.5859	47.4041
MGA|23269	373.5306	620.8684	651.1628	482.6676	676.7269	511.1652	116.5372	167.3829	53.0418	466.3895	135.4308	550.6073	754.7729	713.8826
MGC12916|84815	0.5283	0	0	7.9686	1.9837	24.3605	18.128	13.9145	1.798	6.4889	10.86	0	1.3167	2.2573
MGC12982|84793	81.8914	167.8548	491.8764	113.2675	127.2405	96.6301	274.5098	228.361	283.1893	274.967	314.9405	204.0486	132.3239	22.5734
MGC14436|84983	6.8683	0	6.3715	1.7076	1.4169	0.406	0	23.3272	17.0813	4.8667	15.0124	0.6478	10.8624	1.1287
MGC15885|197003	0	0	0	0	0	0	0	0.4092	0	0	0	0	0.3292	0.5643
MGC16025|85009	0	1.9443	0	0	0.2834	0.812	0.37	0.8185	0.899	0	0	0	0.6583	0
MGC16121|84848	43.3232	42.1257	0	39.8428	5.9511	38.9769	5.5494	4.5017	15.7327	1.2167	2.8747	6.4777	0.9875	51.9187
MGC16142|84849	13.2083	7.7771	14.0172	10.2453	6.5179	7.3082	3.6996	9.0035	10.7882	7.7056	3.8329	12.9555	10.2041	9.5937
MGC16275|85001	124.158	14.2579	113.4119	56.3492	26.3549	40.1949	82.131	77.7573	32.814	91.6557	74.4231	83.5628	27.9789	27.6524
MGC16384|114130	2.1133	2.5924	43.3259	2.8459	4.8176	2.4361	7.7691	2.0462	4.4951	9.3278	2.8747	3.2389	10.2041	11.2867
MGC16703|113691	2.182	0	0	3.2102	0.904	4.4417	1.9497	3.053	1.7845	8.8857	0.9231	6.5814	2.393	0
MGC21881|389741	115.1763	377.8354	352.9787	123.5128	174.8495	100.2842	166.4817	148.5574	167.6661	202.7781	138.3055	125.668	135.6155	216.14
MGC23270|196872	38.5682	35.6448	21.6629	30.1667	23.2377	22.3305	44.0252	35.6047	48.0972	26.7667	25.2336	17.4899	55.6287	34.9887
MGC23284|197187	32.2282	40.8296	33.1316	50.0882	30.8891	45.473	17.3881	31.1029	46.2992	45.4223	31.9412	103.6437	51.3496	57.5621
MGC26647|219557	0	0	0	0	0	0	0	1.637	0	0	0	0	0	0
MGC27382|149047	1.0567	4.5366	0	0.5692	7.9348	0.812	17.3881	3.274	12.1367	10.95	12.7765	0	0	1.1287
MGC2752|65996	884.4274	662.9942	333.8643	1373.4399	1023.3085	951.6849	920.0888	902.8034	677.4069	641.1842	917.9909	590.1215	688.6109	551.9187
MGC2889|84789	1.0567	3.2404	12.7429	2.2767	0.8502	0.406	1.4798	0	0.4495	0	7.9853	0	0.6583	0.5643
MGC29506|51237	3.17	4.5366	1.2743	456.4852	27.7719	445.7978	49.2046	389.1958	106.0836	30.0112	5.1106	10.3644	3.95	16.3657
MGC34034|154089	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5643
MGC3771|81854	36.1696	28.5677	0	13.1368	4.8516	15.5136	28.8716	13.5543	25.8377	14.3324	27.2331	38.2769	15.5958	9.8194
MGC42105|167359	18.4916	55.0875	21.6629	35.8586	13.3192	17.4584	1.1099	2.4555	0.899	55.5612	1.2776	0.6478	3.95	6.772
MGC4473|79100	0	0	0	0	0.5668	1.624	0.37	0	1.798	0	0	0	0.3292	0.5643
MGC45800|90768	222.956	40.1815	312.2013	186.123	30.6057	58.8713	3.3296	9.822	0	227.1114	27.15	213.7652	184.661	102.7088
MGC57346|401884	260.9959	231.3675	740.3632	115.5443	286.9203	112.8705	385.4976	159.9754	229.698	392.5256	494.6195	154.8178	220.869	91.3657
MGC70857|414919	770.3078	609.2029	169.4807	332.4032	281.1194	576.1267	329.6337	517.2908	413.9958	249.8226	317.1764	615.3846	218.2357	496.614
MGC72080|389538	157.7863	326.5781	126.7155	114.5083	24.4194	178.9241	45.3126	237.0575	61.9735	94.5716	50.5757	143.6372	47.8045	82.4887
MGC87042|256227	2.1133	12.3137	20.3887	4.5535	3.1173	18.6764	27.007	20.0532	4.4951	6.4889	10.2212	0	1.3167	3.386
MGEA5|10724	3008.3212	2987.0382	4428.1618	4226.1879	3685.7244	2672.7568	2585.2756	3062.8197	5239.9018	2089.4251	2892.5976	6258.1377	4055.2995	4600.4515
MGLL|11343	998.0188	3122.4887	2635.2342	7273.5966	2751.1158	4781.9732	8202.3677	10655.6169	8827.4163	7491.0271	21889.3236	1702.996	3561.2245	4083.5214
MGMT|4255	803.0643	741.4128	284.1669	853.7753	303.5069	649.2083	405.1054	630.6528	1012.739	835.04	466.9808	1914.8178	307.7683	628.6682
MGP|4256	207.6344	1059.6241	3107.9962	6926.3946	4249.0967	13828.6642	4642.9893	7043.1758	1507.1966	21239.7851	14472.5705	69.3117	2323.239	8198.0813
MGRN1|23295	2818.1218	4332.4692	2036.3173	3671.2339	2624.7255	3488.8348	3864.5949	3271.5367	2320.8041	3963.0944	4593.1486	3392.3887	3022.3831	2812.0767
MGST1|4257	1049.2669	14014.2579	8892.0038	10451.9175	3333.1916	2453.918	10035.5161	6744.8332	18499.0066	5086.4848	1798.93	512.3887	89.5326	8024.8307
MGST2|4258	836.8776	532.7285	537.7509	1510.6131	638.4697	822.9801	725.8602	569.6746	805.9659	767.7177	853.1502	954.8178	578.6702	1060.9481
MGST3|4259	4612.3365	4158.7816	4974.8327	5340.6492	1887.6373	2252.9436	3773.5849	2250.8697	1627.6645	3186.0489	2831.2705	4123.7247	2657.6695	3853.2731
MIA2|117153	26.4166	181.4647	49.6974	22.7673	371.2363	32.8867	70.6622	94.9458	276.4467	121.2613	103.4896	8.4211	262.3436	265.8014
MIA3|375056	1020.2087	1219.0538	1944.5683	837.8382	1378.6752	1040.1949	1472.438	1083.6914	1235.2449	1686.7079	2099.4969	958.7045	1300.8558	1307.5621
MIAT|440823	42.1714	30.4083	131.252	35.8586	14.4527	213.918	24.9908	45.8359	51.6933	10.1754	16.4497	18.5976	19.4207	19.7517
MIA|8190	2.1133	6.1892	3.8229	0	1.9979	3.6541	3.4628	1.24	6.6122	0	0	7.987	0.6847	1.1287
MIB1|57534	639.8098	320.8036	1618.3498	512.8344	953.0287	1011.3683	1880.1332	1355.842	849.568	953.0569	1856.1048	864.7773	1192.2317	178.8939
MIB2|142678	1147.0083	674.6598	238.2924	757.5833	477.5062	921.2343	523.4924	610.1903	686.8465	542.2285	500.1996	1194.4939	415.734	876.4108
MICAL1|64780	1097.8735	357.0966	867.6266	561.7842	791.4162	1632.1559	98.0392	378.3835	157.0757	442.9322	190.6891	535.2291	299.21	1530.3499
MICAL2|9645	363.4923	383.6682	713.6031	459.3311	903.7194	1564.3524	843.1373	1799.8772	278.6943	3733.1441	1736.0057	509.1498	627.7156	336.3431
MICAL3|57553	2022.4541	2255.3467	1313.7942	2277.3034	1314.0631	1451.0759	1420.6437	1639.4516	995.2083	1047.957	524.475	10422.6721	2723.1731	1405.7562
MICALCL|84953	0.5283	2.5924	17.8401	1.7076	4.8176	4.4661	2.5897	6.9572	2.697	4.4611	4.4718	0.6478	2.9625	1.693
MICALL1|85377	383.0405	325.9883	249.7611	624.3944	335.813	1252.1315	1067.7026	3480.663	445.4613	321.606	1297.1333	270.1215	456.2212	270.316
MICALL2|79778	1658.9618	82.3072	342.7843	830.4388	619.7662	2053.1872	241.2135	373.2351	330.3876	917.3679	421.9436	1034.4939	158.657	502.8217
MICA|4276	286.8842	455.606	370.8187	397.2901	185.3348	424.6853	330.3737	424.8005	494.0081	433.5395	380.42	1191.9028	208.0316	527.6524
MICB|4277	25.8883	46.6623	127.4291	73.9939	82.1821	184.3281	35.5161	178.4326	10.7882	31.6334	43.1207	39.5142	14.8124	199.7743
MID1IP1|58526	2214.7669	760.8555	1050.0159	1532.2421	1303.011	1169.3057	369.9593	408.4305	215.7633	1784.8525	406.2924	531.8219	1115.8657	1659.1422
MID1|4281	368.7756	580.0389	2781.7776	1028.5147	2739.7804	609.4194	642.6193	462.4514	529.0696	3440.7381	899.7844	1369.3927	947.6629	715.0113
MID2|11043	211.861	203.4997	131.252	193.5224	573.2908	270.808	347.0218	245.9587	302.0686	504.9174	564.7209	62.1862	318.9598	461.0609
MIDN|90007	5158.1033	1338.9501	1191.4622	5597.9202	3356.7127	5447.8279	2699.593	3558.4203	1155.2327	2325.4588	2625.569	3098.2996	1409.4799	5474.0406
MIER1|57708	762.9111	434.2191	2008.2829	755.3066	704.4988	969.1433	1203.1077	780.8471	744.3834	676.8732	1425.8564	1098.6235	1912.1132	880.3612
MIER2|54531	292.1675	416.0726	359.3501	544.7087	354.7999	1036.9468	418.054	800.0818	429.2791	424.6173	418.1107	457.9757	260.6978	419.3002
MIER3|166968	272.0909	549.5787	554.3167	358.0165	566.7729	334.5514	353.3111	361.3669	391.5205	370.6783	400.543	347.2065	322.2515	314.8984
MIF4GD|57409	1116.5606	643.4673	584.1606	524.1099	850.7375	540.1259	364.3507	563.184	736.0046	2005.4304	923.9575	276.2364	884.6412	353.053
MIF|4282	12740.9589	13716.4096	5878.1013	18253.1358	5386.8282	17140.8689	15586.1302	10437.2867	7561.1914	15310.8912	3633.6533	33271.8769	3155.9085	4265.2483
MIIP|60672	561.6167	379.1316	44.6002	407.5354	175.1328	684.9371	344.0622	406.3843	316.4529	233.6003	241.7951	1081.1336	377.551	540.0677
MIMT1|100073347	0	0	0	0	0	0	0	0.8185	0	0	0.9582	1.2955	0	0
MINA|84864	465.4814	255.2171	688.7034	383.8915	316.9083	614.0154	633.411	672.4739	557.1099	233.4016	544.2178	255.9482	455.135	456.851
MINK1|50488	2666.6543	897.1808	679.0825	1587.9652	2010.5987	1967.3894	3011.4243	3422.7092	3170.498	1504.7714	1841.3224	2250.4291	3359.9704	2025.6151
MINPP1|9562	441.6854	576.7984	327.4928	328.4189	559.9717	314.2509	614.5024	636.3822	1186.2487	307.8171	531.1826	312.2267	366.0303	588.6005
MIOS|54468	832.6509	453.0136	360.6244	370.5385	597.0953	428.7454	321.1247	439.1242	508.8418	584.8119	358.0612	439.1903	446.6754	782.7314
MIOX|55586	1124.2901	1581.3351	131.252	965.3353	16.4364	486.8047	37.3659	15.1422	7.6416	23.1167	0	2585.9109	892.3634	1198.6456
MIPEP|4285	840.0475	748.5418	245.9382	841.2533	720.085	425.9034	578.9863	460.4052	752.4745	344.7227	326.1199	411.336	976.3002	950.9029
MIPOL1|145282	73.4381	0.6481	68.8117	25.0441	123.5565	44.661	120.9767	48.7006	43.6022	58.4001	36.0936	58.2996	45.7538	69.4131
MIP|4284	0.5283	0	10.1943	3.9843	0.5668	0.812	1.1099	0.4092	1.3485	0.4056	0	0.6478	0.3292	0
MIR155HG|114614	41.7382	12.9618	91.749	15.9371	11.9022	80.3898	4.4395	10.2312	5.8436	16.2222	0.3194	17.4899	3.95	25.9594
MIR17HG|407975	19.5483	6.4809	43.3259	2.2767	0.8502	9.3382	5.1794	5.7295	12.1367	0.4056	2.5553	13.6032	4.2791	47.4041
MIS12|79003	974.7722	293.5839	1027.0787	311.3434	377.7542	238.3272	369.2194	367.9149	597.3947	193.0447	187.495	1520.9717	394.0092	343.6795
MITD1|129531	259.4109	530.1361	820.6435	578.2905	145.944	247.2594	217.1661	236.9552	342.9738	145.5946	81.1307	321.9433	156.0237	396.1625
MITF|4286	1347.7744	617.628	1828.6078	1320.5058	785.5473	645.5542	1976.3226	1433.5993	1905.0102	888.1679	2729.3779	2072.8745	3192.5609	1410.2709
MIXL1|83881	0	0	0	0	0	1.624	0	0.4092	0	0	0	0	0	0
MKI67IP|84365	1191.8848	1223.5904	1906.1994	1029.0839	568.4534	613.0207	1458.3537	1065.6517	1063.5153	750.6682	532.4603	417.1336	324.8848	897.833
MKI67|4288	68.6831	979.2612	981.2042	296.5446	933.1916	1388.5505	855.7159	3054.6347	186.9949	268.8837	1031.3823	162.5911	578.6702	291.1964
MKKS|8195	1788.4031	1204.7959	819.3692	821.3319	830.8891	719.4478	817.98	974.8312	1103.0899	800.1622	649.3652	853.7652	571.4286	934.5372
MKL1|57591	649.8481	589.7602	340.2357	1170.8106	1172.9366	2384.4905	1026.2671	1668.099	580.3134	1212.2072	800.1278	1620.081	986.8334	522.009
MKL2|57496	522.5201	849.6436	1712.6473	367.1234	1305.2781	479.0905	1024.4173	719.869	742.5854	1307.1074	1068.7535	955.4656	2594.7992	495.4853
MKLN1|4289	2015.5858	1481.5295	1846.4479	1484.9999	1563.1598	1330.0853	1263.781	1297.7287	1382.6832	1689.1412	1485.5865	970.3644	1874.5885	1438.4876
MKNK1|8569	368.8654	736.8762	1789.1048	319.3575	268.3868	577.7507	624.4913	622.0749	610.8799	271.7388	415.2711	821.3765	291.9684	449.8758
MKNK2|2872	2650.6406	1821.7758	493.1507	2876.0845	2872.4052	4471.7824	2852.0163	4853.6935	4005.1064	1887.4582	5285.315	1743.8057	2306.7808	3950.3386
MKRN1|23608	4760.7978	2383.6682	2097.4833	3581.3029	2814.311	2403.1669	3226.7851	2893.7999	3245.8893	3355.9769	2925.8165	2315.7895	3193.8776	2177.7652
MKRN2|23609	485.0086	320.8036	636.8015	536.1709	399.2915	490.4588	514.9834	554.9417	518.2814	296.8671	627.9645	675.4591	961.4878	640.0847
MKRN3|7681	0	0.6481	0	0	1.7003	0	0	1.637	0.4495	0	0.3194	0	0	2.2573
MKS1|54903	674.1514	537.2651	572.1567	346.6328	464.187	241.1693	348.8716	248.0049	443.6633	661.0565	245.9475	844.6964	581.9618	446.9526
MKX|283078	1.585	0	0	6.8302	58.661	6.9022	1.8498	73.2556	49.4458	38.9334	127.7649	2.5911	2.3041	4.5147
MLANA|2315	8.9816	1.2962	0	0.5692	1.1335	1.624	0.7399	1.637	0	0	0.9582	0	1.3167	1.693
MLC1|23209	0	1.9443	2.5486	6.261	9.3518	39.3829	4.0696	4.5017	1.798	2.8389	1.9165	1.2955	1.975	7.3363
MLEC|9761	6483.1594	9288.3992	5698.6301	15721.4188	7258.0942	6298.0106	3748.7976	5939.4311	4973.3442	10823.8873	9211.2114	9604.5344	13041.8038	11439.6163
MLF1IP|79682	49.3251	362.1192	492.6027	187.5631	173.3843	210.5684	324.8169	480.2988	49.0367	79.854	256.7628	196.2688	140.3851	117.833
MLF1|4291	461.762	259.8833	698.3116	495.7589	212.2565	261.0637	736.219	565.1729	446.3603	216.9725	459.3149	547.3684	518.7623	304.7404
MLF2|8079	5150.7066	4914.4524	2495.0621	9793.3721	5098.406	6947.6248	5365.1498	6910.9883	7083.7791	6737.9094	4677.4734	6192.7126	4874.9177	5921.5576
MLH1|4292	617.6199	489.9546	205.1609	667.6523	395.0407	470.9704	553.8291	821.772	629.3096	481.8007	548.7503	532.4696	921.9882	677.7652
MLH3|27030	451.7237	506.8049	342.7843	287.4377	729.7202	344.7016	387.7174	281.1541	455.3505	492.3451	317.8152	588.1781	397.9592	629.2325
MLKL|197259	459.1203	326.6364	370.8187	309.6359	457.1024	326.0252	306.3263	360.1391	138.4481	232.3837	148.2073	337.4899	316.6557	757.3363
MLL2|8085	892.3313	1133.4997	1220.9493	2214.7046	2535.1187	2165.9359	1670.4181	2269.2859	1355.1329	1859.7141	2909.6351	2210.4227	3085.316	1824.6558
MLL3|58508	1453.4408	1675.3078	1192.7365	1519.1509	1767.7648	1334.5514	1102.4787	1195.4164	1288.7363	1550.0355	1546.2749	1730.2024	2388.0843	1027.6524
MLL4|9757	989.5654	918.3409	561.9624	896.4641	1371.3071	1320.341	763.226	1436.8733	934.9743	1124.2016	1273.1774	1170.5263	1100.395	1314.3341
MLL5|55904	883.0379	1353.9015	2094.9347	1338.8791	2114.1764	1603.4389	1806.1968	1765.6722	1315.8415	2841.7317	1614.9485	1372.7028	2075.3818	1114.2212
MLLT10|8028	320.1691	414.7764	920.0382	309.0667	536.734	363.378	496.1154	458.7682	595.1471	332.9616	380.1006	733.2794	518.7623	647.2912
MLLT11|10962	49.1349	72.5859	1228.4167	101.8839	95.5012	177.4259	1069.9223	336.812	538.9588	567.7786	3119.3803	58.2996	28.6373	42.3251
MLLT1|4298	2036.1907	1576.1504	1271.7426	1721.2111	2027.6302	2455.136	1766.1857	2781.2564	1357.0613	1480.6854	1821.2888	1281.9433	1815.339	1490.4063
MLLT3|4300	345.0007	208.6844	280.3441	813.9325	614.0985	324.8071	945.9859	1018.6208	828.4412	799.7567	574.6227	458.6235	528.3081	624.1535
MLLT4|4301	2063.664	1639.0149	2399.4903	1247.6503	2594.6865	1847.3406	2513.8735	1714.7534	1572.8246	1739.4302	928.2121	3376.8421	2790.9809	2552.4831
MLLT6|4302	5716.55	2014.2579	13169.7993	3222.7173	1642.2246	3864.799	4490.936	4269.2859	2688.9502	4055.1556	2543.48	5515.7895	3198.815	2843.1151
MLL|4297	426.3638	1710.9527	2210.8952	1596.5599	1553.808	1398.7008	1923.4184	3058.318	1572.8246	2090.2362	1927.6531	1185.4251	1887.7551	1152.3702
MLNR|2862	0	11.6656	0	0	0.8502	0	0	0	0	0	0	0	1.3167	0
MLN|4295	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MLPH|79083	18.4916	7.129	574.7053	9.1069	326.4612	26.3906	1689.9741	650.2967	1.798	640.7787	121.0573	3.8866	5.925	23.702
MLST8|64223	1208.1839	2035.9106	833.5266	1412.651	1286.2288	1820.5968	1413.1077	1186.769	1920.716	1676.0986	1474.6371	1275.2389	1444.5293	1060.079
MLXIPL|51085	1793.6864	137.3947	132.5263	934.0302	146.2274	191.6362	151.6833	148.9666	2.697	71.3779	103.809	2695.3846	237.9855	1073.9278
MLXIP|22877	321.7541	399.2223	861.4208	625.5327	1301.3107	1166.0577	1068.4425	1511.3567	589.3035	1326.9796	1713.6469	250.6883	924.2923	1525.395
MLX|6945	1656.9647	1452.5081	2050.9971	730.9341	1203.8286	841.0556	1105.9933	673.3784	1159.3457	1621.6851	811.9205	979.634	966.5207	1593.0361
MLYCD|23417	422.6654	867.79	142.7206	208.3212	315.6925	247.2594	120.6067	289.3391	426.1325	186.5558	135.4308	222.1862	569.4536	250
MMAA|166785	428.4771	129.6176	363.173	503.1583	440.666	318.717	234.5542	185.7991	220.2584	271.7226	251.6969	370.5263	382.8176	494.921
MMAB|326625	909.259	983.7978	556.8652	1618.758	1054.1977	709.7036	580.4661	557.8064	1009.143	795.2955	392.5577	864.1296	689.5984	1199.2099
MMACHC|25974	189.6711	278.0298	221.7267	122.9436	118.7389	90.134	129.8557	126.4579	113.2757	53.939	177.5932	91.336	163.9236	209.9323
MMADHC|27249	1000.6604	1978.6131	2500.1593	1236.2667	1640.5243	965.8952	2370.3293	1966.8508	1949.9609	1309.5407	960.1533	271.417	983.5418	1598.1941
MMD2|221938	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMD|23531	201.2944	412.1841	1687.1615	206.6136	355.65	529.8417	977.8024	1296.0917	1030.7193	1259.2517	1645.2927	152.2267	203.7525	312.0767
MMEL1|79258	21.5507	47.3169	15.317	33.9518	0.3089	7.1133	0.4144	2.2672	1.5148	41.898	0	81.0235	50.2535	46.0045
MME|4311	11.095	1911.86	653.7114	310.205	75.9476	4294.7625	6.6593	218.1297	1.798	73.8112	9.9018	171.0121	707.7024	2101.5801
MMGT1|93380	467.5736	742.0609	488.0535	425.7493	1167.8356	412.0991	618.572	518.1093	741.6864	1159.8905	1008.0652	60.2429	734.3647	633.1828
MMP10|4319	0	1.9443	0	1.7076	97.7683	0.406	0.37	0	0	0.4056	0	0	0	1.1287
MMP11|4320	2197.8603	328.5807	252.3097	574.3062	461.3532	833.9423	249.7225	588.9094	59.7844	3065.1931	761.4789	3928.0972	2641.8697	475.7336
MMP12|4321	3.6983	18.7946	19.1144	94.4845	2.2671	2.03	2.2198	36.8324	0	0.4056	2.5553	0	0.9875	0
MMP13|4322	0	0	0	0	0	0	0	2.4555	0	0	2.2359	0	0	0
MMP14|4323	1871.8795	9840.5703	1346.9258	3670.0955	11374.8495	7531.0597	1734.7392	7616.1244	4638.0121	9488.391	4295.7758	2484.8583	15629.0323	9970.0903
MMP15|4324	2422.9296	196.3707	108.3147	1832.2018	384.8388	1986.1957	1083.6108	1040.311	1141.7475	1908.1415	504.352	4102.3482	3943.713	1724.605
