TCGA-KL-8327-01A-11R-2315-07	TCGA-KL-8329-01A-11R-2315-07	TCGA-KL-8332-01A-11R-2315-07	TCGA-KM-8439-01A-11R-2315-07	TCGA-KM-8441-01A-11R-2315-07	TCGA-KM-8476-01A-11R-2315-07	TCGA-KM-8477-01A-11R-2315-07	TCGA-KM-8639-01A-11R-2403-07	TCGA-KN-8422-01A-11R-2315-07	TCGA-KN-8423-01A-11R-2315-07	TCGA-KN-8424-01A-11R-2315-07	TCGA-KN-8425-01A-11R-2315-07	TCGA-KN-8430-01A-11R-2315-07	TCGA-KN-8437-01A-11R-2315-07	TCGA-KO-8403-01A-11R-2315-07	TCGA-KO-8406-01A-11R-2315-07	TCGA-KO-8410-01A-11R-2315-07	TCGA-KO-8411-01A-11R-2315-07	TCGA-KO-8413-01A-11R-2315-07	TCGA-KO-8415-01A-11R-2315-07	TCGA-KO-8417-01A-11R-2315-07
CDH24|64403	86.7925	50.9807	100.3415	24.0358	32.673	51.9121	22.9446	50.0883	31.6313	76.5876	67.2269	43.592	82.6176	29.8969	48.6798	62.254	82.2362	46.7925	84.2715	37.0768	37.1813
CDH26|60437	14.1509	0.9931	1.576	6.9922	3.38	9.6903	8.548	46.7082	0	1.7742	11.6482	1.0462	2.454	4.4674	21.2974	9.5212	1.8034	3.7736	4.4588	1.612	2.8329
CDH2|1000	8.4906	25.8214	2.1014	1.7481	3.38	3.4608	15.7463	1.8437	113.4207	2.957	54.2474	6.9747	100.2045	3.0928	2.6078	1.0986	5.0496	0	2.2294	13.4336	3.8952
CDH3|1001	47.1698	56.6085	7.8802	17.9176	131.4431	20.0727	88.629	4298.9936	3890.1943	1644.4149	42.5992	112.2929	241.7178	733.677	12.6046	2.5634	1653.3814	1.5094	8.0259	177.324	8.8527
CDH4|1002	0.9434	0	6.3042	7.8663	0.7511	0.6922	0	0.9219	0	4.7313	0.9984	11.5083	10.6339	1.7182	0.4346	1.4648	10.0992	0	11.147	1.612	0
CDH5|1003	1045.283	767.6901	3657.4731	618.8135	1410.9473	1088.7697	673.0402	547.8989	907.8174	1147.9264	1852.4004	984.83	2185.6851	1152.921	2124.09	1290.1218	1464.743	1136.2264	2010.0323	1038.6889	1000
CDH6|1004	56.6038	69.5192	99.8161	5.2442	10.5154	69.9083	62.5351	3.6875	42.0244	71.2649	42.932	52.6591	97.3415	12.0275	79.9739	55.2962	55.9062	31.6981	57.9646	52.6599	59.4901
CDH7|1005	20.7547	0	0	0	0	0	0	0	0.4519	0.8871	7.3217	14.9956	1.227	0	2.1732	5.8592	0	327.5472	0	21.4938	0.7082
CDH8|1006	0	3.6415	29.4195	0.437	0	2.7686	0.4499	0	1.8075	2.6613	6.3233	3.8361	3.272	0.3436	4.781	2.5634	0.7214	0.3774	0.8918	12.8963	2.1246
CDH9|1007	0	0	0.5253	0	0	0	0	0	0	0	0	0	0	0	0.4346	0	0	0	0	0	0
CDHR1|92211	6.6038	2.3173	3.1521	0.874	1.5022	0.6922	3.1493	3.9948	1.8075	4.7313	2.6625	8.3697	6.135	0.3436	5.2157	0	5.0496	2.6415	6.2423	1.612	0.7082
CDHR2|54825	1.8868	11.5865	1.576	4.8072	1.8778	6.9216	1.3497	69.7549	20.3344	1.7742	11.6482	1.7437	2.454	3.4364	5.2157	10.2536	10.4599	4.1509	0.8918	8.0602	3.187
CDHR3|222256	2.8302	5.0881	8.4056	16.34	6.1966	3.6269	5.8441	9.9808	3.2851	4.0098	2.7756	5.0078	2.045	25.4261	13.8346	7.8623	1.6628	8.3358	4.762	3.6163	5.7932
CDHR4|389118	0	0	0	0	0	0	0	0.3073	0	0	0	0	0	0	0	0.3662	0	0	0	0	0
CDHR5|53841	9.434	1.3242	2.6267	0.874	0.3756	0	0	0.9219	3.615	0.8871	1.664	2.7899	2.454	0.6873	1.3039	0.7324	3.6069	0	2.6753	0.5373	0.7082
CDIPT|10423	3903.7736	2473.2268	2897.2945	3783.2405	2297.6246	3692.6804	1766.2805	2784.6662	5524.6272	2872.4773	1767.5347	2014.2982	3151.7382	2556.701	2256.2208	2026.5495	3951.3075	1899.2453	2673.5035	3503.4927	2618.9802
CDK10|8558	2875.4717	474.3855	683.4778	1022.6155	627.9223	1306.1083	668.0913	1093.6468	619.521	1031.1229	469.9226	902.8771	638.0368	714.433	618.9286	666.1174	868.1695	592.4528	1066.9936	853.3047	751.4164
CDK11A|728642	585.717	271.8663	238.1665	400.3584	325.9037	334.8469	265.1355	382.4752	245.0881	259.7206	292.4336	207.6234	361.9387	229.3918	281.1388	315.3236	311.8088	286.7358	325.6939	379.0005	295.9596
CDK11B|984	1574.6604	466.361	498.8968	878.3481	546.8782	764.3052	628.3523	736.9839	577.7768	458.8423	432.4187	542.1587	444.6053	539.6804	587.7084	400.9631	344.2777	438.9245	710.9798	607.0285	572.6664
CDK12|51755	469.8113	749.8138	802.2065	444.4444	927.6124	350.9258	704.9826	1120.381	474.469	1128.4098	869.9559	898.3435	789.7751	929.8969	600.6737	892.0626	1097.9261	720.3774	859.213	493.8205	689.4476
CDK13|8621	1677.3585	1086.4851	794.8516	674.7514	956.1544	1144.8347	977.6178	866.2518	855.3999	1498.6324	1257.3425	1225.8065	1245.8078	978.6942	1344.3442	1709.7867	687.4662	1437.3585	1221.2685	811.9291	1322.9462
CDK14|5218	439.6226	1731.6892	77.7515	735.9336	1059.0555	256.7918	426.4987	703.3879	142.7926	1106.8234	1546.5513	1218.1343	1074.0286	859.7938	693.6868	612.286	907.4842	650.1887	467.7294	782.3751	651.204
CDK15|65061	0	0	0	0	0.3756	0	1.3497	3.3802	0	0.2957	2.3296	0	0	0.3436	0.4346	0.3662	0	0	1.3376	1.0747	0
CDK16|5127	4449.0566	4196.6399	5102.7055	8668.1962	7644.7282	7323.0663	5018.1082	12159.4838	5450.9715	4566.8663	4187.37	4485.789	4883.0266	7237.457	3857.4378	4612.6522	4544.6348	3612.0755	4167.2054	8644.2773	5524.7875
CDK17|5128	312.2642	384.6727	543.2099	325.5763	545.3009	278.941	300.5286	247.3688	394.0352	591.7055	437.9732	331.9965	638.8548	420.6186	518.0919	329.5798	702.9757	337.7358	580.0914	404.6212	370.7507
CDK18|5129	1091.5094	599.851	322.0384	579.9192	420.9933	492.8188	401.7546	397.0193	35.2463	287.1294	342.4578	445.3357	450.7157	634.7079	621.1018	441.6369	345.8972	463.0189	818.192	393.8743	360.1275
CDK19|23097	124.2925	143.9378	160.1313	343.2274	346.206	131.0746	277.8765	617.2544	142.9146	259.6141	191.8729	211.2328	240.7894	427.2612	182.3188	178.3906	242.936	127.6717	267.502	183.3853	164.0439
CDK1|983	39.6226	76.14	63.5671	86.966	78.4903	35.9924	70.1833	32.5728	56.4844	47.0171	62.9004	27.2014	100.2045	105.4983	78.2354	192.9873	93.0568	63.0189	69.1116	116.604	103.7535
CDK20|23552	153.7736	133.4106	67.2445	212.8264	244.4841	125.9734	114.7228	305.754	121.1026	86.6415	118.4791	114.7341	94.4785	264.9485	142.1276	151.2405	85.8431	140.7547	144.4655	86.5126	111.5439
CDK2AP1|8099	2672.6415	2491.1032	2759.1279	1870.862	1205.5206	3117.4944	1064.4472	1211.339	3199.7289	1577.5856	2408.5198	1624.0628	2372.1881	1362.1993	3198.0876	1867.6188	2027.4121	2198.8679	2282.9116	3701.2359	1979.4618
CDK2AP2|10263	2237.7358	1488.3721	2199.1069	1234.5679	754.8587	2586.6067	659.0935	1373.2811	2300.9489	1072.2259	764.7891	1496.7742	880.5726	794.1581	1387.3737	1130.8249	1556.3571	1374.717	2984.2827	3815.6905	1283.6402
CDK2|1017	201.8868	340.9749	438.1403	256.9649	327.481	190.3444	236.1939	194.2076	178.9426	326.7539	263.2499	157.9773	430.2658	323.0241	298.1636	384.5098	525.1578	238.8679	364.7308	284.7931	341.0057
CDK3|1018	249	69.2974	84.0242	114.1047	77.127	136.8957	46.5414	154.4258	41.2427	81.2715	57.286	87.6652	73.5746	77.0412	79.2046	74.6901	93.0135	40.9358	61.1883	104.1537	67.7904
CDK4|1019	2041.5094	1885.9555	1436.3015	1696.0559	1591.2121	2159.5432	1131.4813	1009.4492	1518.3009	1733.1263	1747.2335	1193.7228	2021.2679	1509.622	1978.9199	1483.8414	1501.1722	1580.3774	1419.2398	2765.7174	1843.4844
CDK5R1|8851	579.2453	45.353	18.9125	34.0872	43.9395	129.4342	113.3731	23.9687	138.7257	65.9422	54.9131	160.4185	62.9857	96.5636	100.8367	323.3544	107.8449	20.3774	36.5623	77.3778	358.0028
CDK5R2|8941	0	0.6621	0	0	0.3756	0	0	0	0.9038	0.2957	0.3328	0	0	0.6873	0.4346	0	2.1641	0	0	0	0
CDK5RAP1|51654	975.4717	549.2014	727.607	469.3543	475.4483	748.2263	493.0829	479.3731	465.8834	630.4428	590.7313	647.2537	547.6483	374.2268	592.4155	563.5814	555.0947	613.5849	593.9137	672.2192	723.0878
CDK5RAP2|55755	1207.5472	1046.7599	376.1492	855.6757	857.7598	991.8671	905.185	719.0597	606.8685	586.0871	1005.7409	684.9172	536.1963	829.8969	1097.4682	1339.9249	871.7764	1119.2453	464.6082	432.5631	1405.0992
CDK5RAP3|80279	2157.5472	908.7147	739.69	1245.4933	921.9792	1666.0322	1269.5985	1351.7708	746.498	1106.8234	893.918	1021.4473	1124.3354	890.378	1018.3636	981.7816	902.0739	832.8302	1123.6206	955.9377	1239.3768
CDK5|1020	468.8679	281.056	126.6089	383.6993	283.5415	409.7595	158.8123	475.9929	295.5264	298.6619	228.9708	371.0549	331.2883	299.3127	276.4316	200.6775	118.6655	316.6038	453.907	737.238	306.6572
CDK6|1021	306.6038	572.0434	492.7765	758.2213	650.0798	338.4669	310.4263	401.3213	599.1866	902.4913	812.7132	373.4961	789.3661	994.5017	578.0724	591.4126	594.0487	591.6981	529.261	339.065	575.779
CDK7|1022	351.8868	371.4309	328.3425	499.5084	328.6076	373.7671	370.712	257.2021	363.7596	191.9125	329.4783	307.9337	250.7157	271.134	481.1475	302.481	241.2985	342.6415	225.17	368.619	373.9377
CDK8|1024	52.8302	108.9133	107.6963	195.7828	222.7021	49.8356	402.6544	153.3379	111.1613	146.6696	228.3052	172.973	163.1902	270.1031	105.1831	113.8881	121.1903	177.3585	91.8515	200.9672	146.6006
CDK9|1025	3462.2642	1404.9491	818.4923	1054.9547	746.5966	2068.1779	695.0849	1067.2198	1305.4677	743.9935	1151.8429	1456.3208	748.8753	744.6735	1419.1025	1428.5453	801.8034	1309.8113	1254.2637	1054.8092	1618.9802
CDKAL1|54901	172.6415	164.5287	118.2033	277.0676	258.755	190.3444	192.5543	316.2019	135.1107	186.8855	160.0799	149.6077	174.6421	219.5876	136.0426	159.6631	139.5852	159.6226	140.4526	149.9194	192.6346
CDKL1|8814	76.4151	70.1812	311.006	156.8885	153.6006	79.5985	183.1065	186.8326	65.07	390.3305	64.2316	155.5362	136.6053	154.6392	89.536	169.5505	569.1614	186.0377	344.6661	88.662	189.4476
CDKL2|8999	662.2642	194.3226	227.4757	49.8197	80.7436	272.0194	402.2045	138.2807	320.8315	489.3916	135.4522	632.9555	214.3149	96.5636	376.8336	622.1734	362.8494	439.2453	346.0038	273.5089	514.8725
CDKL3|51265	40.6226	13.9899	14.8516	39.1216	45.3666	20.7856	19.9033	30.434	9.0737	8.3477	13.7782	15.163	4.908	46.2268	21.4713	15.8491	9.5401	23.8226	9.4884	9.7152	20.2975
CDKL4|344387	0	0.331	0	0.437	0.3756	0	0.4499	11.9843	0	0	0	0	0	0.6873	0	0.7324	0.3607	0	0	0.5373	0
CDKL5|6792	3.7736	40.0563	48.8574	2.6221	53.3283	4.153	34.1919	67.9112	9.4894	151.4009	42.2664	39.4071	53.9877	80.4124	13.0392	102.9021	84.761	27.9245	30.7658	9.6722	43.5552
CDKN1A|1026	1414.1509	1053.0497	4585.2377	4249.5357	21927.3308	1801.0036	3533.0109	4699.3931	2819.7018	380.8679	2282.0534	3716.8265	5097.3415	11767.0103	1636.4229	1998.3521	3930.7484	1548.6792	4360.7179	4320.2579	1303.8244
CDKN1B|1027	702.8302	669.3702	790.1235	544.5209	605.7647	899.1175	1031.605	609.357	547.221	1340.1345	770.7796	693.6356	1221.2679	640.5498	748.8862	948.4574	660.7755	1480.7547	731.2451	855.9914	814.8017
CDKN1C|1028	279.2453	223.7855	244.2868	19.6657	42.8129	352.3101	94.0277	53.1613	143.6963	103.201	185.706	291.8919	343.9673	44.6735	330.3271	245.72	77.5473	214.3396	171.2184	116.0666	129.2493
CDKN2AIPNL|91368	493.3962	406.8526	199.1069	513.9299	347.3852	408.3752	263.6374	463.0867	194.3064	177.7186	397.038	234.6992	146.8303	357.3883	332.0656	316.7628	158.7015	377.7358	210.01	332.0795	453.2578
CDKN2AIP|55602	209.434	466.1094	484.8962	444.4444	582.8561	317.0099	300.5286	390.5662	648.8929	514.2308	487.8942	513.6879	451.5337	469.7595	450.7226	456.2849	684.9414	469.8113	690.6699	372.3804	441.5722
CDKN2A|1029	11.3208	70.5123	29.9448	2.6221	15.0221	80.2907	24.7441	5.8385	54.6769	133.0672	70.555	451.2642	118.6094	6.5292	185.157	60.423	5.0496	11.6981	47.7093	99.9463	29.745
CDKN2BAS|100048912	0	3.6415	0.5253	0.437	0.7511	6.2295	0	0.3073	2.2594	5.6184	5.3249	15.3444	4.908	0.6873	8.2582	5.8592	0.3607	2.2642	4.0129	1.612	3.5411
CDKN2B|1030	50	96.3337	144.4707	24.4729	44.6906	68.524	62.985	12.5989	280.6146	320.2484	307.5131	536.3557	248.2618	43.299	274.693	227.0439	88.3679	38.8679	399.5095	227.2972	116.5014
CDKN2C|1031	98.1132	109.5754	80.9036	470.2283	196.789	157.1206	73.7825	95.8746	184.817	118.8734	86.1969	51.6129	89.5706	170.4467	101.706	137.3249	133.4536	89.8113	129.3055	276.1956	118.6261
CDKN2D|1032	175.4717	159.8941	213.2913	177.4282	131.0675	210.417	113.823	134.5932	277.9033	70.0821	113.1542	175.4141	181.1861	100	138.6504	167.7195	84.4004	133.9623	146.249	357.8721	206.7989
CDKN3|1033	14.1509	54.2912	22.0646	11.7994	22.5331	14.5354	8.548	7.375	29.3719	8.5754	38.6055	8.3697	43.7628	23.3677	43.4641	93.0147	19.477	20	21.8482	75.7657	37.8895
CDNF|441549	9.434	5.9588	2.6267	13.1105	11.6421	6.2295	14.8465	14.4427	1.3556	2.957	5.6577	2.4412	5.317	5.4983	2.1732	2.5634	2.8855	3.0189	5.7965	2.6867	6.728
CDO1|1036	3.7736	2.6483	2.1014	3.0591	10.5154	11.0746	0.4499	5.8385	4.0669	5.9141	5.3249	0	0.409	7.2165	3.9118	2.9296	3.6069	21.8868	4.4588	2.1494	8.8527
CDON|50937	44.3396	176.1152	114.5259	34.0872	93.5123	49.8356	33.2921	61.4581	78.6263	323.2054	215.6585	268.5266	181.1861	94.5017	51.7223	150.5081	150.7665	70.9434	185.4866	88.662	123.9377
CDR1|1038	0	0	0	0	0	0	0	0.3073	0	0.2957	0.6423	0	0.818	0.6873	0	0	0	0.2264	0	0	0
CDR2L|30850	157.5472	121.493	278.9598	393.7507	1029.3869	142.5852	388.2578	1171.6985	688.2061	283.581	130.1273	464.1674	237.2188	690.0344	182.1145	123.4093	633.3634	83.0189	454.7988	662.0097	87.8187
CDR2|1039	442.4528	944.1364	554.7675	723.2601	577.5983	562.7271	439.9955	511.6386	635.7885	559.1779	782.095	684.5684	562.7812	576.9759	884.4942	958.711	966.2759	714.3396	947.0516	674.3686	950.0708
CDRT15P|94158	3.7736	2.9794	3.6774	1.7481	0.7511	0.6922	0.4499	7.375	4.0669	1.4785	0.9984	5.231	1.636	1.0309	0	1.0986	1.0821	0.7547	3.1212	2.6867	3.187
CDRT15|146822	3.7736	0	0	0	0	0	0	0	0	0	0.3328	0.3487	0	0	0	0.3662	0	0	0	0	0
CDRT1|374286	0.9434	0	0	0	0.9276	0	2.3934	1.6717	0	1.1828	0.6656	0.3487	0	1.0309	0	0	0	0	0.8918	0.5373	0
CDRT4|284040	171.6981	77.8184	76.7218	206.0002	166.3243	79.5985	99.8313	202.1971	59.6475	72.4921	51.9744	72.0628	85.9223	163.866	83.9596	65.645	82.7015	47.3925	142.9673	124.1268	45.4533
CDS1|1040	1445.283	1939.5845	2008.9309	1300.9942	1369.6367	1286.0356	3635.1367	1122.8394	2457.7497	3446.4405	4223.3131	4221.0985	3905.1125	1493.4708	2509.1818	3952.394	2873.5798	2460	3760.5618	3414.8307	2161.8272
CDS2|8760	1000	1194.0743	879.4326	821.1515	920.477	1111.611	829.603	635.4767	1023.0456	1123.6786	1229.3868	925.1962	1267.8937	938.8316	1064.4355	999.3592	1205.771	867.1698	852.5248	982.2676	1042.1388
CDSN|1041	0.9434	0.331	11.5577	1.311	3.0044	6.2295	5.8486	2.151	14.46	3.5485	5.6577	2.7899	15.5419	97.2509	23.4706	8.4226	3.6069	1.5094	8.0259	3.2241	0
CDT1|81620	92.4528	181.4119	105.595	38.0203	67.5993	214.57	32.8422	27.9634	408.4953	40.5116	133.1226	27.8989	343.9673	182.1306	129.523	118.6487	66.3661	153.2075	260.3946	445.9968	98.0878
CDV3|55573	1627.3585	4469.4198	7105.8576	3743.4721	8313.5856	5611.3514	3837.5886	6300.991	2664.7085	1994.5295	5517.9299	2778.3784	5339.4683	6165.2921	5398.6743	5852.6046	2484.0397	6157.3585	3098.8742	2696.3998	3615.4391
CDX1|1044	0	1.9863	1.0507	1.7481	0.7511	0	0.8998	0.3073	0	0	0.9984	0	0	0.6873	0	0.7324	0.3607	0.3774	0	0	1.4164
CDX2|1045	0	0	0.5253	0	0	0	0	0	0	146.3739	0	0.3487	0	0	0.4346	0	1.4427	0	3.1212	0	0
CDX4|1046	0	0	0	0	0	0	0	0	0	0.2957	0	0	0	0	0	0	0	0	0	0	0
CDY1B|253175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDY1|9085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDY2B|203611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDYL2|124359	13.2075	66.5398	157.0791	6.5552	54.8305	40.8375	348.2173	60.5362	92.1826	204.6278	157.4174	160.7672	84.2536	32.9897	29.9902	194.8183	251.3977	38.4906	28.5364	50.5105	89.5892
CDYL|9425	201.8868	368.4515	640.3993	426.5268	451.413	321.855	939.8268	955.6734	705.3773	365.7869	632.9978	549.6077	437.2188	512.3711	405.0853	495.4683	344.8151	383.3962	391.9296	559.3767	432.3654
CEACAM16|388551	0.9434	0.331	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3662	0	0	0	0.5373	0
CEACAM18|729767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEACAM19|56971	159.434	58.9258	30.4702	12.6734	26.2886	49.8356	5.8486	11.0625	4.0669	17.4466	21.9652	13.252	38.4458	10.9966	26.0785	48.3384	24.8873	14.3396	14.2682	22.0312	52.4079
CEACAM1|634	208.4906	97.9889	260.0473	192.7237	587.3627	641.6335	252.84	372.1288	117.9394	323.7969	288.5431	466.6085	544.3763	511.6838	302.0754	622.1734	283.4986	1138.1132	805.7028	303.0629	156.5156
CEACAM20|125931	0	0	0	0	0	0	0	0	0	0.2957	0	0.3487	0	0	0.4346	0	0	0	0	0	0.3541
CEACAM21|90273	0.9434	12.9107	11.0323	18.7917	9.7643	8.9981	6.2985	5.5312	4.5188	11.5325	14.6435	13.6007	15.1329	3.0928	17.3856	2.9296	11.1812	10.566	14.2682	11.8216	3.5411
CEACAM22P|388550	3.7736	2.6483	1.0507	0	0	1.3843	0.4499	0	0.4519	3.2528	4.9921	1.7437	3.681	0	0.4346	0	1.8034	0	1.3376	2.1494	1.4164
CEACAM3|1084	1.8868	1.9863	0	1.311	0	0	0	1.5365	0	0	3.6609	1.7437	0.409	1.0309	0	0	0.7214	0	4.4588	0	0.7082
CEACAM4|1089	2.8302	1.9863	1.576	4.8072	3.0044	0.6922	0.4499	5.8385	0.9038	1.7742	4.3265	1.7437	6.544	2.7491	2.6078	0.7324	1.0821	0	4.4588	2.1494	0
CEACAM5|1048	0	0	0	0.437	0	0	0	0	0	0.2957	0	0.3487	0	0	1.3039	0.7324	0.3607	0	0	0	0
CEACAM6|4680	0	0.331	0	0	0	0	0.4499	0	0	0	0	0	1.227	0	1.3039	0.7324	0	0	0	0.5373	0
CEACAM7|1087	0.9434	6.9519	0	0	0	22.8413	0.4499	0	0	0.2957	49.5882	0	0	0	68.2386	73.24	0	16.9811	0	1.0747	60.9065
CEACAM8|1088	0	0	0	0	0	0	0.4499	0	0	0	0	0	0	0	0	0.3662	0	0	0.4459	0	0
CEBPA|1050	147.1698	361.8307	389.8082	131.1046	292.5547	146.7382	46.7889	79.8955	299.5933	147.261	129.7945	688.4045	122.2904	135.0515	228.1865	52.7328	130.9288	58.8679	202.4301	113.9172	21.2465
CEBPB|1051	1095.283	452.2056	771.2109	788.8124	1450.0047	1672.9538	330.2216	262.4261	449.6159	402.4544	447.2918	206.8003	592.229	886.2543	1028.795	305.4106	587.5564	647.5472	1165.9793	1272.9715	173.5127
CEBPD|1052	1220.7547	706.116	1406.8821	801.0488	596.7515	803.5992	893.9377	1065.376	595.1197	405.7071	1411.4319	363.034	768.9162	250.8591	1399.5436	893.1612	454.8242	772.0755	949.7269	1406.7706	315.864
CEBPE|1053	0.9434	1.9863	2.6267	0	0.3756	1.3843	0.4499	0.6146	0.9038	1.4785	2.3296	1.7437	2.863	0.6873	1.3039	0	0.3607	0.3774	2.6753	3.7614	0.3541
CEBPG|1054	655.6604	1084.8299	1014.4471	1970.5015	2937.189	1272.8846	307.277	431.4358	2064.6182	834.1835	1125.5512	988.3173	2073.2106	2893.1271	1908.5081	612.6522	2110.009	513.5849	1458.4773	2070.9296	645.1841
CEBPZ|10153	529.2453	759.4141	688.2059	991.5875	1075.5798	526.7347	1079.7436	896.9809	685.9467	805.7958	819.3693	648.9974	633.1288	958.4192	848.419	732.7657	1709.2876	940	653.6618	393.3369	793.9093
CECR1|51816	320.7547	1300.0083	675.5976	675.6255	3935.0296	731.6145	301.8783	6625.1825	219.6114	716.4929	1127.2152	1673.2345	930.4703	1933.677	967.076	230.3397	10225.0676	487.5472	1099.543	606.6631	412.1813
CECR2|27443	3.7736	0.331	0	0.437	1.5022	1.3843	0.4499	54.6977	0.4519	175.6487	0.9984	1.3949	0.409	6.1856	2.1732	2.9296	205.9513	0.7547	0	1.0747	0.7082
CECR4|100130717	3.7736	0.9931	0.5253	15.7325	7.1355	2.0765	3.1493	5.8385	0.9038	1.1828	1.664	0.6975	1.227	5.8419	3.0425	1.4648	0.3607	0.7547	4.0129	3.7614	1.4164
CECR5|27440	661.3208	688.2397	444.9698	949.197	752.2298	677.6259	616.8035	971.3452	563.4885	812.0056	441.3013	702.354	346.0123	706.8729	438.5526	399.8901	796.7538	647.1698	674.1723	917.7861	725.2125
CECR6|27439	5.6604	3.6415	5.2535	14.8585	29.293	8.3059	6.2985	19.052	3.615	7.6883	3.6609	3.4874	1.227	26.8041	14.3431	2.9296	10.0992	0.7547	8.0259	15.0457	1.0623
CECR7|100130418	33.9623	24.1662	5.2535	4.8072	96.1412	71.2926	0	46.7082	0	91.3728	7.6545	43.9407	1.227	74.5704	3.4771	0	65.6447	25.6604	2.2294	1.0747	22.3088
CELA1|1990	0	0	0.5253	0	0.3756	0	0	0.3073	0	0	0	0	0	0	0.4346	0.3662	0	0	0	0.5373	0.3541
CELA2A|63036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CELA2B|51032	0	0	0	0	0	0	0	0	0	0	0	0.3487	0	0	0	0	0	0	0	0	0
CELA3A|10136	0	0	0	0	0	0	0	0.3073	0	0	0	0	0	0	0	0	0	0	0	0	0
CELA3B|23436	0	0	0	0	0	0	0	0	0.4519	0	0	0.3487	1.227	0.6873	0	0	0.3607	0	0	0	0
CELF1|10658	865.0943	2072.9951	1787.234	1504.2063	1967.5148	1088.7697	1783.8263	2167.9342	1760.5061	2391.0697	1787.1703	2377.6809	2112.8834	2025.4296	1428.2299	2251.7623	2187.5564	1506.7925	1819.6411	1501.8807	1864.7309
CELF2|10659	1136.7925	762.0624	921.9858	115.372	144.9629	584.1841	162.4114	173.9264	277.9033	1102.3878	569.0989	1061.2031	541.9223	248.7973	777.5725	1024.9931	709.8287	1167.9245	1032.6608	297.1521	925.9915
CELF3|11189	0	0	0	0	0.3756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CELF4|56853	83.9623	11.9176	7.8802	2.6221	2.2533	81.675	11.6972	9.526	1.3556	7.0969	76.2127	10.1133	6.953	3.4364	73.4543	24.1692	25.6087	14.717	6.6882	3.7614	31.8697
CELF5|60680	47.1698	255.8967	89.3092	0.437	0	91.3653	47.2388	0	100.7682	304.2803	136.1178	170.1831	201.636	0.6873	75.1929	116.8177	141.028	37.7358	141.7902	66.0935	126.4164
CELF6|60677	632.9434	25.295	105.6527	205.6856	35.0878	124.8728	38.5244	247.4334	53.3077	27.468	32.006	111.6373	35.1738	65.4742	68.0256	55.5598	30.4058	22.5019	75.1131	63.0575	40.2585
CELP|1057	0	277.7456	0	865.7271	497.9814	0	106.6247	543.5968	0	0	80.872	3.4874	3.681	510.3093	0	0	1.0821	0	0	0.5373	1.0623
CELSR1|9620	52.8302	218.1577	135.5398	955.3152	804.056	116.2831	2219.3229	1493.1244	885.2237	2552.8203	220.9834	1255.7977	986.0941	1232.9897	122.1341	136.9587	1988.4581	32.0755	1188.2733	110.1558	230.8782
CELSR2|1952	149.0566	351.5683	542.1592	547.143	589.2404	157.8128	624.9016	1196.5891	272.0289	799.8817	325.4846	516.129	224.9489	698.2818	310.3336	427.3551	447.9711	142.2642	543.5291	391.7249	292.1388
CELSR3|1951	67.5943	55.2843	32.0462	9.6143	3.38	200.0346	3.1493	93.2627	38.7438	13.8597	57.9549	28.2476	70.7198	3.7801	43.8987	77.4146	20.6997	14.717	42.4791	16.1204	120.1346
CEL|1056	174.5283	5104.3615	76.1755	16808.4781	6432.4477	35.3002	2191.4295	9578.2438	6.3263	22.7693	1404.443	420.5754	1197.955	10765.6357	417.6899	13.1832	718.1244	35.0943	14.2682	18.2697	537.8895
CEMP1|752014	817.9245	112.0086	123.4568	687.0796	231.306	452.0782	92.8669	587.3458	281.925	71.5606	98.6039	319.4281	119.1288	306.7457	175.282	138.4748	62.7592	157.634	341.1481	563.5572	193.6969
CEND1|51286	2209.434	402.218	574.7308	152.0813	97.2679	6226.6828	63.4349	56.2342	7127.8807	204.9235	290.54	804.8823	863.8037	157.3883	1625.1222	462.1441	105.6808	3053.5849	341.545	1382.0527	519.1218
CENPA|1058	8.4906	7.945	5.7788	5.6812	2.2533	0	4.9488	1.8437	25.305	2.0699	12.3138	1.7437	15.9509	4.811	11.7353	25.634	10.8206	6.0377	6.2423	19.3444	16.289
CENPBD1|92806	665.0943	460.1506	394.011	413.4164	324.8521	417.3732	217.2984	423.7536	541.3466	710.5788	322.4894	619.7036	454.3967	374.5704	382.0493	519.2713	371.5059	475.8491	829.339	503.4927	551.6997
CENPB|1059	4826.4151	2981.3788	3319.6743	3396.045	2493.6626	4942.0315	1916.5448	3165.7064	4476.7284	3237.9685	2461.7689	3718.5702	3101.4315	2603.4364	2669.9989	2735.146	3219.477	2558.8679	4417.3448	5740.9995	2997.8754
CENPC1|1060	575.4717	459.8196	402.9419	192.7237	322.5988	605.6411	402.2045	264.2698	282.4221	469.5794	464.5977	427.2014	409.407	278.3505	571.9874	592.145	433.5437	1085.6604	380.3366	228.9092	700.0708
