TCGA-KL-8324-01A-11R-2315-07	TCGA-KL-8325-01A-11R-2315-07	TCGA-KL-8328-01A-11R-2315-07	TCGA-KL-8330-01A-11R-2315-07	TCGA-KL-8331-01A-11R-2315-07	TCGA-KL-8333-01A-11R-2315-07	TCGA-KL-8337-01A-11R-2315-07	TCGA-KL-8340-01A-11R-2315-07	TCGA-KL-8342-01A-11R-2315-07	TCGA-KL-8346-01A-11R-2315-07	TCGA-KM-8438-01A-11R-2315-07	TCGA-KM-8442-01A-11R-2315-07	TCGA-KM-8443-01A-11R-2315-07	TCGA-KN-8418-01A-11R-2315-07	TCGA-KN-8419-01A-11R-2315-07	TCGA-KN-8421-01A-11R-2315-07	TCGA-KN-8428-01A-11R-2315-07	TCGA-KN-8431-01A-11R-2315-07	TCGA-KN-8432-01A-11R-2315-07	TCGA-KN-8434-01A-11R-2315-07	TCGA-KN-8435-01A-11R-2315-07	TCGA-KN-8436-01A-11R-2315-07	TCGA-KO-8407-01A-11R-2315-07	TCGA-KO-8409-01A-11R-2315-07	TCGA-KO-8414-01A-11R-2315-07
DSG4|147409	1.8797	4.3395	0	0	0	0	0	0	0	0	0	0.3372	1.6598	0.3396	0	0	0.3021	0	1.692	2.0387	0	2.9726	0	0	0
DSN1|79980	319.5489	181.9232	264.1595	259.719	360.5917	291.498	368.7944	321.7473	230.8038	209.8067	190.6629	226.2306	359.3361	329.0323	155.3488	494.1882	857.4018	185.4545	510.9983	237.7149	368.8411	418.3992	269.7857	276.3158	520.9095
DSPP|1834	0	0	1.8124	0	0	0	0	0	0	0	0.4851	0	0	0.3396	0	0	0.6042	0	0	0	0.347	0	0.4373	0	0
DSP|1832	18362.782	22068.116	4035.7952	11142.4371	3478.746	6639.6761	6184.8942	6912.5276	5471.4863	7847.5462	4822.3633	15260.9575	5772.1992	8363.6672	8090.6977	2265.8418	6589.7281	6792.7273	16428.652	6139.8135	8225.5378	6912.8756	5785.3083	5789.4737	4768.5749
DSTN|11034	5559.2105	11008.8558	7057.9973	4429.5982	5591.0176	7158.2252	6436.069	7552.2419	5443.1971	5283.8625	4958.6897	6143.6278	6426.1411	7006.4516	2100	4318.7102	5719.3353	4294.5455	6589.3965	4933.7059	6840.0416	6408.2699	4573.2401	4065.7895	4705.2375
DSTYK|25778	424.3421	744.3829	406.8872	610.9115	646.1114	453.1108	552.4327	570.8285	575.2133	640.5985	480.7809	568.4423	453.527	564.6859	635.3488	674.5407	532.0242	574.5455	1202.4817	690.7188	676.9604	608.6482	594.6655	335.8726	402.3549
DST|667	2405.0752	4254.3319	2920.2537	4107.1545	3819.2365	5525.9027	3397.3095	3167.4892	2733.2735	2116.5545	708.3149	2517.532	4087.9668	3542.9542	10384.6512	1610.0487	5908.7613	2142.7273	7798.6464	3392.8402	3691.8806	5209.9242	4908.1767	1270.0831	2599.2692
DTD1|92675	467.5752	574.1429	845.4916	656.3215	743.3358	476.2456	556.2269	615.7723	425.2357	543.0039	811.1661	578.557	419.5021	819.0153	402.3256	578.9276	1190.3323	614.5455	563.4518	529.2521	548.9244	632.0577	684.7398	641.9668	626.0658
DTHD1|401124	0	0	0	0	0	8.2624	0	0	0.449	0	0	0	0.4149	0	0	0	0	0	2.2561	1.2232	0	0	0.8745	0.6925	0.812
DTL|51514	5.6391	8.0113	30.8111	19.9281	26.2547	26.4397	11.762	27.3023	39.515	38.2639	22.3168	11.1261	50.6224	11.8846	15.3488	58.1177	671.9033	20	28.7648	38.7357	96.4608	9.2895	27.547	15.2355	35.3228
DTNA|1837	509.3985	577.8147	489.8052	992.8128	1013.6771	172.8497	1405.744	1243.3057	864.3916	446.6992	823.78	628.1187	433.195	687.2666	810.2326	1460.8174	257.7039	450	63.7338	1036.8937	800.4858	1258.1701	1225.6231	586.5651	421.8433
DTNBP1|84062	232.1429	124.1751	167.1953	102.5809	106.2494	196.315	170.3587	139.0318	224.0683	117.3714	229.4746	180.7148	132.7801	200.3396	199.5349	104.6119	212.3867	169.0909	232.9385	180.6307	171.0618	172.7847	221.6878	185.5956	275.2741
DTNB|1838	388.6278	630.8896	565.9266	374.7141	341.7212	492.1094	182.1207	504.4629	460.2604	839.6569	316.316	375.59	398.7552	449.5756	292.093	434.9456	488.5196	330	347.9977	506.0107	260.5829	168.3258	487.101	572.7147	324.8071
DTWD1|56986	369.8308	316.78	317.6257	237.8308	446.3297	294.4724	233.7215	386.4328	288.2802	288.9142	224.138	277.1409	381.3278	354.8387	216.7442	193.4758	342.9003	201.8182	350.2538	241.7924	334.8369	468.934	309.1386	394.0443	326.4312
DTWD2|285605	105.7331	462.6523	210.6932	163.672	188.7056	423.3661	221.9596	250.7613	185.0022	146.6068	225.1083	186.4464	246.0581	298.1324	333.9535	155.9805	208.4592	152.7273	242.5268	236.8994	417.4185	481.9394	229.9956	90.7202	235.8912
DTX1|1840	4.6992	3.0042	21.2959	1.9601	12.3069	62.1334	10.6237	15.9614	39.9641	3.8694	7.2772	17.1949	7.4689	5.7725	18.1395	4.1245	7.2508	5.4545	12.9724	67.2778	42.6787	11.8906	22.7372	5.5402	21.5185
DTX2|113878	526.3158	219.643	339.3747	227.05	429.5103	185.4086	245.8629	204.9774	442.7481	377.0502	293.5141	242.0769	307.0539	171.8166	164.186	188.6014	307.855	220	328.2572	362.4847	236.9882	289.8325	370.3542	508.3102	470.5644
DTX3L|151636	768.562	2284.2775	1537.7934	1641.0977	2452.2985	2511.2518	1843.4407	2053.7604	2178.9672	1107.0057	1059.4693	3301.9319	1843.8963	2281.4329	2005.6977	732.6584	1957.8459	948.1818	1027.0897	2172.0416	2280.8779	1153.143	1832.3568	703.6011	991.3073
DTX3|196403	1982.6128	683.9644	1177.1636	1341.065	1405.4462	792.5308	1883.8108	950.1208	1095.6444	1797.5451	1421.9665	1531.3554	1467.6349	1007.8098	805.5814	1287.964	800.6042	1110.9091	1133.6717	997.3425	772.3803	1549.1173	1552.2519	1546.3989	1371.9042
DTX4|23220	20.2068	15.355	33.5297	11.7609	39.7923	92.8695	31.4917	68.8859	80.3772	70.9388	82.9602	49.5617	20.332	13.2428	74.4186	25.1219	90.0302	30	48.5054	70.9475	70.4372	24.5243	83.9528	35.3186	25.1726
DTYMK|1841	334.5865	157.2217	392.841	211.0421	322.4404	124.9277	257.2455	196.1567	225.8644	366.7319	237.237	171.6116	226.1411	221.7317	129.3023	844.3945	359.8187	225.4545	168.6407	217.7354	242.5399	200.6532	241.3642	426.5928	420.2192
DULLARD|23399	2114.1917	713.0053	1346.1713	1571.7086	1373.8585	1361.6459	1565.8584	1138.2968	1606.6457	1974.677	2069.638	1251.18	1163.0705	980.9847	1374.8837	1476.9404	1465.861	1221.8182	1096.4467	1208.1463	1124.9133	1186.4552	1549.6283	1713.2964	2315.0629
DUOX1|53905	4076.1278	120.837	32.1704	20.9082	77.5334	177.1462	17.8327	26.8823	26.9421	15.0476	23.7722	192.5152	41.0788	14.9406	1131.1628	11.2486	7.855	5.4545	169.7688	97.4509	34.6981	28.2401	49.847	78.9474	51.1571
DUOX2|50506	46.9925	89.1257	11.3276	12.0876	8.2046	169.5447	0	25.6222	20.2066	0.8599	0.9703	9.1032	0	8.489	12.093	308.2115	3.3233	2.7273	10.1523	20.795	0.347	2.2295	3.0608	2.0776	18.6764
DUOXA1|90527	179.8026	16.5099	0.4531	1.8131	1.3538	10.7973	0	1.2601	0.449	0	0.4851	7.3331	0	0.5671	3.7209	1.1849	0.3021	0	2.7411	0.4077	0	1.1147	0.4373	0	0.812
DUOXA2|405753	12.3966	9.8606	2.2655	1.7805	0.6974	20.9303	0	5.8805	3.1432	0.4299	0.4851	1.0958	0	0.4516	0.4651	62.1822	0.9063	0	0.643	2.4465	0	0.3716	0.8745	0	3.2481
DUPD1|338599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUS1L|64118	1791.8233	482.6806	1503.3983	1253.5119	1054.7	1224.4898	1361.3521	983.7236	1095.1953	1262.7099	1398.6794	748.4828	997.9253	1080.1358	1306.9767	916.7604	1008.1571	1049.0909	865.2002	982.6637	529.4934	697.0842	1139.484	2926.5928	1240.3573
DUS2L|54920	433.2707	189.2669	448.1196	334.5312	500.0697	201.6029	377.9004	262.5223	264.4814	489.6924	403.6425	301.0789	511.6183	358.5739	244.186	224.5969	142.5982	333.6364	217.1461	268.2957	296.322	308.4115	306.9523	421.7452	330.4913
DUS3L|56931	780.0752	323.7899	743.0902	459.327	369.2065	368.1732	675.7436	340.2289	665.4692	704.6583	593.8202	628.4558	614.5228	541.5959	274.4186	518.1852	522.9607	418.1818	449.5206	612.0242	386.1901	655.4672	867.9493	800.554	965.8952
DUS4L|11062	302.7491	342.997	344.5401	301.4603	232.1612	310.2669	255.5115	299.3804	301.1361	213.2763	395.9481	300.5866	270.9917	408.5127	352.8605	158.354	320.9577	399.3818	415.4935	223.4072	410.0104	322.8919	251.1718	417.126	222.972
DUSP10|11221	1315.3195	59.4171	66.6063	26.4619	249.8298	120.9617	36.0447	27.3023	105.9722	47.2925	35.9009	110.2495	67.6349	14.9406	177.2093	11.2486	44.1088	38.1818	60.9137	267.0725	66.2734	67.256	153.0389	43.6288	133.5769
DUSP11|8446	187.0301	169.9062	186.2256	180.9866	191.5772	386.681	144.1789	183.9756	172.4293	110.9224	183.8708	191.1666	163.9004	168.0815	272.5581	291.3386	213.5952	145.4545	247.6029	161.4667	152.3248	215.1449	221.6878	242.3823	214.7787
DUSP12|11266	121.2406	106.4835	84.2773	110.0947	109.9415	155.9944	92.1986	123.0705	85.7656	88.136	107.2175	106.878	102.9046	118.5059	98.6047	111.736	184.29	95.4545	138.7479	128.0317	133.5878	145.6594	105.3782	99.0305	122.6147
DUSP13|51207	10.8083	0	0	0	0.8205	0.3305	0.7588	0	0	0.8599	1.4554	0.3372	0.4149	1.0187	0.4651	0	0.3021	4.5455	0	0.8155	0.347	0.7432	0	0	0
DUSP14|11072	393.3271	198.9472	233.3484	127.0827	221.5239	255.4738	112.6872	187.3359	217.7818	407.1455	297.8804	214.0931	92.1162	190.8319	133.4884	183.727	173.4139	238.1818	137.0558	316.0018	167.592	197.309	152.1644	168.9751	300.0406
DUSP15|128853	3632.0489	1611.9395	9927.5034	4597.5172	4952.7005	814.3436	5048.1576	4426.3362	3982.9367	6180.2704	9255.1535	1955.8328	7404.1494	6282.5127	1569.7674	2587.9265	2767.9758	8564.5455	1762.5494	3527.3958	2890.3539	3564.9392	4565.3695	11321.3296	5239.5453
DUSP16|80824	2220.3947	2894.4145	1198.4594	3162.3652	2361.6911	1297.199	1912.6466	2296.3352	1493.938	3399.0413	1361.8082	3424.1403	1631.9502	1205.0934	2091.1628	941.5073	1609.0634	1772.7273	1771.0096	2377.5569	1467.7307	1837.4634	1860.516	1132.2715	1785.6273
DUSP18|150290	117.4342	135.8415	64.6534	64.345	44.7109	121.6029	52.2876	75.5728	66.0036	85.9348	44.5026	115.6069	70.5228	72.9236	73.9535	63.2846	64.7825	112.5	98.088	67.6162	63.4212	47.8298	67.2366	49.169	52.3752
DUSP19|142679	33.3647	47.4002	36.2483	50.9637	65.2265	71.3873	41.736	58.805	79.0301	63.2	55.3068	63.7222	46.888	49.5756	40	172.1035	23.565	50.9091	89.1145	47.7061	43.3727	391.6454	71.2724	49.169	47.9091
DUSP1|1843	2026.3158	1705.4046	3937.0186	2393.6622	4382.4816	12142.444	2451.7997	3860.1281	3302.6493	1184.0323	5064.4518	4164.8685	4675.1037	1989.1341	3559.0698	5838.3952	661.9335	2841.8182	2119.5713	8381.1838	6130.8119	3009.0554	8783.9965	1516.6205	5308.1608
DUSP21|63904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4373	0	0
DUSP22|56940	720.3947	482.3468	266.8781	311.0095	300.6982	798.8102	296.7049	403.6543	360.1257	288.0543	390.5435	380.9845	307.4689	524.618	495.3488	328.4589	368.8822	460	446.7005	533.7373	419.8473	664.7567	405.3345	434.2105	469.3463
DUSP23|54935	661.1842	166.902	729.4971	353.1526	500.48	380.0711	460.6136	385.5928	634.9349	505.5999	772.3544	281.5239	488.3817	334.4652	730.2326	183.3521	614.5015	520.9091	311.9007	692.3498	327.5503	251.5597	837.7787	1131.5789	594.8031
DUSP26|78986	35.2444	0	17.2179	11.4342	15.5887	2.3135	83.8514	13.0211	4.4903	4.7293	6.3069	7.7546	3.3195	7.8098	34.4186	2.6247	4.8338	0.9091	1.128	15.4943	5.5517	27.4969	9.1823	6.2327	14.2103
DUSP27|92235	0.9398	2.3366	0.4531	0.9801	0.8205	0.3305	0.3794	0.8401	0.8981	0	0.4851	1.3486	0	0.6791	2.3256	0	0.6042	2.7273	2.2561	11.4168	1.3879	0.7432	2.6235	4.1551	3.6541
DUSP28|285193	107.6128	49.0692	103.7608	87.2264	104.1983	47.922	91.0603	94.088	76.3359	146.1768	80.5344	105.8665	93.7759	87.4397	57.6744	170.9786	45.6193	120	67.1179	91.7425	80.8466	76.8651	108.8763	120.4986	129.5168
DUSP2|1844	33.8346	22.3649	87.449	4.247	26.6649	213.5008	31.8711	18.0615	244.7238	21.0667	33.9603	178.0175	617.8423	53.6503	828.8372	21.3723	221.148	125.4545	25.9447	193.6785	2.4289	171.2984	205.9467	15.928	41.8189
DUSP3|1845	2414.4737	2447.1171	2890.802	2710.5521	2677.5678	5529.2076	3818.4636	3097.7633	2157.6111	1948.4512	2141.925	2920.4316	3063.4855	2479.7963	4910.6977	3296.5879	1784.29	3173.6364	3141.568	3088.2552	1666.204	2231.3383	2469.1736	1915.5125	2917.9862
DUSP4|1846	83.6466	209.2951	357.4989	61.4178	181.3214	227.0511	63.3628	958.9415	215.0876	676.7127	96.5443	302.7647	108.7137	213.9219	683.2558	177.7278	1266.4653	48.1818	199.0976	990.8186	289.0354	95.1245	1083.0783	40.8587	63.7434
DUSP5P|574029	24.4361	0	1.3593	1.9601	0	0	0	0.42	0	0	0	2.3601	0.8299	0	0.4651	0	13.8973	0	1.692	2.0387	1.3879	1.8579	0	3.4626	1.218
DUSP5|1847	94.4549	40.7241	127.3222	76.4456	107.8904	944.8897	269.3868	70.146	192.6358	39.1238	293.9992	440.3237	86.722	60.781	849.7674	17.2478	52.568	174.5455	210.3779	265.4415	50.3123	194.708	220.8133	169.6676	246.4474
DUSP6|1848	415.8835	698.318	1357.0458	978.7651	5790.3891	2218.6235	2036.3369	1588.9951	1473.7315	602.3345	1027.5418	1386.7161	14305.3942	596.2649	946.5116	2986.5017	336.5559	537.2727	978.0034	4669.8953	1353.2269	3482.82	3716.2221	1593.4903	1422.6553
DUSP7|1849	280.0752	152.5484	294.9705	192.0941	354.028	279.9306	250.7954	380.5523	254.6026	493.5618	431.2959	245.4484	311.6183	228.5229	145.5814	172.8534	620.2417	302.7273	224.4783	408.5598	299.7918	164.9816	379.0993	216.0665	244.4174
DUSP8|1850	4106.203	808.1395	601.2687	2206.7952	1094.9025	948.1947	3426.9042	1271.4481	954.6475	939.831	1962.9056	4097.1005	814.1079	708.3192	2382.3256	481.8148	270.0906	1600	369.4303	1455.2394	652.6718	257.8766	1888.5002	1246.5374	2323.5891
DUSP9|1852	1.4098	2.3366	154.0553	504.4103	155.477	2.644	378.6593	40.3234	4.9394	2.1497	2572.7357	3.3715	4.1494	603.3956	55.3488	258.3427	14.8036	1168.1818	17.4845	47.7061	98.1957	17.4643	9.1823	59.5568	123.8327
DUT|1854	821.1983	1595.9202	1508.1695	1226.083	1311.758	878.8862	1790.3525	1457.1543	1228.2802	1483.97	1228.8633	1515.3877	1170.0041	1633.5348	1031.5953	1139.6063	1833.136	1683.7182	1136.0575	1227.9382	1706.0201	3136.0243	1344.906	1250.8172	1010.8689
DUX4|22947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUXA|503835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DVL1|1855	3465.6955	655.5911	1940.1903	2014.7011	1562.9743	678.84	2079.5905	1206.3425	1124.3826	2744.255	2568.3694	1387.0533	1734.4398	1324.2784	2092.5581	1521.5598	1913.5952	2216.3636	1023.6887	1085.0075	925.399	1783.5843	1473.1089	4546.3989	3193.6663
DVL2|1856	662.1241	295.7503	628.4549	600.4574	678.9298	325.2086	509.9379	426.3362	469.6902	632.4298	615.6518	479.0964	553.527	415.9593	528.3721	347.5816	947.1299	446.3636	436.5482	465.2362	406.3151	578.9217	494.0971	522.1607	695.0873
DVL3|1857	1613.2519	1641.3143	1948.3462	2389.0885	2255.0315	1357.0189	2065.5521	2008.1907	1647.5079	3092.0699	1567.0255	2395.4821	2355.1867	1875.382	1071.1628	1118.1102	1614.1994	2026.3636	871.4044	1960.4345	2049.6183	1411.2611	1884.1277	1349.723	1354.8518
DVWA|344875	0	0	0	0	0.4102	0	0	0	0	0	0	0	0	0	0	0	0	0.9091	0	0	0	0	0.4373	0	0
DYDC1|143241	0	1.0014	1.3593	0	1.2307	0	2.2765	2.1002	0	0.4299	0	2.3601	2.9046	0.3396	0	0	0.6042	0.9091	1.128	1.631	0	10.7758	0	0	3.2481
DYDC2|84332	5.1692	5.6747	2.2655	0	3.2818	0	14.4179	6.3005	0	1.2898	0	4.7202	3.3195	1.6978	0	0	1.8127	0	6.7682	1.631	1.0409	43.1033	0	0.6925	14.6163
DYM|54808	744.3609	765.4126	508.3824	810.8461	565.7065	785.5903	791.8455	758.5845	569.8249	888.2392	654.4636	656.4396	607.8838	907.3005	1027.907	853.0184	1130.5136	591.8182	685.8432	756.3657	972.9355	1516.0467	570.6165	426.5928	351.6037
DYNC1H1|1778	7751.4098	9029.0643	6934.3	8040.1829	7871.8935	7041.8904	7122.4363	7533.3403	6032.3305	6462.3057	6493.6955	9562.0364	7517.8423	8739.5586	10456.7442	9722.5347	10714.8036	7036.3636	7790.7501	8987.4996	9285.2186	12809.4798	6506.3402	6673.8227	7406.0089
DYNC1I1|1780	18.3271	6.3423	8.1559	4.9004	9.8455	55.8539	4.553	10.5009	15.2672	6.019	10.6732	7.4174	2.9046	6.7912	9.3023	25.1219	14.1994	10	4.5121	25.2801	22.2068	10.4042	10.9314	0.6925	10.1502
DYNC1I2|1781	794.1729	1077.8531	541.0059	1030.3822	722.4141	1841.8574	674.6054	905.597	892.2317	701.2189	985.8191	1063.385	854.3568	969.4397	1739.5349	1457.0679	626.284	949.0909	994.3598	917.4246	1018.39	1201.6899	812.8553	711.9114	606.5773
DYNC1LI1|51143	321.4286	742.7139	584.5039	464.2274	532.4779	506.6512	479.9639	638.0342	486.3044	467.7659	479.8106	724.2077	429.0456	739.5586	546.0465	409.0739	833.8369	494.5455	401.5792	616.1016	765.4407	690.3958	618.7145	360.8033	275.2741
DYNC1LI2|1783	2164.4737	2174.3992	1675.1246	1982.3587	1565.0255	2471.4534	1653.8834	1681.823	1826.6727	1573.9805	1907.5989	2699.5954	2054.3568	2077.0798	2437.6744	2388.0765	929.003	1656.3636	1803.1585	2183.0629	2145.3851	3933.175	1834.718	2066.482	2062.9314
DYNC2H1|79659	63.9098	308.4349	76.1214	228.6834	63.5856	324.8781	145.3171	154.1531	70.4984	33.9646	100.9106	194.2009	99.5851	195.9253	66.0465	189.3513	92.4471	44.5455	235.1946	131.2937	357.7377	478.9667	162.2213	57.4792	100.6902
DYNC2LI1|51626	772.0865	510.3863	207.5215	324.7305	246.5479	660.0017	229.9274	274.7033	193.5339	266.5578	187.752	416.0486	239.0041	190.4924	421.8605	631.0461	180.6647	142.7273	189.5093	182.2617	214.7814	839.0278	181.4604	464.6814	235.4852
DYNLL1|8655	2381.109	2885.7356	5811.0557	1820.6468	4626.5681	1256.2175	1157.984	3411.95	2152.6718	3281.6699	2669.28	2070.4653	3150.2075	2149.4058	1925.5814	2561.3048	3370.997	2580	3386.9148	2838.7157	2826.1624	3658.9489	3691.7359	4500.6925	2198.985
DYNLL2|140735	2312.0301	3105.7124	1492.9769	2125.7759	2189.805	3333.0579	1400.8116	2654.2056	1379.4342	2386.5517	1716.936	2033.3783	2070.1245	2893.039	2623.2558	1918.2602	1378.5498	1886.3636	1952.6227	2387.3428	2779.6669	2632.6448	1591.1675	850.4155	1299.6346
DYNLRB1|83658	4209.5865	2877.7243	5515.179	2980.3986	4431.7091	2123.4405	3072.5277	3454.3736	3696.9017	3895.1826	4538.0671	2889.4134	3000	3467.2326	2143.2558	2370.0787	2458.3082	3659.0909	3104.9069	3045.8498	3147.1201	4289.8919	3849.5846	6589.3352	4586.6829
DYNLRB2|83657	0	0	2.2655	0	2.0511	0.661	1.1383	0	0.449	2.5796	0	1.0115	0.4149	0.6791	0	1.1249	0	0	0	0.4077	0	1.4863	2.6235	2.0776	0.812
DYNLT1|6993	1103.3835	583.8232	1023.5614	846.4554	883.6343	654.3832	495.52	876.6145	1192.1868	1343.537	1813.9654	951.1126	1229.0456	934.8048	685.5814	602.1747	529.3051	1116.3636	544.2752	529.2521	668.2859	596.386	562.746	1446.6759	825.4162
DYNLT3|6990	2105.7331	2031.5311	1217.0367	906.5665	162.0406	10148.8887	1961.2121	605.2714	165.2447	139.7279	821.3542	592.7175	197.0954	1029.202	7868.8372	2657.2928	938.0665	687.2727	2684.1512	153.7196	113.8099	3456.4378	255.7936	1116.3435	1958.1811
DYRK1A|1859	710.0564	1018.7698	1097.4173	985.2989	984.1405	2151.8632	1972.974	894.256	1932.6448	765.2787	1589.8274	2438.6379	982.9876	2127.3345	1545.5814	1716.5354	1080.6647	1938.1818	1236.3226	1124.9665	2499.653	2233.1962	2285.0896	1020.0831	937.4746
DYRK1B|9149	2330.3571	829.8367	1669.2343	1490.0359	1407.4974	435.264	1016.4611	1162.6588	1154.9169	2350.4375	1380.2438	1145.9879	1208.7137	1010.8659	290.6977	581.5523	512.9909	1362.7273	695.9955	1013.6523	655.1006	788.4929	1338.8719	1337.2576	1121.8027
DYRK2|8445	225.094	247.6826	278.6588	176.0862	309.313	376.1051	368.415	254.1216	346.6547	205.0775	184.3559	704.3156	244.8133	470.9677	536.2791	321.3348	732.0242	120.9091	379.0186	371.455	376.8217	152.7194	295.1465	184.2105	354.8518
DYRK3|8444	21.6165	13.3522	23.5614	10.4541	43.4843	73.0397	28.0769	32.3427	63.7629	18.4871	28.6237	31.3554	42.7386	14.2615	31.6279	53.9933	30.8157	23.6364	25.3807	69.3165	32.2693	41.9885	45.9117	20.7756	18.6764
DYRK4|8798	296.0526	146.2062	311.2823	199.608	309.7233	133.8511	240.9305	181.4554	259.093	235.6027	298.3655	203.9784	275.1037	248.8964	132.5581	343.4571	347.7341	180	222.2222	220.9974	233.8654	358.5748	307.8268	418.2825	263.0938
DYSFIP1|116729	0.9398	0	0.9062	0.3267	0	0	0	0.8401	0	0	0	0	0.8299	0	0	0.7499	0.6042	0	0	0.4077	0	0	0	0.6925	0.406
DYSF|8291	473.6842	171.2415	227.4581	322.4436	406.1272	1119.7224	211.3359	884.1752	1278.4014	520.2175	1277.3926	366.4869	301.6598	369.4397	1067.4419	206.2242	235.9517	911.8182	464.749	1142.4995	449.6877	577.807	1340.6209	529.7784	323.9951
DYTN|391475	0	0	0	0.3267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DYX1C1|161582	20.6767	21.3635	7.9429	28.4221	23.7933	26.1092	7.9678	11.341	7.6336	7.3088	18.9207	10.7889	10.0788	13.2428	5.1163	12.6772	13.9486	5.4545	24.044	14.2711	13.1853	44.5896	14.9803	22.1607	12.5863
DZIP1L|199221	2.3496	2.6704	11.3276	1.3068	4.5125	20.4908	3.7942	8.8207	7.6336	5.5891	4.8515	8.0917	5.8091	4.7538	2.7907	56.9929	81.2689	0.9091	3.3841	11.4168	11.1034	3.7158	11.8059	6.9252	6.9022
DZIP1|22873	22.9464	9.2898	36.203	6.8605	17.0902	119.4117	22.6513	32.7754	19.2501	13.6073	32.5049	29.2987	23.5353	12.6655	16.7209	38.0915	161.2447	21.8182	20.7727	55.0129	17.9771	479.8659	35.5706	25.7548	12.1803
DZIP3|9666	175.7519	1470.7404	439.5106	1090.1666	632.9841	434.603	875.3175	647.6951	796.1383	542.1441	511.8303	1381.6588	794.1909	970.1188	644.6512	334.4582	725.3776	1067.2727	707.2758	719.5627	1098.4802	784.7771	836.467	306.0942	265.1238
E2F1|1869	525.3759	125.8441	659.266	187.8471	368.7963	62.1334	308.0875	349.4697	260.8891	856.8542	307.0982	82.6028	494.1909	199.6604	95.814	285.3393	2249.5468	300.9091	220.5302	229.9678	511.4504	70.2286	188.4565	240.3047	719.4478
E2F2|1870	10.3383	2.6704	26.7331	13.3943	25.8445	5.9489	6.4501	15.5413	5.3884	42.1333	4.8515	4.383	31.1203	7.1307	3.7209	13.8733	342.9003	9.0909	4.5121	12.2323	42.3317	3.3442	13.1176	6.2327	19.8944
E2F3|1871	327.0677	147.2076	302.6733	293.0415	292.9039	563.1662	499.3142	365.011	324.203	439.3904	406.0682	432.5691	442.3237	326.3158	400.4651	400.8249	488.2175	389.0909	192.3294	331.4961	351.492	395.3612	403.1482	199.446	421.4373
E2F4|1874	2028.1955	1290.1524	2351.6085	2092.4534	2277.1839	1554.3254	2074.6581	1803.6333	1820.8352	2217.1586	1775.6388	1633.8503	1885.0622	1550.764	1197.2093	1629.5463	533.5347	1477.2727	1678.511	1856.8675	1452.4636	1563.6089	2083.9528	2252.0776	2632.5619
E2F5|1875	179.4314	122.4827	119.3339	41.4995	255.3966	108.231	94.6914	119.5716	90.0853	124.4352	26.6685	96.3958	166.9668	46.4992	17.0372	26.1455	142.0937	13	35.0479	119.4446	218.2373	170.2877	92.6498	40.0554	55.4852
E2F6|1876	185.6203	110.4891	146.3525	147.9909	184.193	390.9774	204.5063	141.552	139.6498	184.8707	187.752	217.8018	128.2158	148.3871	222.3256	324.7094	112.9909	146.3636	176.5369	156.5738	154.7536	176.129	137.735	171.7452	250.5075
E2F7|144455	1.8797	6.3423	9.0621	8.8206	9.8455	6.9404	8.3472	7.5606	4.9394	46.8626	3.396	8.4289	21.5768	9.5076	3.7209	9.7488	277.0393	3.6364	4.5121	7.7471	84.3164	3.7158	8.7451	5.5402	7.7142
E2F8|79733	17.3872	2.0028	141.8215	22.215	57.0219	105.7589	111.1695	300.3255	426.5828	45.1428	65.98	9.4403	42.7386	108.9983	351.6279	20.9974	2165.2568	31.8182	6.2042	67.2778	570.7842	6.6884	583.2969	28.3934	45.067
E4F1|1877	972.7444	338.4773	885.8179	724.5998	845.8932	306.7008	750.489	583.8496	626.4032	758.3998	645.7309	640.9305	653.527	595.5857	353.4884	829.0214	564.6526	595.4545	621.5454	662.1767	544.4136	804.4709	836.0297	1387.1191	1256.1916
EAF1|85403	350.094	999.743	913.9103	958.1836	806.1009	936.2968	931.8508	781.2664	880.1078	603.1944	510.86	935.2664	948.1328	1007.4703	884.186	413.9483	1148.9426	733.6364	589.3965	776.7529	1188.0638	1518.6477	721.9064	195.9834	523.7515
EAF2|55840	15.0376	7.6775	73.8559	10.4541	18.8706	131.2071	57.2921	43.2637	34.5757	9.0286	46.5741	14.4976	5.8091	67.9117	13.0233	38.6202	58.3082	23.6364	25.3807	38.328	16.6551	5.5737	59.0293	30.4709	35.7288
EAPP|55837	700.6579	869.2256	1041.2324	837.6348	1047.7261	814.0131	843.067	914.8378	922.7661	741.6325	680.6615	912.677	793.361	1106.2818	670.2326	960.6299	852.8701	743.6364	943.5984	704.9899	960.4441	879.53	931.3511	869.1136	764.1088
