TCGA-KL-8323-01A-21R-2315-07	TCGA-KL-8326-01A-11R-2315-07	TCGA-KL-8334-01A-11R-2315-07	TCGA-KL-8335-01A-11R-2315-07	TCGA-KL-8338-01A-11R-2315-07	TCGA-KL-8343-01A-11R-2315-07	TCGA-KL-8344-01A-11R-2315-07	TCGA-KL-8345-01A-11R-2315-07	TCGA-KM-8440-01A-11R-2315-07	TCGA-KN-8429-01A-11R-2315-07	TCGA-KN-8433-01A-11R-2315-07	TCGA-KO-8405-01A-11R-2315-07	TCGA-KO-8408-01A-11R-2315-07	TCGA-KO-8416-01A-11R-2315-07
CHKB-CPT1B|386593	345.8396	162.7438	172.3164	220.3993	283.797	94.1038	138.6563	174.6163	152.5642	475.0795	397.7377	591.3682	347.9541	343.3645
CHKB|1120	588.6318	1209.4376	545.4705	416.6429	628.1626	315.9628	412.294	540.124	371.4427	552.5619	893.1016	1206.9467	575	687.5812
CHL1|10752	926.2066	798.418	658.4362	6.0199	763.1579	8003.8583	794.7172	18.9922	1720.5854	608.8725	1102.9508	1350.4561	167.735	0.5261
CHML|1122	256.4819	318.8728	164.2433	497.6422	113.7218	175.3771	292.2768	151.1628	661.8514	740.8503	152.1311	132.5012	475.9615	172.0374
CHMP1A|5119	2671.3203	3047.8309	3166.7124	3022.7752	3068.609	1996.8432	1784.0942	2439.5349	2545.5237	2099.8152	4689.1803	3407.1051	2163.4615	3040.9049
CHMP1B|57132	2649.7806	2000.7416	3148.0567	2308.0165	2312.5	1693.0901	2182.8883	2832.9457	2740.9238	1242.8835	831.4754	4317.8108	1099.8932	2964.6192
CHMP2A|27243	3313.1233	4457.2982	3093.9186	3391.5923	3757.0489	3029.8141	2449.3253	2382.1705	2816.1946	3017.0055	2408.5246	3344.2151	4433.7607	3935.8148
CHMP2B|25978	1489.0307	1018.4155	1783.2647	1298.2843	871.7105	945.6331	625.8972	1405.4264	1403.9156	1462.1072	700.9836	1286.6059	767.6282	1151.6507
CHMP4A|29082	1205.2094	1294.9153	1027.0947	1186.7242	1351.7105	889.1021	448.3376	901.093	725.0979	974.658	1366.4066	1000.8401	1363.5043	1060.8339
CHMP4B|128866	3877.144	3510.5673	3931.23	1683.1544	4360.9023	2607.8569	3600.0574	2715.1163	2746.6261	3290.9427	3927.2131	5525.204	4083.3333	4267.2629
CHMP4C|92421	547.6665	509.2078	456.15	490.0171	503.7594	587.1624	367.7864	430.2326	618.1334	573.0129	116.7213	619.2991	528.312	214.6521
CHMP5|51510	2821.8229	1589.5093	3145.8765	2671.1909	2296.2688	1509.3476	2458.6075	2682.9109	2829.2302	3632.0185	1004.5443	2833.4037	1622.8045	2370.1644
CHMP6|79643	440.7659	952.6635	457.6132	475.1681	638.1579	636.268	496.9854	313.9535	458.0878	351.2015	785.5738	626.0202	589.2094	554.518
CHMP7|91782	1451.5357	1021.8762	1227.2519	1145.3798	1514.0977	1092.9498	1196.0953	1077.1318	1255.2747	978.9279	1278.6885	1041.2866	1619.1239	655.0046
CHM|1121	925.8077	488.9383	1129.2181	971.205	624.0602	1247.9832	1126.9021	1143.4109	1251.0929	1320.1479	869.5082	600.5761	529.3803	744.9691
CHN1|1123	32.7084	59.8196	103.5208	30.5007	96.8045	114.3458	309.2162	39.9225	25.0903	83.549	42.623	122.8997	167.735	100.4867
CHN2|1124	61.8269	78.1115	186.1911	69.8304	66.7293	581.1996	25.5527	228.6822	6.0825	22.1811	169.8361	84.4935	86.5385	17.3616
CHODL|140578	0.3989	2.9663	4.0238	1.6053	1.4098	1.7538	2.2969	2.3256	5.3222	2.2181	5.9016	15.8425	1.6026	1.5783
CHORDC1|26973	225.369	158.6948	314.5862	542.9919	384.8684	275.6927	351.7083	240.6977	322.7523	430.6839	230.1639	566.9707	281.5171	439.8264
CHP2|63928	0	0	0	0	0.9398	0	0	0.3876	0	0	0	0.4801	0	0
CHPF2|54480	1919.8245	1009.5167	1561.5912	821.1097	2058.7406	1642.5816	1375.5383	848.4496	1323.3226	1346.0259	1702.9508	2228.0365	2703.5256	2141.7861
CHPF|79586	2067.7902	2072.4262	2828.7151	1292.2324	2848.2143	2162.3851	2230.5484	2372.0736	1431.667	1346.0259	5338.3607	2530.4657	2647.4359	2218.0718
CHPT1|56994	1923.0156	2076.8755	1773.3406	1884.2179	1763.6278	3491.0558	2634.4732	1721.3178	1603.4974	1923.3974	1140.3279	846.8555	2202.9915	2326.3186
CHP|11261	6147.5868	8237.7951	4063.283	5786.2948	4428.1015	5532.7955	7704.2779	4928.6822	3914.4649	3762.6617	3287.2131	3871.8195	3478.0983	4907.0104
CHRAC1|54108	996.4101	1121.7402	1114.5862	997.2911	1235.9023	709.2248	745.6216	720.155	1122.9804	1188.5397	662.2951	1213.1541	1331.7308	629.2253
CHRDL1|91851	10.371	1.4831	48.2853	1.204	7.5188	14.0302	6.6035	11.2403	0.3802	25.878	58.3607	0.9602	135.6838	2.1044
CHRDL2|25884	47.0682	0.4944	35.4824	37.3232	11.2782	21.396	0.8613	45.3488	6.4626	128.281	73.4426	13.4422	80.6624	19.9921
CHRD|8646	3.1911	26.6963	13.9003	24.0795	16.4474	36.8292	62.5897	27.907	9.8841	18.1146	77.377	91.6947	58.7607	26.3054
CHRFAM7A|89832	19.9442	87.5046	167.5354	178.188	122.6504	10.1719	71.203	10.4651	3.8016	8.8725	1.9672	17.7628	103.0983	13.6788
CHRM1|1128	373.3546	584.353	771.102	8.4278	23.0263	2396.3522	1.4355	396.5116	68.0479	138.6322	17.7049	277.9645	555.0214	2.1044
CHRM2|1129	0	0	0	0	5.1692	0	0	0	0	0	0	0	0	0
CHRM3|1131	2.3933	2.9663	36.9456	4.8159	8.4586	20.3437	89.578	67.8295	3.4214	10.3512	5.9016	10.5617	0.5342	10.5222
CHRM4|1132	2.3933	0.9888	3.658	89.094	8.4586	1.403	4.0195	1.1628	4.942	2.9575	15.7377	1.9203	10.6838	5.2611
CHRM5|1133	0.7978	0.9888	1.0974	0	0.9398	0.3508	0.2871	0.7752	0.3802	1.4787	1.3115	0.4801	1.0684	1.0522
CHRNA10|57053	5.9832	1.4831	4.7554	5.6185	8.4586	2.806	5.7422	1.5504	2.2809	5.915	15.082	13.4422	8.547	8.4177
CHRNA1|1134	0.7978	0	1.0974	8.0265	1.4098	1.403	0	1.1628	1.9008	7.3937	5.2459	246.7595	0	4.735
CHRNA2|1135	0	0	0	0	1.8797	0	0	0	0	0	0	0	6.4103	0
CHRNA3|1136	1.9944	0	7.6818	1.6053	77.5376	0.3508	0.5742	0	1.5206	3.3272	0.6557	3.3605	0	0.5261
CHRNA4|1137	0	0	0.7316	0	0	0	0	0	0	0	0.6557	0.4801	0	0
CHRNA5|1138	7.9777	0.9888	21.9479	19.2636	24.906	5.6121	8.9004	12.0155	5.3222	3.3272	3.2787	18.2429	16.5598	9.9961
CHRNA6|8973	0.3989	0.4944	0.3658	0	0.4699	0.3508	0.2871	0	0.7603	1.4787	0	6.7211	0	0
CHRNA7|1139	4.7866	5.9325	19.0215	16.053	39.0038	1.0523	4.5937	6.2016	1.1405	1.8484	0.6557	1.4402	4.8077	2.1044
CHRNA9|55584	0	0.4944	0.3658	0	0	0	0	0	0	0.3697	0.6557	0.4801	0.5342	0
CHRNB1|1140	72.1978	178.9643	112.9291	110.7655	92.1053	125.57	277.8926	96.124	145.2195	56.9316	316.8459	247.7196	175.7479	99.4344
CHRNB2|1141	0.3989	3.4606	3.658	1.6053	19.7368	5.6121	4.8808	0.3876	3.8016	1.1091	6.5574	6.241	8.0128	1.0522
CHRNB3|1142	0	0	0	0	0	0	0	0	0	0	0	0	0.5342	0
CHRNB4|1143	19.5453	0.4944	2.9264	0.4013	15.5075	0.3508	0.2871	0	9.1237	4.8059	1.3115	3.8406	2.1368	1.0522
CHRND|1144	0	0	0	0	0.4699	0	0	0	0	0	0	0	0	0
CHRNE|1145	10.5465	3.866	14.6904	6.4413	15.0799	10.7927	10.2986	3.3915	1.7297	4.8651	70.7803	58.3677	9.0224	12.9212
CHRNG|1146	0.3989	0.4944	0	0.4013	0.9398	0	0	0	0.7603	0.7394	0	0	0	0
CHST10|9486	153.57	297.6146	121.4449	109.9629	296.9925	219.9228	460.2354	372.8682	103.7826	117.9298	502.2951	90.2544	274.5726	152.0452
CHST11|50515	38.2928	13.8425	59.9909	34.9152	26.3158	27.3588	94.1717	24.031	10.2642	52.8651	45.9016	331.7331	27.2436	57.8719
CHST12|55501	254.8863	406.3775	398.3539	222.3337	535.7143	350.4034	439.2765	480.2326	341.7601	266.1738	702.2951	490.6385	653.8462	588.715
CHST13|166012	5.1855	4.9438	17.5583	5.2172	9.8684	5.2613	10.3359	10.0775	2.6611	6.2847	52.459	73.4518	9.0812	9.4699
CHST14|113189	317.9099	342.6029	182.8989	329.4873	401.7857	399.1582	584.8407	203.1008	319.3309	216.6359	944.918	622.1795	591.3462	548.7308
CHST15|51363	367.7702	66.7408	299.9543	343.1323	188.4398	107.3308	894.6311	343.0233	91.9977	269.5009	382.9508	331.253	646.9017	141.5231
CHST1|8534	47.866	8.8988	119.9817	267.6834	79.8872	18.59	329.0267	26.3566	9.1237	164.5102	41.3115	24.964	45.406	33.1448
CHST2|9435	6145.9912	1692.2506	2244.5359	985.2513	4535.7143	1671.3434	772.3227	1570.155	4172.9709	1890.2033	2853.7705	904.9448	2969.5513	5159.5423
CHST3|9469	595.9314	420.22	477.3663	1154.6102	1028.6654	195.0193	1452.1964	1001.1628	388.1391	248.4288	580.3279	418.627	2177.3504	587.1367
CHST4|10164	3.1911	1.4831	2.5606	1.6053	12.218	0	1.1484	0.3876	8.3634	0	60.9836	7.6812	0	2.1044
CHST5|23563	5.6282	2.9811	9.9753	4.844	8.9944	2.5184	5.2196	1.1705	9.2074	1.5009	12.5574	2.41	15.0214	6.3817
CHST6|4166	1.1966	1.4831	2.5606	7.6252	2.8195	0.3508	4.3066	0.7752	4.5619	5.5453	3.9344	31.6851	3.2051	0.5261
CHST7|56548	47.4671	41.0332	62.5514	35.3165	105.7331	36.4784	153.8903	39.5349	32.6934	37.7079	78.0328	83.0533	36.859	107.8522
CHST8|64377	0	0	5.8528	0	13.1579	0.3508	0.2871	0	0	0	0.6557	0.4801	1.0684	0.5261
CHST9|83539	0.7978	0	0	3.6119	0.4699	2.1045	10.0488	3.4884	1.1405	0	0	0.4801	1.0684	0
CHSY1|22856	919.8245	415.2762	699.4056	592.7561	678.5714	431.7783	804.1918	779.0698	577.8369	629.9445	830.8197	1196.8315	696.5812	850.1907
CHSY3|337876	33.5062	5.4381	81.2071	18.0596	29.1353	6.6643	111.1111	32.5581	3.0412	32.1627	28.8525	37.9261	20.8333	29.9882
CHTF18|63922	150.3789	132.4929	152.5377	104.3443	317.6692	61.0312	88.7166	136.8217	153.583	178.5582	188.8525	118.0989	174.6795	188.3467
CHTF8|54921	2422.0183	2058.5836	2679.4696	3358.6837	2332.7068	2465.1	2514.9354	2851.1628	2720.0152	2411.8299	3204.5902	1529.0446	1424.1453	2435.3545
CHUK|1147	477.862	714.374	551.6232	459.5164	394.2669	712.0309	1273.6147	532.9457	539.061	604.8059	57.7049	441.1906	379.2735	508.2204
CHURC1|91612	789.0586	730.3325	848.0951	1085.6868	1009.1118	806.7871	784.944	1107.5039	1040.4942	1557.7116	550.0525	1164.9688	821.5972	873.7025
CIAO1|9391	1498.205	2474.8486	1782.5332	1742.1491	1669.1729	3413.5391	2504.4502	1800.7752	1874.9287	1805.915	1544.918	1867.4988	1910.2564	1629.3568
CIAPIN1|57019	621.061	756.8904	779.8811	1011.7387	1256.109	940.3718	930.2326	603.4884	893.3663	839.5564	1620.3279	1715.3145	739.3162	713.4026
CIB1|10519	2213.4025	5268.0756	2326.1088	3867.9643	2584.1165	2598.7373	1768.8774	2749.6124	2332.6364	2148.244	5323.2787	3886.7019	4535.2564	2310.6668
CIB2|10518	339.4495	184.4024	248.7426	1349.6539	652.7256	837.2501	173.1266	66.6667	410.5683	618.4843	5767.2131	1044.6471	259.0812	113.6394
CIB3|117286	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CIB4|130106	0	0	0	0	0	0	0	0	0	0	0	3.3605	0	0
CIC|23152	2412.4452	2313.6819	2486.3283	2602.1872	3922.9323	1052.9639	2149.2966	2529.4574	3153.3929	2394.085	1877.377	2083.5334	4248.9316	3311.8506
CIDEA|1149	0	0	0	0.8026	1.8797	0.7015	0	0	0.3802	0.3697	0.6557	0	1.0684	0
CIDEB|27141	155.8277	92.3841	147.7641	255.3306	190.0423	202.1642	123.296	262.7946	172.1954	216.4621	302.6885	182.2516	185.5288	209.6015
CIDECP|152302	172.3175	235.689	181.8016	189.4251	292.2932	150.9751	142.6357	170.0969	137.9966	162.6617	190.1639	182.4292	341.3462	195.7122
CIDEC|63924	0	1.1173	0	0	0.9398	1.2522	0.3445	0.4457	0	0	0	0.9602	2.6709	0
CIITA|4261	208.217	34.6064	356.2872	179.7933	446.4286	77.1659	95.3201	189.1473	247.1013	501.6636	630.1639	669.2271	70.5128	198.3428
CILP2|148113	1.1966	2.4719	4.7554	36.5205	6.5789	1.7538	1.7227	2.7132	1.9008	2.9575	11.1475	12.9621	13.8889	3.6828
CILP|8483	1.5955	1.4831	1.829	1.6053	3.2895	6.6643	2.2969	1.1628	3.4214	0	5.9016	7.2012	8.0128	1.0522
CINP|51550	741.9226	768.7554	745.8619	644.5269	781.485	639.4248	280.2182	579.0698	689.9829	523.8447	878.0328	531.9251	989.3162	851.2429
CIR1|9541	522.5369	1193.4248	536.9913	443.8648	553.1015	622.9393	862.1878	436.0465	512.8303	644.732	379.6721	634.1815	492.5214	655.0046
CIRBP|1153	5459.1145	10771.4745	7523.7311	7924.1497	7461.4662	6098.5619	4470.2842	5253.1008	7362.0985	10893.5305	9547.541	5549.688	9610.5769	7059.3187
CIRH1A|84916	583.1671	610.5549	556.0128	536.972	589.2857	772.0098	632.5007	528.6822	530.3174	601.1091	510.8197	682.1892	291.1325	546.1002
CISD1|55847	966.8927	1333.8277	1759.4879	1477.275	1411.6541	869.5195	1339.6497	1635.6589	1386.8086	1157.4861	1038.6885	1323.5718	1193.9103	1045.3768
CISD2|493856	1115.6721	754.4185	856.6987	775.3587	898.0263	904.5949	781.5102	777.5194	672.4957	628.0961	508.1967	770.5185	911.3248	797.5799
CISD3|284106	593.9609	1251.1482	502.9648	1056.7071	969.1447	1061.1084	844.0827	673.155	377.1868	461.9963	1404.8984	826.0634	1293.4188	810.6695
CISH|1154	1819.3059	693.1158	1601.0974	2236.982	2820.4887	1272.8867	2526.8447	1715.1163	1941.8362	2948.244	1809.1803	1160.3457	1667.735	3616.4672
CITED1|4435	3.5899	1.4831	6.9502	26.0861	10.3383	0.3508	3.4453	33.3333	1.5206	1.8484	160	3.8406	38.4615	4.735
CITED2|10370	1116.4739	777.6542	2212.7115	701.515	1138.1579	1287.2676	2930.5197	1977.907	931.762	2240.2957	871.4754	1042.7268	451.3889	1187.426
CITED4|163732	299.1623	222.9638	362.8715	938.2964	636.2782	169.765	331.8978	187.2093	252.0433	516.451	743.6066	1090.2544	1191.2393	252.0058
CIT|11113	1249.7008	1485.1069	1895.9305	1700.8127	2067.6692	517.3623	1782.0844	1322.093	2080.9732	4468.7616	577.7049	1087.374	2518.1624	1328.423
CIZ1|25792	1653.3706	2253.8623	1749.9771	1948.8311	2295.1128	799.3686	1758.5415	1813.9535	1858.2019	2143.8078	1978.3607	1697.0715	1325.8547	2253.8472
CKAP2L|150468	59.0347	7.4156	4.3896	18.8622	9.8684	25.2543	31.8691	20.9302	5.7023	11.4603	4.5902	12.9621	20.2991	12.1005
CKAP2|26586	555.6442	163.1442	483.5848	223.5377	231.6729	313.5742	416.882	556.9767	600.2661	154.8983	96.3934	123.8598	139.4231	284.6245
CKAP4|10970	1634.6231	828.575	1084.9566	954.7507	2267.8571	1904.5949	1784.3813	962.7907	1280.7451	1094.6396	1390.8197	1789.7264	1580.1282	1524.1352
CKAP5|9793	2828.0814	1497.9607	2241.6095	2218.5211	2115.6015	2544.3704	2462.8194	1262.0155	2317.05	2170.7948	2479.3443	1547.7676	2129.8077	2502.6963
CKB|1152	16758.2768	38037.8198	31734.7965	39888.0305	44331.297	20212.2062	9302.8998	28411.6279	39783.3112	25161.9224	32312.7869	17605.8569	62611.6453	33130.6063
CKLF|51192	125.6482	70.2015	72.428	97.5218	103.3835	65.591	160.7809	86.0465	53.602	78.7431	137.0492	313.0101	86.5385	97.33
CKMT1A|548596	940.1675	326.7828	1246.2734	763.319	1579.8872	945.9839	41.0566	2077.907	1004.7519	1097.9667	1198.0328	1567.9309	2848.2906	2401.6835
CKMT1B|1159	4381.7312	2100.1112	5473.0681	2441.2561	3307.8008	1691.6871	250.0718	4575.969	2483.9384	1590.0185	2768.5246	4684.5895	2975.4274	3234.5127
CKMT2|1160	3575.9872	4236.8063	1408.6877	4227.5509	3451.1278	4197.8253	2831.7542	3589.1473	3185.326	1991.4972	4340.3279	1330.7729	8376.6026	2895.6991
CKM|1158	0	0.9888	4.3896	1.6053	0.9398	1.0523	2.0098	0	1.5206	0.7394	0	4.8008	0	3.1566
CKS1B|1163	149.5812	91.954	113.7631	169.3589	133.9286	108.383	116.2791	152.3256	109.4849	75.0462	105.5738	93.615	100.4274	83.6512
CKS2|1164	852.0144	231.8626	669.0444	804.254	973.2143	86.987	199.5406	865.5039	424.6341	251.0166	201.9672	636.5819	432.1581	484.5456
CLASP1|23332	942.5608	1262.1431	1222.1308	933.4805	985.4323	1230.7962	1552.1102	748.8372	1079.6427	737.1534	881.3115	713.3941	771.9017	1113.7709
CLASP2|23122	1551.2565	998.1461	1497.9424	1070.3321	1536.6541	1700.1052	1378.9836	1743.4109	2167.2686	1290.573	644.5902	723.9558	971.688	1110.6142
CLCA1|1179	0	0	0.3658	0	0	0	0	0	0	0	0	0	0	0
CLCA2|9635	0	0	0.7316	0	0.4699	0	0.5742	0	0	0	0	1.9203	0	0
CLCA3P|9629	0.7978	0	0	0	0	0	0	0	0	0	0	0	0	0
CLCA4|22802	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLCC1|23155	543.0076	404.3851	582.3246	716.7573	520.1457	641.5328	537.3184	632.8411	712.3855	1215.1349	435.8754	666.6011	701.5491	507.0998
CLCF1|23529	187.0762	34.6064	76.8176	26.8887	237.782	90.1438	254.9526	46.5116	31.5529	53.6044	253.7705	297.6476	209.4017	244.1142
CLCN1|1180	6.3821	0	4.7554	0	2.8195	0.7015	0.2871	1.1628	0	0.3697	0	1.4402	0.5342	0
CLCN2|1181	215.7958	121.1222	226.4289	171.7668	328.0075	135.3911	75.5096	112.0155	141.418	198.5213	139.6721	156.505	567.8419	243.5881
CLCN3|1182	2629.8365	553.7016	2857.2474	1923.949	1024.4361	3131.8835	2438.9894	2179.4574	2456.187	2717.9298	709.5082	980.7969	454.594	1536.7618
CLCN4|1183	403.6697	354.9623	395.4275	740.4435	354.7932	584.0056	385.8742	513.1783	335.6776	280.2218	379.0164	344.2151	526.7094	328.8176
CLCN5|1184	931.791	1317.0189	1452.2176	528.1429	1919.6429	7091.5468	1303.474	1183.7209	1161.7563	605.5453	1220.9836	858.8574	995.1923	986.4527
CLCN6|1185	320.3032	339.6366	263.7403	359.1853	379.2293	271.1329	469.1358	296.8992	360.0076	393.3457	502.2951	372.5396	367.5214	265.6846
CLCN7|1186	3919.8245	4047.4601	4853.0407	3330.9923	4877.3496	2615.5735	2497.5596	3173.6434	3905.3412	3053.6044	5819.0164	3708.5934	3254.2735	4906.4843
CLCNKA|1187	4849.6211	3684.5878	3330.2241	4703.9229	5998.5902	1264.8194	661.2116	3894.186	5030.6025	2855.0832	7708.8525	2350.4561	10794.3376	5770.8799
CLCNKB|1188	25090.1476	8612.5324	22996.2506	24983.2447	30604.7932	7392.1431	1799.598	34582.1705	26282.836	17590.0185	18084.5902	10097.4556	52154.9145	21099.0399
CLC|1178	0	0	3.2922	0	0	0	0.5742	0.7752	0	0	0.6557	0.9602	0	0
CLDN10|9071	47.866	1.7402	337.0279	1.6334	17.8477	35.577	36.4915	364.6008	1.3115	0.3956	0.6557	6.1066	6.1752	14.5311
CLDN11|5010	204.2282	14.8313	237.4028	71.8371	76.5977	7.0151	51.9667	80.2326	723.8168	24.0296	11.1475	10.0816	52.8846	11.0483
CLDN12|9069	621.061	1013.9661	934.9794	886.9269	695.0188	2199.8913	1629.3741	937.2093	1340.2471	1186.6913	707.1803	546.8075	978.6325	1034.8547
CLDN14|23562	2.7922	0.9888	1.0974	2.4079	5.6391	0.3508	13.4941	0	3.8016	7.024	39.3443	36.4858	10.6838	2.6305
CLDN15|24146	81.3722	85.0328	112.6658	177.3854	179.0414	107.3308	144.7028	103.1008	157.0044	125.3235	502.9508	155.5449	191.7735	169.4068
CLDN16|10686	10.371	0	12.8029	0.4013	0.9398	3.8583	2.0098	2.3256	0.7603	1.4787	0	11.5218	0	0.5261
CLDN17|26285	0.7978	0	0.7316	0.8026	0	0	0	0.7752	0.3802	0	0	0	0	0
CLDN18|51208	1.1966	0	0.7316	0.8026	0	0	0.2871	0	0	0.7394	1.3115	0	1.6026	1.0522
CLDN19|149461	0	0.9888	0.3658	0.8026	1.4098	7.3658	55.1249	0	1.1405	0.7394	0	0	9.0812	2.6305
CLDN1|9076	684.0846	64.2689	290.8093	77.8569	342.5752	50.5086	649.7272	694.9612	33.8339	67.2828	30.8197	3193.471	82.7991	205.7083
CLDN20|49861	1.1966	0.9888	1.0974	2.8093	1.4098	0.3508	0	0.7752	0.7603	2.2181	1.9672	0	0.5342	0.5261
CLDN22|53842	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLDN23|137075	158.7555	240.267	366.5295	185.4119	535.2444	98.2112	531.7255	225.1938	68.0479	518.6691	271.4754	320.2112	277.7778	246.2186
CLDN25|644672	0	0	1.4632	0	0	0	0	0	0	0	0	0	0	0.5261
CLDN2|9075	21.5397	6.7136	13.5345	36.5767	74.718	83.1287	98.7654	5.4264	16.3467	14.4177	10.4918	6.7211	17.6282	14.731
CLDN3|1365	21.1408	503.7696	218.3813	1.6053	53.5714	62.4342	284.8119	24.031	28.8918	177.0795	104.918	610.6577	8.547	265.6846
CLDN4|1364	6094.5353	882.9564	5353.4522	4183.0039	8890.9774	1641.1785	2257.2495	4163.5659	3687.5119	5023.6599	8808.5246	16103.2165	3106.8376	6477.9692
CLDN5|7122	211.0092	276.8508	294.8331	288.1509	307.3308	94.7036	509.9053	255.814	118.9888	367.098	776.3934	431.5891	659.7222	456.1357
CLDN6|9074	0.7978	0	0.7316	0.4013	5.6391	0	0.2871	0	0.7603	2.5878	0.6557	190.5905	0	0.5261
CLDN7|1366	2374.9501	2991.9664	3308.642	1970.904	3078.4774	1663.276	311.8002	2801.1628	2032.6934	2376.7098	1803.9344	3903.5046	2352.5641	2942.5227
CLDN8|9073	7370.5624	3587.1956	7847.0965	8088.2914	6395.2068	2371.7994	4.8808	15373.2558	7038.966	5019.5933	3127.8689	4005.7609	1611.6453	6571.6165
CLDN9|9080	6.3821	2.9663	52.6749	8.0265	40.8835	2.1045	6.0293	0.7752	4.942	39.1867	30.1639	272.6836	11.7521	6.3133
CLDND1|56650	1688.4723	1014.9549	1406.1271	1757.8007	1300.7519	605.7524	1560.1493	1384.8837	1421.7829	2445.4713	392.7869	1254.4407	927.3504	2118.6374
CLDND2|125875	3.1911	2.4719	5.487	5.2172	5.1692	0	0.2871	5.4264	0.7603	1.8484	13.7705	10.0816	3.2051	1.5783
CLEC10A|10462	36.2984	1.9775	5.8528	10.8358	9.3985	5.9628	8.039	3.1008	2.2809	7.7634	68.1967	51.3682	22.9701	28.4098
CLEC11A|6320	106.1029	157.2117	181.8016	274.1045	163.0639	94.0021	239.4488	131.7829	90.0969	178.1885	525.9016	266.9227	208.3333	194.1339
CLEC12A|160364	1.9944	0	5.8528	0.4013	1.8797	4.209	10.9101	3.1008	1.1405	4.8059	14.4262	92.6548	2.1368	12.1005
CLEC12B|387837	0	0	0.7316	0	0.4699	0	0.2871	0	0	0	1.9672	0.9602	0	0
CLEC14A|161198	561.2286	434.5569	587.1056	274.9072	487.312	585.0579	1699.11	413.1783	279.0344	395.9335	470.8197	549.2079	766.5598	602.3938
CLEC16A|23274	1684.0846	1776.789	1957.3845	2449.2826	2479.7932	1292.8797	1109.6756	2183.7209	2126.5919	1343.4381	3499.6721	1833.8934	1617.5214	1948.7045
CLEC17A|388512	1.1966	0	1.829	0	0	1.7538	0.2871	0.3876	0	0	0	9.1215	0.5342	1.0522
CLEC18A|348174	28.7196	16.7445	8.0476	122.2835	51.6917	38.2322	43.296	9.6008	28.5117	45.4713	9.8361	70.0912	34.7222	28.9359
CLEC18B|497190	31.5118	7.91	14.2661	16.053	45.5827	14.3809	7.1777	6.5891	27.7514	63.2163	5.9016	36.0058	37.3932	12.6266
CLEC18C|283971	3.1911	0.5586	1.0974	2.9297	10.8083	3.1568	0.3445	1.2519	2.6611	5.5453	2.623	3.3605	2.1368	5.7872
CLEC1A|51267	46.2704	64.7633	39.5062	28.494	23.0263	39.6352	99.0525	20.155	31.9331	49.9076	58.3607	73.4518	45.406	60.5024
CLEC1B|51266	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLEC2A|387836	0.3989	0	0.3658	0	0	0	0	0	0	0	0	0	0	0
CLEC2B|9976	99.3219	27.1907	94.0101	35.3165	38.5338	26.3066	71.4901	31.3953	22.049	75.7856	73.4426	261.6419	49.1453	63.133
CLEC2D|29121	299.5612	209.6156	365.0663	325.8754	298.4023	195.37	229.1128	245.7364	262.6877	510.9057	228.8525	318.771	260.1496	328.2915
CLEC2L|154790	0	1.4831	0	4.8159	1.4098	1.0523	1.4355	0	4.1817	1.4787	478.6885	131.541	9.0812	0
CLEC3A|10143	0	0	0.3658	0	0	0	0	0	0	0	0	0	0	0
CLEC3B|7123	428.7994	1571.6228	328.4865	5628.9756	2906.9549	1341.6345	2979.0411	529.4574	2229.9943	996.3031	542.9508	486.3178	2556.6239	11026.1739
CLEC4A|50856	5.9832	4.4494	21.2163	7.6252	9.8684	15.7839	18.375	6.5891	4.5619	17.3752	17.7049	88.8142	8.547	18.9399
CLEC4C|170482	0	0	0.3658	0	0	0	0.2871	0	0	0	0	0.9602	0	0
CLEC4D|338339	0	0	0.3658	0	0	0.3508	0.2871	0.3876	0.3802	0.3697	1.3115	5.2808	0.5342	0.5261
CLEC4E|26253	1.1966	11.865	5.1212	4.0132	2.3496	4.5598	12.3457	0.3876	1.5206	5.915	22.2951	37.9261	5.3419	6.3133
CLEC4F|165530	0.7978	1.4831	5.487	0.8026	32.8947	1.0523	6.0293	0	0.7603	3.6969	3.2787	123.8598	90.812	1.0522
CLEC4GP1|440508	0	0.9888	0.3658	0	0	1.403	1.1484	1.1628	33.0736	71.3494	79.3443	0	1.6026	0.5261
CLEC4G|339390	0.7978	1.4831	1.0974	0.8026	0.9398	0.7015	0.5742	3.1008	0	1.4787	0	1.4402	0.5342	2.1044
CLEC4M|10332	1.1966	0	0.7316	0.4013	0.4699	0	0	0.3876	0	0	0.6557	0	0.5342	0
CLEC5A|23601	25.9274	0	11.7055	4.8159	5.1692	14.3809	12.0586	1.938	0.7603	4.4362	49.8361	241.4786	15.4915	54.7152
CLEC6A|93978	0	0	0.7316	0	0	0	0	0.3876	0	0	0	1.9203	0	0
CLEC7A|64581	13.1631	3.4606	73.5254	18.0596	26.3158	24.9035	43.3534	10.4651	22.049	55.8226	123.9344	430.6289	28.312	45.2453
CLEC9A|283420	0.3989	0	0.7316	0.4013	0.9398	10.5226	0.5742	0	2.6611	2.2181	8.5246	10.0816	1.0684	1.5783
CLECL1|160365	2.3933	0.9888	2.9264	0.4013	3.7594	1.7538	2.2969	1.938	1.1405	3.6969	1.9672	12.9621	0	3.6828
